seqnames	start	end	width	strand	closest_gene	strand_gene	collision	reassigned	reassigned.to	BM_BM_01	BM_BM_03	BM_BM_06	BM_BM_12	BM_BM_18	B_BM_01	B_BM_03	B_BM_06	B_BM_12	B_BM_18	B_PB_01	B_PB_03	B_PB_06	B_PB_09	B_PB_12	B_PB_18	CD34_BM_03	CD34_BM_06	CD34_BM_12	CD34_BM_18	CFC_BM_00	CFC_BM_01	CFC_BM_03	CFC_BM_06	CFC_BM_12	CFC_PB_03	CFC_PB_06	CFC_PB_09	CFC_PB_12	MNC_BM_01	MNC_BM_03	MNC_BM_06	MNC_BM_12	MNC_BM_18	MNC_PB_01	MNC_PB_03	MNC_PB_06	MNC_PB_09	MNC_PB_12	MNC_PB_18	Myelo_BM_01	Myelo_BM_03	Myelo_BM_06	Myelo_BM_12	Myelo_BM_18	Myelo_PB_01	Myelo_PB_03	Myelo_PB_06	Myelo_PB_09	Myelo_PB_12	Myelo_PB_18	NK_BM_12	NK_BM_18	NK_PB_03	NK_PB_06	NK_PB_09	NK_PB_12	NK_PB_18	PB_PB_01	PB_PB_03	PB_PB_06	PB_PB_09	PB_PB_12	PB_PB_18	TE_BM_03	TE_BM_06	TE_BM_12	TE_BM_18	T_BM_01	T_BM_03	T_BM_12	T_BM_18	T_PB_01	T_PB_03	T_PB_06	T_PB_09	T_PB_12	T_PB_18
chr11	105289293	105289293	1	+	GRIA4	+	FALSE	FALSE														1																																																																	
chr11	105890911	105890911	1	-	MSANTD4	-	FALSE	FALSE																																																																									3772						
chr11	106280226	106280226	1	+	LOC101928535	+	FALSE	FALSE																		1																																																													
chr11	106419807	106419807	1	-	GUCY1A2	-	FALSE	FALSE																							1																																																								
chr11	107552777	107552777	1	+	ELMOD1	+	FALSE	FALSE		1																																																																													
chr11	107639841	107639841	1	+	SLC35F2	-	FALSE	FALSE																																											1																																				
chr11	107765167	107765167	1	+	RAB39A	+	FALSE	FALSE																																																																			1												
chr11	107892516	107892516	1	+	CUL5	+	FALSE	FALSE																																										1																																					
chr11	108097328	108097328	1	-	ATM	+	FALSE	FALSE																																												2																																			
chr11	108240428	108240428	1	-	ATM	+	FALSE	FALSE																							1																																																								
chr11	108630877	108630877	1	-	DDX10	+	FALSE	FALSE																																																																9															
chr11	108829693	108829693	1	+	DDX10	+	FALSE	FALSE																							1																																																								
chr11	109462837	109462837	1	+	C11orf87	+	FALSE	FALSE																											1																																																				
chr11	109896241	109896241	1	-	ZC3H12C	+	FALSE	FALSE																																															1																																
chr11	110103541	110103541	1	+	RDX	-	FALSE	FALSE																						391																																																									
chr11	110511993	110511993	1	+	ARHGAP20	-	FALSE	FALSE																																																								1																							
chr11	110543502	110543502	1	-	ARHGAP20	-	FALSE	FALSE																																																								1																							
chr11	110747521	110747521	1	+	ARHGAP20	-	FALSE	FALSE				1																																																																											
chr11	111058707	111058707	1	-	C11orf53	+	FALSE	FALSE																						1																																																									
chr11	111430402	111430402	1	-	LAYN	+	FALSE	FALSE																																																																		1													
chr11	111458346	111458346	1	+	SIK2	+	FALSE	FALSE																																																1																															
chr11	111541528	111541528	1	-	SIK2	+	FALSE	FALSE			1																																																																												
chr11	112030455	112030455	1	+	IL18	-	FALSE	FALSE											11																																																																				
chr11	112353048	112353048	1	-	LOC101928823	+	FALSE	FALSE																		1																																																													
chr11	112810056	112810056	1	-	LOC101928847	-	FALSE	FALSE																																											1																																				
chr11	112891762	112891762	1	+	LOC101928847	-	FALSE	FALSE																																																																							1								
chr11	113554962	113554962	1	+	TMPRSS5	-	FALSE	FALSE																																											1																																				
chr11	113743083	113743083	1	-	USP28	-	FALSE	FALSE																																										2																																					
chr11	113827869	113827869	1	-	HTR3B	+	FALSE	FALSE				1																																																																											
chr11	113867787	113867787	1	-	HTR3A	+	FALSE	FALSE																																																														1																	
chr11	114078716	114078716	1	-	ZBTB16	+	FALSE	FALSE		1																																																																													
chr11	114429662	114429662	1	+	NXPE1	-	FALSE	FALSE																																																																												1			
chr11	114453432	114453432	1	+	NXPE4	-	FALSE	FALSE																								1																																																							
chr11	114495593	114495593	1	-	NXPE4	-	FALSE	FALSE																																																												1																			
chr11	114615294	114615294	1	-	NXPE2	+	FALSE	FALSE																			1																																																												
chr11	114821423	114821423	1	-	CADM1	-	FALSE	FALSE																																																												2																			
chr11	115261770	115261770	1	-	CADM1	-	FALSE	FALSE																																																							1																								
chr11	115619485	115619485	1	+	LINC00900	-	FALSE	FALSE																							2																																																								
chr11	116496608	116496608	1	-	BUD13	-	FALSE	FALSE																																																												1																			
chr11	116723731	116723731	1	-	APOA1-AS	+	FALSE	FALSE																																										1																																					
chr11	116830982	116830982	1	-	SIK3	-	FALSE	FALSE																																																								299																							
chr11	116884940	116884940	1	+	SIK3	-	FALSE	FALSE																																																				1140														1													
chr11	117120902	117120902	1	-	RNF214	+	FALSE	FALSE											299																																																																				
chr11	117128283	117128283	1	-	RNF214	+	FALSE	FALSE																									1																																																						
chr11	117278427	117278427	1	-	CEP164	+	FALSE	FALSE																																																																												1			
chr11	117408224	117408224	1	-	DSCAML1	-	FALSE	FALSE																																																																											1				
chr11	117983670	117983670	1	-	TMPRSS4	+	FALSE	FALSE					3343			2109										2																122																																													
chr11	118090595	118090595	1	-	AMICA1	-	FALSE	FALSE																																							204													507											265																
chr11	118127804	118127804	1	+	MPZL2	-	FALSE	FALSE																																																													7																		
chr11	118130454	118130454	1	-	MPZL2	-	FALSE	FALSE																							623																																																								
chr11	118363020	118363020	1	-	KMT2A	+	FALSE	FALSE																		1																																																													
chr11	118451934	118451934	1	+	ARCN1	+	FALSE	FALSE																		223																																																													
chr11	118654883	118654883	1	-	DDX6	-	FALSE	FALSE						3242																																														2234																											
chr11	118689087	118689087	1	-	DDX6	-	FALSE	FALSE																																																1																															
chr11	119094087	119094087	1	+	CBL	+	FALSE	FALSE											324																																																																				
chr11	119114039	119114039	1	-	CBL	+	FALSE	FALSE					76																					347								12																																													
chr11	119116006	119116006	1	-	CBL	+	FALSE	FALSE																																										1039																																					
chr11	119120873	119120873	1	-	CBL	+	FALSE	FALSE																			940																																																												
chr11	119127221	119127221	1	+	CBL	+	FALSE	FALSE															482																										128									2742															822														
chr11	119143758	119143758	1	+	CBL	+	FALSE	FALSE																								479																																																							
chr11	119147240	119147240	1	-	CBL	+	FALSE	FALSE																														3														63																																			
chr11	119558625	119558625	1	+	PVRL1	-	FALSE	FALSE																																														155																																	
chr11	120270778	120270778	1	-	ARHGEF12	+	FALSE	FALSE													2																																																																		
chr11	120286198	120286198	1	-	ARHGEF12	+	FALSE	FALSE																																													4																																		
chr11	120462434	120462434	1	-	GRIK4	+	FALSE	FALSE							1																																																																								
chr11	120481269	120481269	1	-	GRIK4	+	FALSE	FALSE									1																																																																						
chr11	121225540	121225540	1	-	SC5D	+	FALSE	FALSE																						1																																																									
chr11	121347073	121347073	1	-	SORL1	+	FALSE	FALSE																							3																																																								
chr11	121347646	121347646	1	+	SORL1	+	FALSE	FALSE																																																														1																	
chr11	121373818	121373818	1	-	SORL1	+	FALSE	FALSE																																									12																								7														
chr11	121916837	121916837	1	-	MIR100HG	-	FALSE	FALSE																																																																											1				
chr11	122090241	122090241	1	+	MIR100HG	-	FALSE	FALSE																						1																																																									
chr11	123399993	123399993	1	-	GRAMD1B	+	FALSE	FALSE														1																																																																	
chr11	123915326	123915326	1	-	OR10G7	-	FALSE	FALSE			1																																																																												
chr11	123983226	123983226	1	+	VWA5A	+	FALSE	FALSE																																										6																																					
chr11	123983521	123983521	1	-	VWA5A	+	FALSE	FALSE		677																																																																													
chr11	124048418	124048418	1	-	VWA5A	+	FALSE	FALSE																						1																																																									
chr11	124136036	124136036	1	-	OR8G5	+	FALSE	FALSE																																																			1392																												
chr11	124145896	124145896	1	+	OR8G5	+	FALSE	FALSE									1																																																																						
chr11	124806198	124806198	1	+	HEPACAM	-	FALSE	FALSE			1																																																																												
chr11	124874043	124874043	1	+	CCDC15	+	FALSE	FALSE																																																																3840															
chr11	125057520	125057520	1	-	PKNOX2	+	FALSE	FALSE																							1																																																								
chr11	125122192	125122192	1	+	PKNOX2	+	FALSE	FALSE						1																																																																									
chr11	125157941	125157941	1	-	PKNOX2	+	FALSE	FALSE																						1																																																									
chr11	125500835	125500835	1	-	CHEK1	+	FALSE	FALSE													3																																																																		
chr11	125820585	125820585	1	+	CDON	-	FALSE	FALSE																		1																																																													
chr11	125883883	125883883	1	-	CDON	-	FALSE	FALSE																																																																												1			
chr11	125895858	125895858	1	+	CDON	-	FALSE	FALSE																							1																																																								
chr11	126182509	126182509	1	-	DCPS	+	FALSE	FALSE																																																													1																		
chr11	126791716	126791716	1	+	KIRREL3-AS2	+	FALSE	FALSE																																											1																																				
chr11	126850630	126850630	1	-	MIR3167	-	FALSE	FALSE																																																													1																		
chr11	127219847	127219847	1	-	LOC101929497	+	FALSE	FALSE																																															1																																
chr11	127552688	127552688	1	+	LOC101929497	+	FALSE	FALSE																																																	1																														
chr11	127955390	127955390	1	+	ETS1	-	FALSE	FALSE																																																												1																			
chr11	128111736	128111736	1	+	ETS1	-	FALSE	FALSE																									3																																																						
chr11	128126731	128126731	1	+	ETS1	-	FALSE	FALSE																																														43																																	
chr11	128148590	128148590	1	-	ETS1	-	FALSE	FALSE																																																				1585																											
chr11	128221399	128221399	1	+	ETS1	-	FALSE	FALSE																																																													1																		
chr11	128242505	128242505	1	+	ETS1	-	FALSE	FALSE			1																																																																												
chr11	128737711	128737711	1	+	KCNJ1	-	FALSE	FALSE																																																																		1													
chr11	128805507	128805507	1	+	TP53AIP1	-	FALSE	FALSE																							1																																																								
chr11	128836974	128836974	1	-	ARHGAP32	-	FALSE	FALSE																						133																																																									
chr11	129098629	129098629	1	+	ARHGAP32	-	FALSE	FALSE													752																																																																		
chr11	129401645	129401645	1	+	BARX2	+	FALSE	FALSE																																												1																																			
chr11	129846175	129846175	1	+	PRDM10	-	FALSE	FALSE																																																																											1				
chr11	130251541	130251541	1	-	ADAMTS8	-	FALSE	FALSE							1																																																																								
chr11	130397610	130397610	1	-	ADAMTS15	+	FALSE	FALSE																																																	1																														
chr11	130942461	130942461	1	+	SNX19	-	FALSE	FALSE																																																																							1								
chr11	131342885	131342885	1	+	LOC101929653	-	FALSE	FALSE																								1																																																							
chr11	131746887	131746887	1	+	NTM	+	FALSE	FALSE																																																													1																		
chr11	132366294	132366294	1	+	OPCML	-	FALSE	FALSE																																																								1																							
chr11	132427928	132427928	1	+	OPCML	-	FALSE	FALSE																																																													1																		
chr11	132671654	132671654	1	-	OPCML	-	FALSE	FALSE																																																	1																														
chr11	132972416	132972416	1	-	OPCML	-	FALSE	FALSE													1																																																																		
chr11	133267071	133267071	1	-	OPCML	-	FALSE	FALSE																								1																																																							
chr11	133361422	133361422	1	-	OPCML	-	FALSE	FALSE																																																	1																														
chr11	133811654	133811654	1	+	IGSF9B	-	FALSE	FALSE								1																																																																							
chr11	133837561	133837561	1	+	IGSF9B	-	FALSE	FALSE																																															1																																
chr11	134312234	134312234	1	-	LOC283177	+	FALSE	FALSE																									1																																																						
chr11	134733941	134733941	1	-	LOC283177	+	FALSE	FALSE			1																																																																												
chr11	134755017	134755017	1	+	LOC283177	+	FALSE	FALSE														1																																																																	
chr12	315895	315895	1	-	LOC101929384	+	FALSE	FALSE			4																																																																												
chr12	424593	424593	1	+	KDM5A	-	FALSE	FALSE					536																																																																										
chr12	463388	463388	1	-	KDM5A	-	FALSE	FALSE																																														16																																	
chr12	745340	745340	1	-	LOC100049716	+	FALSE	FALSE				1																																																																											
chr12	752546	752546	1	+	NINJ2	-	FALSE	FALSE																							1																																																								
chr12	780306	780306	1	+	NINJ2	-	FALSE	FALSE																																												2																																			
chr12	837813	837813	1	-	WNK1	+	FALSE	FALSE																														18																																																	
chr12	869704	869704	1	+	WNK1	+	FALSE	FALSE																																											471																																				
chr12	894900	894900	1	-	WNK1	+	FALSE	FALSE		1																																																																													
chr12	911419	911419	1	-	WNK1	+	FALSE	FALSE			7676																																																																												
chr12	916043	916043	1	+	WNK1	+	FALSE	FALSE																																															797																																
chr12	916052	916052	1	+	WNK1	+	FALSE	FALSE																																																	82																														
chr12	934569	934569	1	+	WNK1	+	FALSE	FALSE																																														78																																	
chr12	951184	951184	1	-	WNK1	+	FALSE	FALSE																																																																			3												
chr12	962541	962541	1	+	WNK1	+	FALSE	FALSE															133														412																				1																														
chr12	1172492	1172492	1	+	ERC1	+	FALSE	FALSE																																																												1																			
chr12	1279673	1279673	1	-	ERC1	+	FALSE	FALSE																						1																																																									
chr12	1297085	1297085	1	-	ERC1	+	FALSE	FALSE					403																													159																																													
chr12	1312892	1312892	1	+	ERC1	+	FALSE	FALSE			1																																																																												
chr12	1381494	1381494	1	-	ERC1	+	FALSE	FALSE																																																								1																							
chr12	1423724	1423724	1	-	ERC1	+	FALSE	FALSE					327																																																																										
chr12	1471444	1471444	1	-	ERC1	+	FALSE	FALSE																						210																																																									
chr12	1813367	1813367	1	-	ADIPOR2	+	FALSE	FALSE																																																				181																											
chr12	1815394	1815394	1	-	ADIPOR2	+	FALSE	FALSE																			364																																																												
chr12	1816980	1816980	1	-	ADIPOR2	+	FALSE	FALSE																																																													348																		
chr12	1817094	1817094	1	-	ADIPOR2	+	FALSE	FALSE															1																																																																
chr12	1817715	1817715	1	+	ADIPOR2	+	FALSE	FALSE																			765																																																												
chr12	1827107	1827107	1	+	ADIPOR2	+	FALSE	FALSE					1	735																													123											280						717																											
chr12	1830656	1830656	1	-	ADIPOR2	+	FALSE	FALSE								1																																																																							
chr12	1831575	1831575	1	+	ADIPOR2	+	FALSE	FALSE																																																								49																							
chr12	1840649	1840649	1	-	ADIPOR2	+	FALSE	FALSE																									15																																																						
chr12	1858621	1858621	1	+	ADIPOR2	+	FALSE	FALSE													64																																																					25													
chr12	1874757	1874757	1	+	ADIPOR2	+	FALSE	FALSE																		142																																																													
chr12	1878226	1878226	1	+	ADIPOR2	+	FALSE	FALSE																																																											1334																				
chr12	1887921	1887921	1	-	ADIPOR2	+	FALSE	FALSE						420															1118																									1765																		8															
chr12	2058888	2058888	1	-	DCP1B	-	FALSE	FALSE																		1																																																													
chr12	2391967	2391967	1	+	CACNA1C-IT3	+	FALSE	FALSE													1																																																																		
chr12	2398798	2398798	1	+	CACNA1C-IT3	+	FALSE	FALSE																								1																																																							
chr12	2398800	2398800	1	+	CACNA1C-IT3	+	FALSE	FALSE		1																																																																													
chr12	2651934	2651934	1	-	CACNA1C	+	FALSE	FALSE																																																																							1								
chr12	3010922	3010922	1	+	TULP3	+	FALSE	FALSE											6																																																																				
chr12	3966274	3966274	1	-	PARP11	-	FALSE	FALSE											1																																															149																					
chr12	3971694	3971694	1	-	PARP11	-	FALSE	FALSE													21																																																																		
chr12	3973044	3973044	1	+	PARP11	-	FALSE	FALSE					223																																																																										
chr12	3973483	3973483	1	-	PARP11	-	FALSE	FALSE																						153																																																									
chr12	4031384	4031384	1	+	PARP11	-	FALSE	FALSE														1																																																																	
chr12	4048635	4048635	1	-	PARP11	-	FALSE	FALSE																	805																																																														
chr12	4104223	4104223	1	+	PARP11	-	FALSE	FALSE																								1																																																							
chr12	4433621	4433621	1	+	C12orf5	+	FALSE	FALSE																																																														2																	
chr12	4447363	4447363	1	+	C12orf5	+	FALSE	FALSE																																																									18																						
chr12	4476986	4476986	1	+	FGF23	-	FALSE	FALSE																																										1																																					
chr12	4518250	4518250	1	-	FGF6	-	FALSE	FALSE				9	66						3																						14																			347																											
chr12	4746988	4746988	1	-	AKAP3	-	FALSE	FALSE																																																				1																											
chr12	5299971	5299971	1	-	LOC101929584	-	FALSE	FALSE									1																																																																						
chr12	5456798	5456798	1	+	NTF3	+	FALSE	FALSE		1																																																																													
chr12	5465364	5465364	1	+	NTF3	+	FALSE	FALSE																														2																																																	
chr12	5505855	5505855	1	+	NTF3	+	FALSE	FALSE																							1																																																								
chr12	6256378	6256378	1	-	VWF	-	FALSE	FALSE																	634																																																														
chr12	6261856	6261856	1	-	VWF	-	FALSE	FALSE																																																			2787											1045		351															
chr12	6271599	6271599	1	+	VWF	-	FALSE	FALSE																																								958																								3549															
chr12	6370274	6370274	1	-	CD9	+	FALSE	FALSE			1725																																																																												
chr12	6424328	6424328	1	-	PLEKHG6	+	FALSE	FALSE																																																19																		203													
chr12	6513957	6513957	1	-	LTBR	+	FALSE	FALSE														212																																																																	
chr12	6517867	6517867	1	-	LTBR	+	FALSE	FALSE																																																	5			93																											
chr12	6593902	6593902	1	-	MRPL51	-	FALSE	FALSE																					1458																																																										
chr12	6605199	6605199	1	-	NCAPD2	+	FALSE	FALSE																																																																									278						
chr12	6606720	6606720	1	+	NCAPD2	+	FALSE	FALSE																							40																																																								
chr12	6713109	6713109	1	-	CHD4	-	FALSE	FALSE																																														4																																	
chr12	6736321	6736321	1	+	LPAR5	-	FALSE	FALSE																						3																																																									
chr12	6750091	6750091	1	-	ACRBP	-	FALSE	FALSE																																																																		312													
chr12	6754393	6754393	1	-	ACRBP	-	FALSE	FALSE																																																														1																	
chr12	6775696	6775696	1	-	ZNF384	-	FALSE	FALSE					193												704																																														1																
chr12	6786645	6786645	1	-	ZNF384	-	FALSE	FALSE																													1235																1382	297																																	
chr12	6792784	6792784	1	+	ZNF384	-	FALSE	FALSE																																														9													12																				
chr12	6829767	6829767	1	+	COPS7A	+	FALSE	FALSE																												2020																																																			
chr12	6837398	6837398	1	+	COPS7A	+	FALSE	FALSE																																																																				71807											
chr12	6895042	6895042	1	-	CD4	+	FALSE	FALSE					254																																									39					13	2							63																				
chr12	6919411	6919411	1	-	CD4	+	FALSE	FALSE																								1471																																					1																		
chr12	6953981	6953981	1	+	GNB3	+	FALSE	FALSE		1895																																																																													
chr12	6989550	6989550	1	-	RPL13P5	+	FALSE	FALSE																											155																																																				
chr12	6990832	6990832	1	-	RPL13P5	+	FALSE	FALSE																																												185																																			
chr12	6996360	6996360	1	+	DSTNP2	+	FALSE	FALSE																												208																																																			
chr12	7030300	7030300	1	+	ENO2	+	FALSE	FALSE					3																																																																										
chr12	7041564	7041564	1	+	ATN1	+	FALSE	FALSE				84																													88																																														
chr12	7042860	7042860	1	-	ATN1	+	FALSE	FALSE																																																								381																							
chr12	7043940	7043940	1	-	ATN1	+	FALSE	FALSE																														345																																																	
chr12	7092332	7092332	1	-	LPCAT3	-	FALSE	FALSE																																																	98																														
chr12	7098271	7098271	1	-	LPCAT3	-	FALSE	FALSE																																																			34																												
chr12	7103251	7103251	1	+	LPCAT3	-	FALSE	FALSE					2544	2894					3														95				541	287																			143			2178		248		19	4		908																				
chr12	7139503	7139503	1	+	LPCAT3	-	FALSE	FALSE																																																														1																	
chr12	7150814	7150814	1	-	C1S	+	FALSE	FALSE																																																																210															
chr12	7155547	7155547	1	-	C1S	+	FALSE	FALSE																																																1																															
chr12	7164299	7164299	1	-	C1S	+	FALSE	FALSE																																																																		882													
chr12	7173994	7173994	1	-	C1S	+	FALSE	FALSE																											420																																271																				
chr12	7277800	7277800	1	+	RBP5	-	FALSE	FALSE																																																	517																														
chr12	7279225	7279225	1	-	RBP5	-	FALSE	FALSE																											1																																																				
chr12	7346650	7346650	1	+	PEX5	+	FALSE	FALSE																																																															1																
chr12	7385427	7385427	1	+	PEX5	+	FALSE	FALSE																																																																		181													
chr12	7502771	7502771	1	-	CD163L1	-	FALSE	FALSE																																									3																								7														
chr12	7586903	7586903	1	+	CD163L1	-	FALSE	FALSE																																																																								7092							
chr12	7609121	7609121	1	+	CD163L1	-	FALSE	FALSE																																																														2																	
chr12	7616286	7616286	1	+	CD163	-	FALSE	FALSE																																																																								70							
chr12	7711988	7711988	1	-	CD163	-	FALSE	FALSE																																																																			833												
chr12	7723379	7723379	1	+	CD163	-	FALSE	FALSE																																																	90																														
chr12	7728747	7728747	1	+	CD163	-	FALSE	FALSE																																																		483																													
chr12	7788261	7788261	1	-	APOBEC1	-	FALSE	FALSE										265																																																																					
chr12	7832982	7832982	1	-	GDF3	-	FALSE	FALSE																																																																		1													
chr12	8087106	8087106	1	+	SLC2A3	-	FALSE	FALSE																							1																																																								
chr12	8308722	8308722	1	-	ZNF705A	+	FALSE	FALSE																																																		230																													
chr12	8328168	8328168	1	+	ZNF705A	+	FALSE	FALSE																								14																																																							
chr12	8335255	8335255	1	+	FAM66C	+	FALSE	FALSE																																																												1																			
chr12	8335257	8335257	1	+	FAM66C	+	FALSE	FALSE																																																												1																			
chr12	8436353	8436353	1	+	FAM86FP	-	FALSE	FALSE																																																																1															
chr12	8857320	8857320	1	+	RIMKLB	+	FALSE	FALSE																																												2																																			
chr12	8865738	8865738	1	-	RIMKLB	+	FALSE	FALSE																																														441																																	
chr12	8876845	8876845	1	-	RIMKLB	+	FALSE	FALSE											291																																																																				
chr12	8928066	8928066	1	+	RIMKLB	+	FALSE	FALSE																																																				1																											
chr12	9068206	9068206	1	-	PHC1	+	FALSE	FALSE																																																																			1												
chr12	9209616	9209616	1	+	LINC00612	-	FALSE	FALSE																																																							735																								
chr12	9304893	9304893	1	+	PZP	-	FALSE	FALSE																																										1																																					
chr12	9524167	9524167	1	-	LOC101928030	-	FALSE	FALSE																																																			3679																												
chr12	9738703	9738703	1	+	KLRB1	-	FALSE	FALSE																																																																								2087							
chr12	9790925	9790925	1	+	LOC374443	+	FALSE	FALSE																																																														1																	
chr12	9829664	9829664	1	-	CLEC2D	+	FALSE	FALSE		380																																																																													
chr12	9833755	9833755	1	-	CLEC2D	+	FALSE	FALSE					296														973															115						760											3043													1991															
chr12	9880771	9880771	1	-	CLECL1	-	FALSE	FALSE																																										251																																					
chr12	9920230	9920230	1	+	CD69	-	FALSE	FALSE											1344																																			367																			709														
chr12	9942396	9942396	1	+	CD69	-	FALSE	FALSE																																											263																																				
chr12	9942976	9942976	1	+	CD69	-	FALSE	FALSE															2296																																											181																					
chr12	9958900	9958900	1	+	KLRF1	+	FALSE	FALSE																																								31																								54									34						
chr12	10015355	10015355	1	+	CLEC2B	-	FALSE	FALSE																																																	20																														
chr12	10039920	10039920	1	+	KLRF2	+	FALSE	FALSE			165												2083																	989																																															
chr12	10138854	10138854	1	+	CLEC12A	+	FALSE	FALSE																																																				1																											
chr12	10144989	10144989	1	+	CLEC1B	-	FALSE	FALSE									1																																																																						
chr12	10214325	10214325	1	+	CLEC9A	+	FALSE	FALSE		7																																																																													
chr12	10251839	10251839	1	+	CLEC1A	-	FALSE	FALSE																																														21																																	
chr12	11259075	11259075	1	+	TAS2R43	-	FALSE	FALSE																																																				8																											
chr12	11306241	11306241	1	-	LOC100129361	+	FALSE	FALSE																																																				4																											
chr12	12684287	12684287	1	+	DUSP16	-	FALSE	FALSE			1																																																																												
chr12	12863748	12863748	1	-	CDKN1B	+	FALSE	FALSE																																																													1																		
chr12	13003695	13003695	1	+	DDX47	+	FALSE	FALSE																			1																																																												
chr12	13583411	13583411	1	+	LINC01559	-	FALSE	FALSE								1																																																																							
chr12	14177970	14177970	1	-	GRIN2B	-	FALSE	FALSE																																																													2																		
chr12	14511784	14511784	1	+	ATF7IP	+	FALSE	FALSE																																																																		1													
chr12	14527145	14527145	1	+	ATF7IP	+	FALSE	FALSE																																																								1																							
chr12	14645865	14645865	1	+	ATF7IP	+	FALSE	FALSE																							1																																																								
chr12	14654911	14654911	1	+	ATF7IP	+	FALSE	FALSE																																														547																																	
chr12	14909293	14909293	1	-	HIST4H4	-	FALSE	FALSE																							1																																																								
chr12	14963533	14963533	1	+	SMCO3	-	FALSE	FALSE																																																				321																											
chr12	15031071	15031071	1	+	MGP	-	FALSE	FALSE																																																																							1								
chr12	15166005	15166005	1	-	LINC01489	+	FALSE	FALSE																																																							1																								
chr12	15994772	15994772	1	-	STRAP	+	FALSE	FALSE																																																								1																							
chr12	16043410	16043410	1	+	STRAP	+	FALSE	FALSE																																															1117																																
chr12	16149670	16149670	1	+	DERA	+	FALSE	FALSE				1																																																																											
chr12	16293710	16293710	1	-	SLC15A5	-	FALSE	FALSE				1																																																																											
chr12	17370664	17370664	1	+	SKP1P2	+	FALSE	FALSE																																																	1																														
chr12	17558225	17558225	1	+	MIR3974	+	FALSE	FALSE																							1																																																								
chr12	18031830	18031830	1	-	RERGL	-	FALSE	FALSE																																																																							6								
chr12	18922497	18922497	1	-	CAPZA3	+	FALSE	FALSE																																																				3																											
chr12	19085515	19085515	1	+	CAPZA3	+	FALSE	FALSE																																																														1																	
chr12	19391225	19391225	1	+	PLEKHA5	+	FALSE	FALSE																																																	9																														
chr12	19500008	19500008	1	+	PLEKHA5	+	FALSE	FALSE																							2																																																								
chr12	19528359	19528359	1	+	PLEKHA5	+	FALSE	FALSE																																													15																																		
chr12	19598063	19598063	1	-	AEBP2	+	FALSE	FALSE																																																	1																														
chr12	19620447	19620447	1	-	AEBP2	+	FALSE	FALSE																																																														1																	
chr12	19674366	19674366	1	+	AEBP2	+	FALSE	FALSE																																														184																																	
chr12	20152256	20152256	1	-	LOC100506393	+	FALSE	FALSE																																																																												1			
chr12	20297004	20297004	1	+	LOC100506393	+	FALSE	FALSE			1																																																																												
chr12	20491002	20491002	1	+	PDE3A	+	FALSE	FALSE		1																																																																													
chr12	20759674	20759674	1	-	PDE3A	+	FALSE	FALSE																									1																																																						
chr12	21099722	21099722	1	-	SLCO1B3	+	FALSE	FALSE																							1																																																								
chr12	21772992	21772992	1	+	GYS2	-	FALSE	FALSE																																																																							1								
chr12	22191268	22191268	1	-	CMAS	+	FALSE	FALSE																			13																																																												
chr12	22420502	22420502	1	+	ST8SIA1	-	FALSE	FALSE																																																	1																														
chr12	22481671	22481671	1	+	ST8SIA1	-	FALSE	FALSE														1																																																																	
chr12	22534831	22534831	1	-	ST8SIA1	-	FALSE	FALSE																					11																																																										
chr12	22791099	22791099	1	+	ETNK1	+	FALSE	FALSE															4																																																																
chr12	22804901	22804901	1	+	ETNK1	+	FALSE	FALSE																																																																							1								
chr12	22946572	22946572	1	-	ETNK1	+	FALSE	FALSE																																															2																																
chr12	23024242	23024242	1	-	ETNK1	+	FALSE	FALSE			1																																																																												
chr12	23149991	23149991	1	+	LOC101928441	+	FALSE	FALSE																																																				8																											
chr12	23750486	23750486	1	-	SOX5	-	FALSE	FALSE																																																																		1													
chr12	23941362	23941362	1	-	SOX5	-	FALSE	FALSE																																												376																																			
chr12	24177779	24177779	1	-	SOX5	-	FALSE	FALSE		1																																																																													
chr12	24259932	24259932	1	-	MIR920	+	FALSE	FALSE																								1																																																							
chr12	24710180	24710180	1	+	SOX5	-	FALSE	FALSE																									1																																																						
chr12	24798129	24798129	1	+	LINC00477	-	FALSE	FALSE				6720																																																																								1522			
chr12	25063188	25063188	1	+	BCAT1	-	FALSE	FALSE																																												1																																			
chr12	25997288	25997288	1	-	MIR4302	-	FALSE	FALSE			1																																																																												
chr12	26259665	26259665	1	+	BHLHE41	-	FALSE	FALSE																																																								1																							
chr12	26315937	26315937	1	+	SSPN	+	FALSE	FALSE								1																																																																							
chr12	26321737	26321737	1	-	SSPN	+	FALSE	FALSE																																																																							1								
chr12	26518502	26518502	1	+	ITPR2	-	FALSE	FALSE																																																							1																								
chr12	26703067	26703067	1	+	ITPR2	-	FALSE	FALSE																																																																16															
chr12	26736533	26736533	1	+	ITPR2	-	FALSE	FALSE																																																														1037																	
chr12	26738991	26738991	1	+	ITPR2	-	FALSE	FALSE					4																																																																										
chr12	27962709	27962709	1	+	KLHL42	+	FALSE	FALSE																																																	1																														
chr12	28180687	28180687	1	+	PTHLH	-	FALSE	FALSE																																																													1																		
chr12	28416647	28416647	1	-	CCDC91	+	FALSE	FALSE																													2																																																		
chr12	29003707	29003707	1	-	FAR2	+	FALSE	FALSE				1																																																																											
chr12	29446023	29446023	1	-	LOC100506606	-	FALSE	FALSE																																																																											1				
