seqnames	start	end	width	strand	closest_gene	strand_gene	collision	reassigned	reassigned.to	BM_BM_01	BM_BM_03	BM_BM_06	BM_BM_12	BM_BM_18	BM_BM_24	BM_BM_30	B_BM_01	B_BM_03	B_BM_12	B_BM_18	B_BM_24	B_BM_30	B_PB_01	B_PB_03	B_PB_06	B_PB_12	B_PB_18	B_PB_24	B_PB_30	CD34_BM_00	CD34_BM_01	CD34_BM_03	CD34_BM_06	CD34_BM_12	CD34_BM_18	CD34_BM_24	CD34_MPB_00	CFC_BM_00	CFC_BM_03	CFC_BM_12	CFC_BM_18	CFC_BM_24	CFC_MPB_00	CFC_PB_03	CFC_PB_09	CFC_PB_12	CFC_PB_18	CFC_PB_24	MNC_BM_01	MNC_BM_03	MNC_BM_06	MNC_BM_12	MNC_BM_18	MNC_BM_24	MNC_BM_30	MNC_PB_01	MNC_PB_03	MNC_PB_06	MNC_PB_09	MNC_PB_12	MNC_PB_18	MNC_PB_24	MNC_PB_30	Myelo_BM_01	Myelo_BM_03	Myelo_BM_06	Myelo_BM_12	Myelo_BM_18	Myelo_BM_24	Myelo_BM_30	Myelo_PB_01	Myelo_PB_03	Myelo_PB_06	Myelo_PB_09	Myelo_PB_12	Myelo_PB_18	Myelo_PB_24	Myelo_PB_30	NK_BM_01	NK_BM_03	NK_BM_12	NK_BM_18	NK_BM_24	NK_PB_01	NK_PB_03	NK_PB_06	NK_PB_09	NK_PB_12	NK_PB_18	NK_PB_30	PB_PB_03	PB_PB_06	PB_PB_09	PB_PB_12	PB_PB_18	PB_PB_24	PB_PB_30	TE_BM_01	TE_BM_03	TE_BM_12	TE_BM_18	TE_BM_24	T_BM_01	T_BM_03	T_BM_12	T_BM_18	T_BM_24	T_BM_30	T_PB_01	T_PB_03	T_PB_06	T_PB_09	T_PB_12	T_PB_18	T_PB_24	T_PB_30
chr11	118621896	118621896	1	+	DDX6	-	FALSE	FALSE														537																																																		1																																												
chr11	118629759	118629759	1	-	DDX6	-	FALSE	FALSE																													1						715																																																																									
chr11	118652423	118652423	1	+	DDX6	-	FALSE	FALSE																																																								239																																																				
chr11	118944192	118944192	1	-	VPS11	+	FALSE	FALSE																													1		2				191																																																																									
chr11	119101388	119101388	1	+	CBL	+	FALSE	FALSE																																																				1							2								1														4864						11						27															
chr11	119163647	119163647	1	-	CBL	+	FALSE	FALSE				1																																																																																																								
chr11	120267236	120267236	1	-	ARHGEF12	+	FALSE	FALSE			205																					2																		1																						2																			1002													3												
chr11	120283054	120283054	1	-	ARHGEF12	+	FALSE	FALSE																																																									2							317																											2																	
chr11	120295410	120295410	1	-	ARHGEF12	+	FALSE	FALSE								1																																																																																																				
chr11	120297085	120297085	1	+	ARHGEF12	+	FALSE	FALSE		1		22											1							1							1	6019	9				1								1					1			1					3							1			1					1	1											1																									
chr11	120928530	120928530	1	+	TBCEL	+	FALSE	FALSE																								1																								1																													302																															
chr11	121382170	121382170	1	+	SORL1	+	FALSE	FALSE														447																																																																																														
chr11	124094468	124094468	1	+	OR8G2	+	FALSE	FALSE																				281																																																																																								
chr11	124604679	124604679	1	-	NRGN	+	FALSE	FALSE													176	122										67			9						1					174																				5						7															4							132																						
chr11	128867208	128867208	1	-	ARHGAP32	-	FALSE	FALSE																																			65																																																																									
chr11	129495034	129495034	1	+	LINC01395	-	FALSE	FALSE																																																																																									1																			
chr11	129809610	129809610	1	-	PRDM10	-	FALSE	FALSE																																											1						5006								1																										1								3																	
chr11	129986138	129986138	1	-	APLP2	+	FALSE	FALSE																		1482																																																														1																												
chr11	133945910	133945910	1	+	JAM3	+	FALSE	FALSE																															70					1																																																																								
chr11	134106918	134106918	1	+	VPS26B	+	FALSE	FALSE																								16	6						28934					29955						17	5															91							4													3																														
chr11	134220889	134220889	1	+	GLB1L2	+	FALSE	FALSE																																																																													1																															
chr12	404813	404813	1	-	KDM5A	-	FALSE	FALSE																																																								67																																																				
chr12	471468	471468	1	-	KDM5A	-	FALSE	FALSE																								87																									5																																																											
chr12	866396	866396	1	-	WNK1	+	FALSE	FALSE				1					9								102								7																		4															9							163	1																		2																			17370					
chr12	903752	903752	1	-	WNK1	+	FALSE	FALSE																																																										189							1																																											
chr12	940842	940842	1	+	WNK1	+	FALSE	FALSE																															173				1																																																																									
chr12	989054	989054	1	-	WNK1	+	FALSE	FALSE								1596																																							1286																																																													
chr12	1016024	1016024	1	+	WNK1	+	FALSE	FALSE																																																																																		1279																										
chr12	1032368	1032368	1	-	RAD52	-	FALSE	FALSE																	6																																																																																											
chr12	1257677	1257677	1	+	ERC1	+	FALSE	FALSE																																																								5																																																				
chr12	1809985	1809985	1	+	ADIPOR2	+	FALSE	FALSE																																																								86							1																																													
chr12	1875813	1875813	1	+	ADIPOR2	+	FALSE	FALSE			1407																				1																			1																																																					3													
chr12	3936799	3936799	1	+	PARP11	-	FALSE	FALSE														5																																																																																														
chr12	4174518	4174518	1	+	CCND2-AS1	-	FALSE	FALSE																																		11														4																																			1614																									
chr12	4174549	4174549	1	+	CCND2-AS1	-	FALSE	FALSE																																									1															2155															1					1														11																		
chr12	4191069	4191069	1	-	CCND2-AS1	-	FALSE	FALSE						1																					1					11																					2															2						2833																																		
chr12	4639874	4639874	1	+	C12orf4	-	FALSE	FALSE		1		848																					5																																																									282																										
chr12	4807606	4807606	1	-	LOC101929549	-	FALSE	FALSE																																																								4																																																				
chr12	6071423	6071423	1	+	VWF	-	FALSE	FALSE																																		1549																				198																																		209																				
chr12	6112199	6112199	1	+	VWF	-	FALSE	FALSE																	14																																													2																	16																													
chr12	6240385	6240385	1	+	VWF	-	FALSE	FALSE		10																																																																																																										
chr12	6259779	6259779	1	-	VWF	-	FALSE	FALSE																																									1	1															1						3940																				3																		19	9						
chr12	6440855	6440855	1	+	TNFRSF1A	-	FALSE	FALSE																																			20																																																																									
chr12	6553855	6553855	1	+	CD27	+	FALSE	FALSE																													1	1	1				357																																																																									
chr12	6606705	6606705	1	-	NCAPD2	+	FALSE	FALSE														276																																																																																														
chr12	6613182	6613182	1	+	NCAPD2	+	FALSE	FALSE																																			1680																																																																									
chr12	6613215	6613215	1	-	NCAPD2	+	FALSE	FALSE																	9																	2																						2		1				733			2630																				1																		2					
chr12	6629911	6629911	1	-	NCAPD2	+	FALSE	FALSE																																			13																																																																									
chr12	6635313	6635313	1	-	NCAPD2	+	FALSE	FALSE				2																															1655																													3																																												
chr12	6687141	6687141	1	+	CHD4	-	FALSE	FALSE																				705															5																															1224													1																									1				
chr12	6696759	6696759	1	+	CHD4	-	FALSE	FALSE																																																																						188																																						
chr12	6721297	6721297	1	+	CHD4	-	FALSE	FALSE											1																																																967																																																	
chr12	6750733	6750733	1	+	ACRBP	-	FALSE	FALSE																														647	5																																																																													
chr12	6768307	6768307	1	-	ING4	-	FALSE	FALSE																														1																											324																																		3																	
chr12	6790566	6790566	1	-	ZNF384	-	FALSE	FALSE									1																																															2011															5																			7	1										1							
chr12	6791959	6791959	1	+	ZNF384	-	FALSE	FALSE											3569																					1						4																					1																																																	
chr12	6899562	6899562	1	+	CD4	+	FALSE	FALSE																																									1															8																																		897																		
chr12	6899843	6899843	1	+	CD4	+	FALSE	FALSE																																								4992																																									2	602																										
chr12	6899973	6899973	1	-	CD4	+	FALSE	FALSE																																																															6																																													
chr12	6909265	6909265	1	-	CD4	+	FALSE	FALSE																																																																	2																																											
chr12	6912262	6912262	1	+	CD4	+	FALSE	FALSE											1																																																																													261																				
chr12	6919665	6919665	1	+	CD4	+	FALSE	FALSE																																																																															1																													
chr12	6989375	6989375	1	-	RPL13P5	+	FALSE	FALSE																																																																																			5																									
chr12	7006309	7006309	1	+	LRRC23	+	FALSE	FALSE																																																															4																																													
chr12	7056565	7056565	1	+	PTPN6	+	FALSE	FALSE																																																																																		18																										
chr12	7065452	7065452	1	-	PTPN6	+	FALSE	FALSE						2																																						1060																													4															4079																				
chr12	7095524	7095524	1	-	LPCAT3	-	FALSE	FALSE																																																			7																																		2723																			10				
chr12	7097388	7097388	1	-	LPCAT3	-	FALSE	FALSE																																																																																		122																										
chr12	7099082	7099082	1	+	LPCAT3	-	FALSE	FALSE																	549																																																																																											
chr12	7102915	7102915	1	-	LPCAT3	-	FALSE	FALSE																																																															799								2					2																																
chr12	7113062	7113062	1	-	LPCAT3	-	FALSE	FALSE											3													502		550																																																								6																										
chr12	7160476	7160476	1	+	C1S	+	FALSE	FALSE																																																																																	9																											
chr12	7172458	7172458	1	+	C1S	+	FALSE	FALSE																														6																											2161																																		23																	
chr12	7267124	7267124	1	-	C1RL-AS1	+	FALSE	FALSE																																																																															1																													
chr12	7269114	7269114	1	-	C1RL-AS1	+	FALSE	FALSE																																																																						537																																						
chr12	7347753	7347753	1	-	PEX5	+	FALSE	FALSE																				272																																						9							83										377																						12											
chr12	7388437	7388437	1	-	PEX5	+	FALSE	FALSE							419													1																										244																																																														
chr12	7868048	7868048	1	+	DPPA3	+	FALSE	FALSE																																		2151									1															774																																																		
chr12	7907040	7907040	1	-	CLEC4C	-	FALSE	FALSE																																																	422		1260											27																													1					3								7				
chr12	7911531	7911531	1	+	NANOGNB	+	FALSE	FALSE																																																															3																																													
chr12	7982905	7982905	1	-	SLC2A14	-	FALSE	FALSE																																																																1																																												
chr12	8098224	8098224	1	-	SLC2A3	-	FALSE	FALSE																																			1																																																																									
chr12	8872014	8872014	1	-	RIMKLB	+	FALSE	FALSE																																																								21															3																			3												2						
chr12	8880474	8880474	1	+	RIMKLB	+	FALSE	FALSE																																																																													22																															
chr12	8912274	8912274	1	-	RIMKLB	+	FALSE	FALSE																								1																								1															4423																				2																		19	4						
chr12	9250110	9250110	1	-	A2M	-	FALSE	FALSE		1																																																						9							867	1																										6											4							
chr12	9728080	9728080	1	+	KLRB1	-	FALSE	FALSE											3																																																																																																	
chr12	9737491	9737491	1	-	KLRB1	-	FALSE	FALSE																													14																																																																															
chr12	9806991	9806991	1	-	LOC374443	+	FALSE	FALSE																						1																																																																																						
chr12	9821899	9821899	1	-	CLEC2D	+	FALSE	FALSE														766																																																																																														
chr12	9847014	9847014	1	+	CLEC2D	+	FALSE	FALSE																																																								94																																																				
chr12	9910784	9910784	1	+	CD69	-	FALSE	FALSE																																																														100																																														
chr12	9938185	9938185	1	+	CD69	-	FALSE	FALSE								391																																							304																																																													
chr12	10015125	10015125	1	-	CLEC2B	-	FALSE	FALSE									1																																1															32															4346					4														12																		
chr12	10081750	10081750	1	+	CLEC2A	-	FALSE	FALSE															2																																																3604																																						14	7						
chr12	10142947	10142947	1	+	CLEC1B	-	FALSE	FALSE							189																																							174																																																														
chr12	10205758	10205758	1	-	CLEC9A	+	FALSE	FALSE																																2																																																																												
chr12	10215490	10215490	1	+	CLEC9A	+	FALSE	FALSE			199																					4																									4446								1															2											981								1					3												
chr12	10242730	10242730	1	-	CLEC1A	-	FALSE	FALSE																															917					1																																																																								
chr12	11175706	11175706	1	+	TAS2R19	-	FALSE	FALSE														5																				466																												348																																														
chr12	12296823	12296823	1	+	LRP6	-	FALSE	FALSE																																																														4346								352																																						
chr12	12514667	12514667	1	+	LOH12CR1	+	FALSE	FALSE																																																															34																																													
chr12	15875707	15875707	1	-	EPS8	-	FALSE	FALSE				10												1													1	1992	1				1						1																	2																																																		
chr12	15943523	15943523	1	+	EPS8	-	FALSE	FALSE																													152																																																																															
chr12	16045617	16045617	1	-	STRAP	+	FALSE	FALSE																																																															103																																													
chr12	19018860	19018860	1	-	CAPZA3	+	FALSE	FALSE																																																															3																																													
chr12	19390253	19390253	1	+	PLEKHA5	+	FALSE	FALSE																																																																																80																												
chr12	20889192	20889192	1	+	SLCO1C1	+	FALSE	FALSE																																																																																								1																				
chr12	21613080	21613080	1	-	PYROXD1	+	FALSE	FALSE		46																																																																																																										
chr12	22656442	22656442	1	-	C2CD5	-	FALSE	FALSE																																																																																		66																										
chr12	22835634	22835634	1	-	ETNK1	+	FALSE	FALSE			7																					15																		14														1	3024																																																			
chr12	25235137	25235137	1	-	LRMP	+	FALSE	FALSE																3						1							1554	1					4																							1																																																		
chr12	25894760	25894760	1	-	LMNTD1	-	FALSE	FALSE																																			8																																																																									
chr12	26069022	26069022	1	-	RASSF8-AS1	-	FALSE	FALSE		60																																																																																																										
chr12	26600559	26600559	1	+	ITPR2	-	FALSE	FALSE																																																								839																																		4																		
chr12	26738242	26738242	1	+	ITPR2	-	FALSE	FALSE															1																											1																					1004																																						3	3						
chr12	27066532	27066532	1	-	ASUN	-	FALSE	FALSE																																																			9																																																									
chr12	28386729	28386729	1	+	CCDC91	+	FALSE	FALSE																																																								1209							1								3																			4																		
chr12	28555360	28555360	1	+	CCDC91	+	FALSE	FALSE																									1																																																																																			
chr12	29502758	29502758	1	-	ERGIC2	-	FALSE	FALSE																													152																																																																															
chr12	29512192	29512192	1	-	ERGIC2	-	FALSE	FALSE																													378		2																		1																																																											
chr12	30816104	30816104	1	-	IPO8	-	FALSE	FALSE																																																																																												55																
chr12	30834170	30834170	1	+	IPO8	-	FALSE	FALSE																													1		3				407																																																																									
chr12	31265383	31265383	1	-	DDX11	+	FALSE	FALSE											6																																																																																																	
chr12	32436052	32436052	1	-	BICD1	+	FALSE	FALSE																				9623																																																																																								
chr12	39832561	39832561	1	+	KIF21A	-	FALSE	FALSE																	1																																																84																																						1					
chr12	41394276	41394276	1	-	CNTN1	+	FALSE	FALSE														402																																		1									1057															1																			8																	
chr12	41456853	41456853	1	+	CNTN1	+	FALSE	FALSE																															5					527						1																																																																		
chr12	42058595	42058595	1	+	PDZRN4	+	FALSE	FALSE																																			9																																																																									
chr12	42591553	42591553	1	+	YAF2	-	FALSE	FALSE																													3																																																																															
chr12	46106875	46106875	1	-	LINC00938	-	FALSE	FALSE																																																																																																								39				
chr12	46170992	46170992	1	+	ARID2	+	FALSE	FALSE																																						33																																																																						
chr12	46175860	46175860	1	-	ARID2	+	FALSE	FALSE																																																																1																																												
chr12	46177065	46177065	1	+	ARID2	+	FALSE	FALSE																		9833																																																	1													36																									1			
chr12	46212123	46212123	1	-	ARID2	+	FALSE	FALSE		10														1							1																		1															4								9314																																												
chr12	46220682	46220682	1	+	ARID2	+	FALSE	FALSE																																			7																																																																									
chr12	46239663	46239663	1	+	ARID2	+	FALSE	FALSE																																							1																																																																					
chr12	46239808	46239808	1	-	ARID2	+	FALSE	FALSE												3																					4				35		11891																				6	97																						385																										
chr12	46630324	46630324	1	+	SLC38A1	-	FALSE	FALSE																																																																																		25																										
chr12	46830529	46830529	1	+	LOC100288798	+	FALSE	FALSE																																																								2							80																																													
chr12	47563195	47563195	1	-	MIR4698	+	FALSE	FALSE							3										2														1																			1								493							5					182																			2748																			
chr12	48080269	48080269	1	-	RPAP3	-	FALSE	FALSE							392																																							264																																																														
chr12	48093434	48093434	1	+	RPAP3	-	FALSE	FALSE																																																																															44																													
chr12	48632711	48632711	1	-	OR10AD1	-	FALSE	FALSE									1																																															3240															6																			9																		
chr12	49090084	49090084	1	-	CCNT1	-	FALSE	FALSE																																																										1																																																		
chr12	49153492	49153492	1	+	LINC00935	+	FALSE	FALSE																																			48								1																																																																	
chr12	49168360	49168360	1	-	ADCY6	-	FALSE	FALSE																																																															54																											1																		
chr12	49188975	49188975	1	+	LOC100506125	+	FALSE	FALSE																																			1																																																																									
chr12	49401623	49401623	1	+	PRKAG1	-	FALSE	FALSE				2			15																																							14																																																														
chr12	49418671	49418671	1	-	KMT2D	-	FALSE	FALSE										2																			1	5	19				2235																																												3																													
chr12	49420500	49420500	1	-	KMT2D	-	FALSE	FALSE																																																																																		511						832																				
chr12	49440140	49440140	1	+	KMT2D	-	FALSE	FALSE																																																								4																																																				
chr12	49526399	49526399	1	-	TUBA1B	-	FALSE	FALSE				1					4								27								2																									3								1							64																			2																			6880					
chr12	49533733	49533733	1	-	TUBA1B	-	FALSE	FALSE																	1																																																																																											
chr12	49540040	49540040	1	+	TUBA1B	-	FALSE	FALSE																																																								21																																																				
chr12	49569145	49569145	1	-	TUBA1A	-	FALSE	FALSE																																																									14							33								1					9345														56																	
chr12	49573141	49573141	1	+	TUBA1A	-	FALSE	FALSE																																			2																																																																									
chr12	49610026	49610026	1	+	TUBA1C	+	FALSE	FALSE											4															1244																																																																																		
chr12	49775557	49775557	1	+	SPATS2	+	FALSE	FALSE																																																																																								673																				
chr12	49806327	49806327	1	+	LOC100335030	+	FALSE	FALSE																									2																							2									1482																										1																									
chr12	49856096	49856096	1	-	SPATS2	+	FALSE	FALSE																														366																		1																																																												
chr12	49865897	49865897	1	+	SPATS2	+	FALSE	FALSE																																																								1																																																				
chr12	49895082	49895082	1	+	SPATS2	+	FALSE	FALSE																																																						1192					5						131																			1				918																				
chr12	50088274	50088274	1	-	FMNL3	-	FALSE	FALSE		2							1																																3															44							4527	1							4					1														23											19							
chr12	50208262	50208262	1	-	NCKAP5L	-	FALSE	FALSE											2																																																																																																	
chr12	50485149	50485149	1	+	SMARCD1	+	FALSE	FALSE																															1																																																																													
chr12	50564032	50564032	1	+	CERS5	-	FALSE	FALSE																																																														162																																														
chr12	50902112	50902112	1	-	DIP2B	+	FALSE	FALSE							35																																							25																																																														
chr12	50941452	50941452	1	-	DIP2B	+	FALSE	FALSE																																																																	1																																											
chr12	50948111	50948111	1	+	DIP2B	+	FALSE	FALSE																																																									2																																																			
chr12	50972058	50972058	1	+	DIP2B	+	FALSE	FALSE																																																								7																																																				
chr12	50998750	50998750	1	-	DIP2B	+	FALSE	FALSE																																																																	1																																											
chr12	51011772	51011772	1	-	DIP2B	+	FALSE	FALSE																																					16							1	35							1							6508								1						2																																			
chr12	51014789	51014789	1	-	DIP2B	+	FALSE	FALSE			1																																																																																																									
chr12	51026685	51026685	1	+	DIP2B	+	FALSE	FALSE								874																										3026													603																							1888																																						
chr12	51039661	51039661	1	-	DIP2B	+	FALSE	FALSE																																																																											6																																	
chr12	51048917	51048917	1	-	DIP2B	+	FALSE	FALSE																																																																1																																												
chr12	51112734	51112734	1	-	DIP2B	+	FALSE	FALSE																																																																							17																								1													
chr12	51117663	51117663	1	-	DIP2B	+	FALSE	FALSE															4			137		1	2599						3	3638			641					2							2467							2								146				1774			12	308	9			6551								15							1	1552																			7			
chr12	51175963	51175963	1	+	ATF1	+	FALSE	FALSE																															5																																																																													
chr12	51214546	51214546	1	+	ATF1	+	FALSE	FALSE																																																																														22																														
chr12	51323275	51323275	1	+	METTL7A	+	FALSE	FALSE																																																									266																																																			
chr12	51560930	51560930	1	+	TFCP2	-	FALSE	FALSE																																																																						373																																						
chr12	51710514	51710514	1	-	BIN2	-	FALSE	FALSE																																		695																																																																										
chr12	51774659	51774659	1	+	GALNT6	-	FALSE	FALSE			71											642																																												14																									352		3																							
chr12	51805660	51805660	1	-	SLC4A8	+	FALSE	FALSE																																																															14																																													
chr12	51865680	51865680	1	-	SLC4A8	+	FALSE	FALSE																					520																																																																																							
chr12	53015636	53015636	1	-	KRT73	-	FALSE	FALSE																													620																						3																																																					1				
chr12	53402118	53402118	1	-	EIF4B	+	FALSE	FALSE																1													1052	1					4																							1																																																		
chr12	53487535	53487535	1	+	IGFBP6	+	FALSE	FALSE				2																															958																																																																									
chr12	53537616	53537616	1	-	CSAD	-	FALSE	FALSE																																																													8630																																															
chr12	53782648	53782648	1	-	SP1	+	FALSE	FALSE																															1																																																																													
chr12	53843017	53843017	1	+	PRR13	+	FALSE	FALSE																																				1																																																																								
chr12	53849154	53849154	1	-	PCBP2	+	FALSE	FALSE																													30																																																																															
chr12	53852974	53852974	1	+	PCBP2	+	FALSE	FALSE																																																								31																																																				
chr12	53874056	53874056	1	+	PCBP2	+	FALSE	FALSE																																								4306																																										818																										
chr12	53918819	53918819	1	-	ATF7	-	FALSE	FALSE																															3399					3																						1														1																																				
chr12	53934953	53934953	1	-	ATF7	-	FALSE	FALSE																																																				1																													3074						18						14															
chr12	53951782	53951782	1	+	ATF7	-	FALSE	FALSE							28																																							24																																																														
chr12	53966201	53966201	1	-	ATF7	-	FALSE	FALSE																	24																																																																																											
chr12	53971560	53971560	1	-	ATF7	-	FALSE	FALSE																																																																1																																												
chr12	54044966	54044966	1	+	ATP5G2	-	FALSE	FALSE															1																																	2134								5							1																												2					6												
chr12	54646886	54646886	1	-	CBX5	-	FALSE	FALSE																5																																1																																			11																									
chr12	54651194	54651194	1	-	CBX5	-	FALSE	FALSE																					4357													1920						6120																						352																										642																				
chr12	54660974	54660974	1	+	CBX5	-	FALSE	FALSE																																																								3																																																				
chr12	54665707	54665707	1	+	CBX5	-	FALSE	FALSE																																																										7																																																		
chr12	54666000	54666000	1	-	CBX5	-	FALSE	FALSE																															1																				4						1																						1124																									6				
chr12	54666445	54666445	1	+	CBX5	-	FALSE	FALSE				1																															510																																																																									
chr12	54679816	54679816	1	-	HNRNPA1	+	FALSE	FALSE																																																																																																								1				
chr12	54680067	54680067	1	-	HNRNPA1	+	FALSE	FALSE																																																																											25																																	
chr12	54700749	54700749	1	+	NFE2	-	FALSE	FALSE										1																																						8									20							1								2624																			893				1													
chr12	54703106	54703106	1	+	NFE2	-	FALSE	FALSE			13													1					21			39																		2														1	3							3								8964																																				
chr12	54707466	54707466	1	-	COPZ1	+	FALSE	FALSE									1								3																																									1							24																																						1557					
chr12	54732494	54732494	1	+	MIR148B	+	FALSE	FALSE																																																															1468																																						6	1						
chr12	54737757	54737757	1	+	COPZ1	+	FALSE	FALSE																														24																																																																														
chr12	54765976	54765976	1	+	ZNF385A	-	FALSE	FALSE																																		547																																																																										
chr12	54832403	54832403	1	+	LOC102724050	+	FALSE	FALSE																																																								133	1														1																								1							6						
chr12	54843842	54843842	1	+	GTSF1	-	FALSE	FALSE			3427																					22																		728																					1																																													
chr12	54895245	54895245	1	-	NCKAP1L	+	FALSE	FALSE																								1																									45								1									23																																										
chr12	54897305	54897305	1	+	NCKAP1L	+	FALSE	FALSE																																																															1																																													
chr12	54899177	54899177	1	-	NCKAP1L	+	FALSE	FALSE																																																								18																																																				
chr12	54901400	54901400	1	+	NCKAP1L	+	FALSE	FALSE																																																								1							28																																													
chr12	54901558	54901558	1	+	NCKAP1L	+	FALSE	FALSE																																																															3																																													
chr12	54905102	54905102	1	-	NCKAP1L	+	FALSE	FALSE																																																																																			1																									
chr12	54905635	54905635	1	+	NCKAP1L	+	FALSE	FALSE																																																																																						1125																						
chr12	54910896	54910896	1	-	NCKAP1L	+	FALSE	FALSE																																																								23																																																				
chr12	55149420	55149420	1	-	MUCL1	+	FALSE	FALSE																																																		1								156																																																		
chr12	55341670	55341670	1	-	TESPA1	-	FALSE	FALSE																																																										10									1														3086						13						11															
chr12	55348825	55348825	1	-	TESPA1	-	FALSE	FALSE																		1																																										1							6													9824																												
chr12	55370248	55370248	1	-	TESPA1	-	FALSE	FALSE										47																																							4							1	9							48													1						17142			1					90					3												
chr12	56149963	56149963	1	+	SARNP	-	FALSE	FALSE																																																1																																					1204																							
chr12	56184936	56184936	1	+	SARNP	-	FALSE	FALSE																																																																		7																																										
chr12	56187940	56187940	1	-	SARNP	-	FALSE	FALSE																																			1112																																																																									
chr12	56194555	56194555	1	+	SARNP	-	FALSE	FALSE							163																																							108																																																														
chr12	56197559	56197559	1	-	SARNP	-	FALSE	FALSE																																																									3																																																			
chr12	56199282	56199282	1	+	SARNP	-	FALSE	FALSE			11	5																42																																						13																																																		
chr12	56199417	56199417	1	+	SARNP	-	FALSE	FALSE																															3																																																																													
chr12	56199920	56199920	1	+	SARNP	-	FALSE	FALSE																										1																																	2529																																																	
chr12	56216426	56216426	1	+	DNAJC14	-	FALSE	FALSE										2													2																										7								13							23780			1										6						66								104					1												
chr12	56300617	56300617	1	+	WIBG	-	FALSE	FALSE																															1176																																																																													
chr12	56313349	56313349	1	+	WIBG	-	FALSE	FALSE																											3																																																																																	
chr12	56313463	56313463	1	-	WIBG	-	FALSE	FALSE																																																														1																																														
chr12	56313473	56313473	1	-	WIBG	-	FALSE	FALSE																																																																						1																																						
chr12	56313508	56313508	1	-	WIBG	-	FALSE	FALSE																																																														595				1				1742				9																																		
chr12	56382309	56382309	1	+	RAB5B	+	FALSE	FALSE																																																															2																																													
chr12	56395595	56395595	1	+	SUOX	+	FALSE	FALSE																																																									4																																		980					2												
chr12	56428072	56428072	1	-	IKZF4	+	FALSE	FALSE																													270																																																																															
chr12	56535040	56535040	1	-	ESYT1	+	FALSE	FALSE																														1	2				398																																																																									
chr12	56537117	56537117	1	-	ESYT1	+	FALSE	FALSE																																																																			3																			284																						
chr12	56646729	56646729	1	+	ANKRD52	-	FALSE	FALSE																															4				289																													1																																												
chr12	56673368	56673368	1	-	CS	-	FALSE	FALSE																														6																																																																														
chr12	56715126	56715126	1	+	PAN2	-	FALSE	FALSE		3																																																																																																										
chr12	56715715	56715715	1	+	PAN2	-	FALSE	FALSE																																																																						3697																																						
chr12	56720459	56720459	1	-	PAN2	-	FALSE	FALSE																				299																																																																																								
chr12	56721494	56721494	1	-	PAN2	-	FALSE	FALSE																																																								20																																																				
chr12	56934153	56934153	1	+	RBMS2	+	FALSE	FALSE																																																																																								21																				
chr12	56934695	56934695	1	+	RBMS2	+	FALSE	FALSE																																																															52																																													
chr12	56940609	56940609	1	-	RBMS2	+	FALSE	FALSE																								26					1																													49				385																130																														
chr12	56951473	56951473	1	-	RBMS2	+	FALSE	FALSE																																																															7																																													
chr12	57017251	57017251	1	+	BAZ2A	-	FALSE	FALSE																		1123																																																														2																												
chr12	57068251	57068251	1	+	PTGES3	-	FALSE	FALSE								10																																																																																																				
chr12	57106124	57106124	1	-	NACA	-	FALSE	FALSE																																																										2																																																		
chr12	57106294	57106294	1	+	NACA	-	FALSE	FALSE																								1																	1	3																																									608												1							2						
chr12	57133438	57133438	1	+	PRIM1	-	FALSE	FALSE																																8																																																																												
chr12	57133989	57133989	1	-	PRIM1	-	FALSE	FALSE																																																										8																																																		
chr12	57134225	57134225	1	+	PRIM1	-	FALSE	FALSE																	33																										1							7								6960							57	4	5																			1052															5							
chr12	57140851	57140851	1	+	PRIM1	-	FALSE	FALSE																													846						2																																																																									
chr12	57461740	57461740	1	+	TMEM194A	-	FALSE	FALSE																																																										2							1																																											
chr12	57691123	57691123	1	-	R3HDM2	-	FALSE	FALSE														204			1																	1227							1																	130			155																							1																								
chr12	57697048	57697048	1	+	R3HDM2	-	FALSE	FALSE																																																																													4																															
chr12	57719345	57719345	1	+	R3HDM2	-	FALSE	FALSE																													825	2					4																																																																									
chr12	57735381	57735381	1	-	R3HDM2	-	FALSE	FALSE																	8																																																																																											
chr12	57755641	57755641	1	+	R3HDM2	-	FALSE	FALSE											1																								1																								1906							395																3																										
chr12	57792307	57792307	1	-	INHBC	+	FALSE	FALSE																																		48																																																																										
chr12	57802557	57802557	1	-	INHBC	+	FALSE	FALSE																																																											1																																																	
chr12	57807499	57807499	1	+	INHBC	+	FALSE	FALSE										11																																																								2																	14								1																	
chr12	57808992	57808992	1	-	INHBC	+	FALSE	FALSE										3																																																																									353								1																	
chr12	57816397	57816397	1	+	INHBC	+	FALSE	FALSE															4																										1																						8119																				4												3						25	6						
chr12	57820701	57820701	1	+	INHBC	+	FALSE	FALSE																																																							398																																		591																			
chr12	57934149	57934149	1	-	DCTN2	-	FALSE	FALSE																																										4																																									209																									
