seqnames	start	end	width	strand	closest_gene	strand_gene	collision	reassigned	reassigned.to	BM_BM_01	BM_BM_03	BM_BM_06	BM_BM_12	BM_BM_18	BM_BM_24	BM_BM_30	BM_BM_36	B_BM_01	B_BM_03	B_BM_06	B_BM_12	B_BM_18	B_BM_24	B_BM_30	B_BM_36	B_PB_01	B_PB_03	B_PB_06	B_PB_09	B_PB_12	B_PB_18	B_PB_24	B_PB_30	B_PB_36	CD34_BM_00	CD34_BM_01	CD34_BM_03	CD34_BM_06	CD34_BM_12	CD34_BM_18	CD34_BM_24	CD34_BM_30	CD34_BM_36	CFC_BM_01	CFC_BM_03	CFC_BM_06	CFC_BM_12	CFC_BM_18	CFC_BM_24	CFC_BM_30	CFC_PB_03	CFC_PB_06	CFC_PB_09	CFC_PB_12	CFC_PB_18	CFC_PB_24	MNC_BM_24	MNC_BM_30	MNC_BM_36	MNC_PB_24	MNC_PB_30	MNC_PB_36	Myelo_BM_01	Myelo_BM_03	Myelo_BM_06	Myelo_BM_12	Myelo_BM_18	Myelo_BM_24	Myelo_BM_30	Myelo_BM_36	Myelo_PB_01	Myelo_PB_03	Myelo_PB_06	Myelo_PB_09	Myelo_PB_12	Myelo_PB_18	Myelo_PB_24	Myelo_PB_30	Myelo_PB_36	NK_BM_01	NK_BM_03	NK_BM_06	NK_BM_18	NK_BM_24	NK_BM_30	NK_BM_36	NK_PB_01	NK_PB_03	NK_PB_06	NK_PB_09	NK_PB_12	NK_PB_24	NK_PB_30	NK_PB_36	PB_PB_01	PB_PB_03	PB_PB_06	PB_PB_09	PB_PB_12	PB_PB_18	PB_PB_24	PB_PB_30	PB_PB_36	TE_BM_01	TE_BM_03	TE_BM_06	TE_BM_12	TE_BM_18	TE_BM_24	TE_BM_30	T_BM_01	T_BM_03	T_BM_06	T_BM_12	T_BM_24	T_BM_30	T_PB_01	T_PB_03	T_PB_06	T_PB_09	T_PB_12	T_PB_18	T_PB_24	T_PB_30	T_PB_36
chr12	28405232	28405232	1	-	CCDC91	+	FALSE	FALSE					8								4																		1								4						3	8												7								1																3	2							26	8								2													413	4				
chr12	28619170	28619170	1	-	CCDC91	+	FALSE	FALSE																											3																																																																																										
chr12	29179093	29179093	1	-	FAR2	+	FALSE	FALSE																																																							1																																																														
chr12	29256518	29256518	1	+	FAR2	+	FALSE	FALSE																																																																					604																																																
chr12	29524891	29524891	1	+	ERGIC2	-	FALSE	FALSE																																																									9																																																												
chr12	29735018	29735018	1	-	TMTC1	-	FALSE	FALSE								1																																																																																																													
chr12	30786195	30786195	1	+	IPO8	-	FALSE	FALSE																											79																																																																																										
chr12	30830690	30830690	1	+	IPO8	-	FALSE	FALSE																																																																																								13																							5						
chr12	31313310	31313310	1	-	DDX11	+	FALSE	FALSE																																																																																												1																									
chr12	32138066	32138066	1	+	KIAA1551	+	FALSE	FALSE																			18																																																																																																		
chr12	32736902	32736902	1	+	FGD4	+	FALSE	FALSE																											3																																																																																										
chr12	32858163	32858163	1	+	DNM1L	+	FALSE	FALSE																			15																																											15							660																																																
chr12	32974187	32974187	1	+	PKP2	-	FALSE	FALSE																																																																																																									3												
chr12	32979509	32979509	1	+	PKP2	-	FALSE	FALSE																																								1																																																																													
chr12	39146251	39146251	1	-	CPNE8	-	FALSE	FALSE																																																																									8																																												
chr12	39238167	39238167	1	+	CPNE8	-	FALSE	FALSE				4																																																				4																																																													
chr12	40735463	40735463	1	+	LRRK2	+	FALSE	FALSE		2																1									1																												1								859																1																																						
chr12	42277531	42277531	1	+	GXYLT1	-	FALSE	FALSE																																																																									1																																												
chr12	42488370	42488370	1	+	GXYLT1	-	FALSE	FALSE																1																																																																																																					
chr12	42747579	42747579	1	-	PPHLN1	+	FALSE	FALSE																																																																10																																																					
chr12	42755000	42755000	1	-	PPHLN1	+	FALSE	FALSE			1																																																																																																																		
chr12	44161924	44161924	1	-	IRAK4	+	FALSE	FALSE																																																																								2																																													
chr12	44175088	44175088	1	-	IRAK4	+	FALSE	FALSE																																																																																								54																													
chr12	44471313	44471313	1	+	TMEM117	+	FALSE	FALSE		9								5088								22		8							4	1																											12								6									1							1								1									10							3						3								
chr12	45757673	45757673	1	+	ANO6	+	FALSE	FALSE																																																																																																									1												
chr12	46048400	46048400	1	+	LINC00938	-	FALSE	FALSE															131																																													2741																																																									
chr12	46187221	46187221	1	+	ARID2	+	FALSE	FALSE																																11						10												1									2			103																																						1																	
chr12	46197360	46197360	1	-	ARID2	+	FALSE	FALSE																																																							2																																																														
chr12	46214022	46214022	1	+	ARID2	+	FALSE	FALSE																																																								4																																																													
chr12	46233502	46233502	1	+	ARID2	+	FALSE	FALSE																											1																																																																																										
chr12	46241833	46241833	1	-	ARID2	+	FALSE	FALSE																																																							3																																																														
chr12	46250329	46250329	1	-	ARID2	+	FALSE	FALSE																																																																															7																																						
chr12	46858749	46858749	1	-	LOC100288798	+	FALSE	FALSE																																																									1																																																												
chr12	46858752	46858752	1	-	LOC100288798	+	FALSE	FALSE																																																									2																																																												
chr12	46915554	46915554	1	-	LOC100288798	+	FALSE	FALSE																				6																																																																																																	
chr12	46943569	46943569	1	-	LOC100288798	+	FALSE	FALSE																																																4																																																																					
chr12	47488361	47488361	1	-	PCED1B	+	FALSE	FALSE			96																											6																										8								4																																																					
chr12	48467316	48467316	1	-	SENP1	-	FALSE	FALSE									286																																										1066																																																																		
chr12	48494108	48494108	1	+	SENP1	-	FALSE	FALSE					4								3							1	3	4									2								9						10	6												19								5	11															8								958	3								3							3						3	4				
chr12	48495737	48495737	1	-	SENP1	-	FALSE	FALSE																																																																																																																			83	93	
chr12	49054710	49054710	1	+	KANSL2	-	FALSE	FALSE																																																															13																																																						
chr12	49103551	49103551	1	+	CCNT1	-	FALSE	FALSE																														7																																		10							391		22																																												
chr12	49103571	49103571	1	+	CCNT1	-	FALSE	FALSE																																																																																23																																					
chr12	49103943	49103943	1	+	CCNT1	-	FALSE	FALSE																																										49																		4																																																									
chr12	49323513	49323513	1	-	FKBP11	-	FALSE	FALSE																											1																																																																																										
chr12	49326520	49326520	1	+	ARF3	-	FALSE	FALSE																																																							6								31																																																						
chr12	49397648	49397648	1	-	PRKAG1	-	FALSE	FALSE																											1																																																																																										
chr12	49401178	49401178	1	-	PRKAG1	-	FALSE	FALSE			5																																																																																																																		
chr12	49417291	49417291	1	+	KMT2D	-	FALSE	FALSE																											7																																																																																										
chr12	49417425	49417425	1	-	KMT2D	-	FALSE	FALSE					4		2155						1								3	560																	3		5878				4	3			1605									2								3	3	1			107						12632					4	2							2	2														2	1						3					
chr12	49429008	49429008	1	+	KMT2D	-	FALSE	FALSE																				5																																					2																																																												
chr12	49442396	49442396	1	+	KMT2D	-	FALSE	FALSE																																																																2																																																					
chr12	49443093	49443093	1	+	KMT2D	-	FALSE	FALSE				17	114	64		6586				162	22	3						34	24	9	4							96	21	116					115	50	4689					2	67	46		9473		8628				5				326	130							55	52	40	14360	7129	1243			37	66							30	27							142	1122	84	9		2				87	169						19					1	24	40	5			
chr12	49443205	49443205	1	+	KMT2D	-	FALSE	FALSE																																																																																										1																											
chr12	49569804	49569804	1	-	TUBA1A	-	FALSE	FALSE		1																																																																																																																			
chr12	49577855	49577855	1	-	TUBA1A	-	FALSE	FALSE					1																1	3									3								3						2	766												6								2	4			248							348					1	1							9	2								1													3	2				
chr12	49612007	49612007	1	-	TUBA1C	+	FALSE	FALSE																							2																																																																																														
chr12	49729232	49729232	1	+	C1QL4	-	FALSE	FALSE																																																																																													1																								
chr12	49781911	49781911	1	+	SPATS2	+	FALSE	FALSE			84																	14																																				1																																																													
chr12	49801890	49801890	1	+	LOC100335030	+	FALSE	FALSE																																																409																																																																					
chr12	49813660	49813660	1	+	LOC100335030	+	FALSE	FALSE																											1																																																																																										
chr12	49818447	49818447	1	-	LOC100335030	+	FALSE	FALSE					2																									4										2657							2440											2				1607		49		1			2106													105								3	1		2																				1				
chr12	49819508	49819508	1	-	LOC100335030	+	FALSE	FALSE																																																																14																																																					
chr12	49824893	49824893	1	-	SPATS2	+	FALSE	FALSE			2				1034							24						10			4		1																								1133					79		1			1									1																				4				8		244	36					2																	
chr12	49835569	49835569	1	-	SPATS2	+	FALSE	FALSE																											5																																																																																										
chr12	49836946	49836946	1	-	SPATS2	+	FALSE	FALSE																																																																5																																																					
chr12	49854720	49854720	1	+	SPATS2	+	FALSE	FALSE						9								2																		1					4																						1																																																										
chr12	49877865	49877865	1	+	SPATS2	+	FALSE	FALSE																																						3																																																																															
chr12	49901740	49901740	1	+	SPATS2	+	FALSE	FALSE				13	2																3									6									2						3	2											990	2	1			269		4		2	1	1	13016														2							345	2	9							2						1							1		1			
chr12	49901781	49901781	1	+	SPATS2	+	FALSE	FALSE																																																																					1																																																
chr12	50089692	50089692	1	+	FMNL3	-	FALSE	FALSE					2								1							13																			2							32												146								2																1								5	2								1														1				
chr12	50098751	50098751	1	-	FMNL3	-	FALSE	FALSE																																																															3																																																						
chr12	50140246	50140246	1	-	TMBIM6	+	FALSE	FALSE																							8																																																																																														
chr12	50146564	50146564	1	-	TMBIM6	+	FALSE	FALSE																																																								2																																																													
chr12	50402610	50402610	1	+	RACGAP1	-	FALSE	FALSE																																																																							158																																														
chr12	50549002	50549002	1	-	CERS5	-	FALSE	FALSE																			2																																																																																																		
chr12	50556156	50556156	1	-	CERS5	-	FALSE	FALSE			3																											1																																		2	25								5																																												
chr12	50595189	50595189	1	-	LIMA1	-	FALSE	FALSE																											21																																																																																										
chr12	50603378	50603378	1	+	LIMA1	-	FALSE	FALSE			4			8																																175																															2267						1																									1																	
chr12	50687982	50687982	1	+	LIMA1	-	FALSE	FALSE																																																							7																																																														
chr12	50843526	50843526	1	+	LARP4	+	FALSE	FALSE																																																													2461										2																																														
chr12	50919881	50919881	1	+	DIP2B	+	FALSE	FALSE																																																																60																								80																													
chr12	50940623	50940623	1	+	DIP2B	+	FALSE	FALSE			1	3																																		3	1																																																																														
chr12	50954968	50954968	1	+	DIP2B	+	FALSE	FALSE																																																																4																																																					
chr12	50985779	50985779	1	-	DIP2B	+	FALSE	FALSE																																																							1																																																														
chr12	51009496	51009496	1	-	DIP2B	+	FALSE	FALSE																																																																																								3																													
chr12	51048674	51048674	1	+	DIP2B	+	FALSE	FALSE					4	9							2	8						2	11	2	9								2	4							2						2	2											175	5	4							2	6	12			139		9		4							3	2							365	1	408							2	13						1						2	2	5			
chr12	51058711	51058711	1	+	DIP2B	+	FALSE	FALSE			4																																						210																			505																																										704															
chr12	51066930	51066930	1	-	DIP2B	+	FALSE	FALSE			1			1																																10																																					1																																							1			
chr12	51085934	51085934	1	+	DIP2B	+	FALSE	FALSE													95																										2						1													1													56												1							2									3																		
chr12	51091187	51091187	1	-	DIP2B	+	FALSE	FALSE																																																							27																																																														
chr12	51103604	51103604	1	+	DIP2B	+	FALSE	FALSE																		202																																																																																																			
chr12	51167797	51167797	1	+	ATF1	+	FALSE	FALSE						1																										1																						590		1			1																																				282					22														1			
chr12	51330520	51330520	1	-	METTL7A	+	FALSE	FALSE																																																							7																																																														
chr12	51696502	51696502	1	-	BIN2	-	FALSE	FALSE																																																								5																																																													
chr12	51838640	51838640	1	+	SLC4A8	+	FALSE	FALSE																																																																					14																																																
chr12	51846259	51846259	1	+	SLC4A8	+	FALSE	FALSE						3								2																													6																2									1							2																	5								85														1			
chr12	51846331	51846331	1	-	SLC4A8	+	FALSE	FALSE				1		4																			434																																																10	4																																											
chr12	52079027	52079027	1	-	SCN8A	+	FALSE	FALSE			4																																			2																																																																															
chr12	52347225	52347225	1	-	ACVR1B	+	FALSE	FALSE						4		924						1									1																		1									475									29										2501		330																															830															
chr12	52611535	52611535	1	+	LINC00592	+	FALSE	FALSE																																																																								47																																													
chr12	53081426	53081426	1	-	KRT77	-	FALSE	FALSE																																																																																																					1																
chr12	53403330	53403330	1	-	EIF4B	+	FALSE	FALSE																																1																177																1				2																							1																							1			585
chr12	53413559	53413559	1	+	EIF4B	+	FALSE	FALSE																											9																																																																																										
chr12	53422265	53422265	1	-	EIF4B	+	FALSE	FALSE																											1																																																																																										
chr12	53502605	53502605	1	-	SOAT2	+	FALSE	FALSE																																							1		97																																																																		1										
chr12	53504783	53504783	1	+	SOAT2	+	FALSE	FALSE																																																							10																																																														
chr12	53717556	53717556	1	+	AAAS	-	FALSE	FALSE																																																																																									1																												
chr12	53781794	53781794	1	-	SP1	+	FALSE	FALSE																																													39	1																					1																1																1																		
chr12	53784746	53784746	1	+	SP1	+	FALSE	FALSE																																					9																																																																																
chr12	53785323	53785323	1	+	SP1	+	FALSE	FALSE																																																																							1																			1																											
chr12	53786055	53786055	1	+	SP1	+	FALSE	FALSE																																										519																																																																											
chr12	53934912	53934912	1	+	ATF7	-	FALSE	FALSE																																																								3																																																													
chr12	53971569	53971569	1	-	ATF7	-	FALSE	FALSE																																																																1																								1																													
chr12	53987248	53987248	1	-	ATF7	-	FALSE	FALSE																																									51																												141																																																
chr12	53991828	53991828	1	+	ATF7	-	FALSE	FALSE				6																																																																																																																	
chr12	53992146	53992146	1	+	ATF7	-	FALSE	FALSE																											28																																																																																										
chr12	53996183	53996183	1	+	ATF7	-	FALSE	FALSE																																					2				2381																																																																												
chr12	53998147	53998147	1	+	ATF7	-	FALSE	FALSE																			2																																																																																																		
chr12	54002272	54002272	1	+	ATF7	-	FALSE	FALSE																																										161																																																																											
chr12	54006076	54006076	1	+	ATF7	-	FALSE	FALSE																																														1																																																												1											
chr12	54488969	54488969	1	+	LOC100240734	+	FALSE	FALSE																																																																						3																																															
chr12	54635499	54635499	1	+	CBX5	-	FALSE	FALSE				3																																																																7		37																																															
chr12	54648236	54648236	1	-	CBX5	-	FALSE	FALSE																																																																					5																																																
chr12	54650924	54650924	1	+	CBX5	-	FALSE	FALSE																																																																																																						1															
chr12	54651667	54651667	1	-	CBX5	-	FALSE	FALSE				1																7																																								1296																																																									
chr12	54652792	54652792	1	+	CBX5	-	FALSE	FALSE																																									19																																																																												
chr12	54655751	54655751	1	-	CBX5	-	FALSE	FALSE				1																																																																																																																	
chr12	54659880	54659880	1	-	CBX5	-	FALSE	FALSE																																																																														74																																							
chr12	54663411	54663411	1	-	CBX5	-	FALSE	FALSE																																																																					11						1																																										
chr12	54666461	54666461	1	-	CBX5	-	FALSE	FALSE																		1																																																																														10																					
chr12	54666726	54666726	1	+	CBX5	-	FALSE	FALSE																																																															5																																																						
chr12	54669477	54669477	1	-	CBX5	-	FALSE	FALSE			3	9	4	28							2	5							1	3	34		14					1	1	1	3454						8						7	3												2	4					53		2	2	10							4							6	2							5	1	171							522	5						1						4	5	5			
chr12	54706465	54706465	1	+	NFE2	-	FALSE	FALSE																																						3																			37							1									7																52	17																											
chr12	54706771	54706771	1	+	NFE2	-	FALSE	FALSE						1																																		5																		1												379																														16																	
chr12	54708961	54708961	1	-	COPZ1	+	FALSE	FALSE		4																																																					2																																																														
chr12	54847317	54847317	1	-	GTSF1	-	FALSE	FALSE																																																																4																																																					
chr12	54851528	54851528	1	+	GTSF1	-	FALSE	FALSE																			15									1																																												43																																													
chr12	54853350	54853350	1	+	GTSF1	-	FALSE	FALSE																				19																																																																																																	
chr12	54854588	54854588	1	-	GTSF1	-	FALSE	FALSE						2								12																		1																																						3015																														1																	
chr12	54859131	54859131	1	+	GTSF1	-	FALSE	FALSE																																																														2																																																							
chr12	54897558	54897558	1	-	NCKAP1L	+	FALSE	FALSE																																																																																																1																					
chr12	54901962	54901962	1	-	NCKAP1L	+	FALSE	FALSE			3																																																																																																																		
chr12	54902865	54902865	1	-	NCKAP1L	+	FALSE	FALSE				3		2																	1							2								3																																																																															
chr12	54903351	54903351	1	-	NCKAP1L	+	FALSE	FALSE																			43																																																																																																		
chr12	54906250	54906250	1	-	NCKAP1L	+	FALSE	FALSE																																																																																								42																													
chr12	54908041	54908041	1	+	NCKAP1L	+	FALSE	FALSE																							5																																																																																														
chr12	54919467	54919467	1	-	NCKAP1L	+	FALSE	FALSE					1								127									2									1														1	2												1								3																2								1	1																					2					
chr12	55252991	55252991	1	+	MUCL1	+	FALSE	FALSE																																																							21																																																														
chr12	55348810	55348810	1	+	TESPA1	-	FALSE	FALSE																																																																																							26																														
chr12	55362437	55362437	1	+	TESPA1	-	FALSE	FALSE					1	6	1196							6	1360								7		5091							2													1				1755									257	8	2388						2		5	53						4															2	1	408							3	2						2								5			
chr12	55373861	55373861	1	-	TESPA1	-	FALSE	FALSE				12								19																																																								1	6876																															9																	
chr12	56168160	56168160	1	-	SARNP	-	FALSE	FALSE			2																																																																																																																		
chr12	56178352	56178352	1	+	SARNP	-	FALSE	FALSE																																																																1																																																					
chr12	56184095	56184095	1	+	SARNP	-	FALSE	FALSE																																									698																																																																												
chr12	56184145	56184145	1	-	SARNP	-	FALSE	FALSE				10																																																																																																																	
chr12	56184541	56184541	1	-	SARNP	-	FALSE	FALSE																																																																				2																																																	
chr12	56187534	56187534	1	+	SARNP	-	FALSE	FALSE			3																																																																													523																																					
chr12	56187626	56187626	1	-	SARNP	-	FALSE	FALSE						2																	3									1																											4									1							1																	94								3						1								2			
chr12	56195256	56195256	1	+	SARNP	-	FALSE	FALSE																																									133																																																																												
chr12	56197320	56197320	1	+	SARNP	-	FALSE	FALSE																																																																									5																																												
chr12	56200915	56200915	1	+	SARNP	-	FALSE	FALSE																																1																																																																																					
chr12	56297685	56297685	1	+	WIBG	-	FALSE	FALSE					10								1																		1																											8																																																1										1	
chr12	56330826	56330826	1	-	DGKA	+	FALSE	FALSE			2																																																																																					17																													
chr12	56376811	56376811	1	-	RAB5B	+	FALSE	FALSE																																																																							410																																														
chr12	56430773	56430773	1	-	IKZF4	+	FALSE	FALSE																																																																4																																		15							512												
chr12	56559577	56559577	1	-	SMARCC2	-	FALSE	FALSE																																																													11																																																								
chr12	56580484	56580484	1	-	SMARCC2	-	FALSE	FALSE																											1																																																																																										
chr12	56580489	56580489	1	-	SMARCC2	-	FALSE	FALSE																		1									242																												3																																1																														
chr12	56581090	56581090	1	+	SMARCC2	-	FALSE	FALSE																																								13																																																																													
chr12	56600700	56600700	1	+	RNF41	-	FALSE	FALSE					2				5				2								2	5									4								2						4	2					19							7								2	3															3	1							7	3															1211						3					
chr12	56639125	56639125	1	+	ANKRD52	-	FALSE	FALSE										1								1																																					3								822																1								1																						1								
chr12	56665105	56665105	1	+	COQ10A	+	FALSE	FALSE																																						1																																																												25							5												
chr12	56698917	56698917	1	-	CS	-	FALSE	FALSE																																																															33																																																						
chr12	56704846	56704846	1	-	CNPY2	-	FALSE	FALSE				4		2	1669		256					1											4	1745													3						2	1			1461		911	7287		429				3				1931				3	151	2			143							92					1							2	3	1	3543		193				2	16													57				
chr12	56799518	56799518	1	+	TIMELESS	-	FALSE	FALSE																																																																																																									1												
chr12	56819250	56819250	1	+	TIMELESS	-	FALSE	FALSE																		2									13																																													1																																													
chr12	56824077	56824077	1	+	TIMELESS	-	FALSE	FALSE													1																																																																																																								
chr12	56939203	56939203	1	+	RBMS2	+	FALSE	FALSE																																						7																										23																																																					
chr12	56940649	56940649	1	+	RBMS2	+	FALSE	FALSE																																																																																																	2																				
chr12	56955266	56955266	1	+	RBMS2	+	FALSE	FALSE																																																																								5																																													
chr12	56963060	56963060	1	+	RBMS2	+	FALSE	FALSE																			14																																																																																																		
chr12	57035280	57035280	1	+	ATP5B	-	FALSE	FALSE																																																							3																																																														
chr12	57088025	57088025	1	+	PTGES3	-	FALSE	FALSE									2																																				1	2																					30																							1																											
chr12	57131915	57131915	1	-	PRIM1	-	FALSE	FALSE																																						2																										7	1																																																				
chr12	57131993	57131993	1	+	PRIM1	-	FALSE	FALSE																																																																																													1																								
chr12	57460340	57460340	1	-	TMEM194A	-	FALSE	FALSE																																																															1																																																						
chr12	57465728	57465728	1	+	TMEM194A	-	FALSE	FALSE																											126																												1																																																						1								
chr12	57571383	57571383	1	-	LRP1	+	FALSE	FALSE						1																	4																																																																																														
chr12	57679638	57679638	1	-	R3HDM2	-	FALSE	FALSE			1																																																																																																																		
chr12	57691244	57691244	1	-	R3HDM2	-	FALSE	FALSE																																						1																																																															563																
chr12	57706611	57706611	1	-	R3HDM2	-	FALSE	FALSE																																																																6																																																					
chr12	57735207	57735207	1	-	R3HDM2	-	FALSE	FALSE					5	3	115						2								2	4									7								3	2530					9	851			97									209			106	880				5	11		4		2							163				120	5							8	2	1														2						5	5				
chr12	57747353	57747353	1	-	R3HDM2	-	FALSE	FALSE																																																																																																																				180	
chr12	57756302	57756302	1	+	R3HDM2	-	FALSE	FALSE																														27																																																																																							
chr12	57756486	57756486	1	-	R3HDM2	-	FALSE	FALSE														1									13		612																																		1												34																																														
chr12	57762641	57762641	1	+	R3HDM2	-	FALSE	FALSE					3			1453					3							2											2								3						520	3				1876								4	6							2	2	1		1099												2								6	7								7							3						2	4	1			
chr12	57772017	57772017	1	-	INHBC	+	FALSE	FALSE			18											1																		1																											6			119		11																									1																												
chr12	57782854	57782854	1	-	INHBC	+	FALSE	FALSE																																																																					1030																																																
chr12	57803749	57803749	1	-	INHBC	+	FALSE	FALSE																																											5																																																																										
chr12	57806345	57806345	1	-	INHBC	+	FALSE	FALSE																																																							49																																																														
chr12	57808671	57808671	1	+	INHBC	+	FALSE	FALSE																																						20																		1																																																													
chr12	57906343	57906343	1	-	MIR6758	+	FALSE	FALSE						7																																																																																																															
chr12	57906924	57906924	1	+	MARS	+	FALSE	FALSE																											29																																																																																										
chr12	58125118	58125118	1	+	AGAP2	-	FALSE	FALSE																											3																																																																																										
chr12	58125235	58125235	1	-	AGAP2	-	FALSE	FALSE																											22																																																																																										
chr12	60020689	60020689	1	-	SLC16A7	+	FALSE	FALSE																											2																																																																																										
chr12	60034489	60034489	1	+	SLC16A7	+	FALSE	FALSE				6																																																								19																																																									
chr12	60048361	60048361	1	-	SLC16A7	+	FALSE	FALSE																																																																1																																		22				26															
chr12	60056759	60056759	1	-	SLC16A7	+	FALSE	FALSE																																																																								10																																													
chr12	60089004	60089004	1	-	SLC16A7	+	FALSE	FALSE			6																5																																																																																																		
chr12	60092528	60092528	1	+	SLC16A7	+	FALSE	FALSE				2																																																																																																																	
chr12	60096897	60096897	1	+	SLC16A7	+	FALSE	FALSE																1050																																											16																																														1												
chr12	60503146	60503146	1	+	SLC16A7	+	FALSE	FALSE																																								1154													1																																								58516																								
chr12	60535337	60535337	1	+	SLC16A7	+	FALSE	FALSE												102																																												1																																																													
chr12	60656156	60656156	1	-	SLC16A7	+	FALSE	FALSE																				4																																																																																																	
chr12	60740324	60740324	1	+	SLC16A7	+	FALSE	FALSE																																																																334																																														3							
chr12	60881061	60881061	1	+	SLC16A7	+	FALSE	FALSE																							16																																				1																																	1																									
chr12	62328720	62328720	1	+	FAM19A2	-	FALSE	FALSE																																																																									9																																												
chr12	62483883	62483883	1	+	FAM19A2	-	FALSE	FALSE		17																																																																																																																			
chr12	62644772	62644772	1	+	USP15	+	FALSE	FALSE																																						5																		1																																										21																			
chr12	62707511	62707511	1	+	USP15	+	FALSE	FALSE							41																																						22																										4																																														
chr12	62746972	62746972	1	-	USP15	+	FALSE	FALSE																																																							6																																																														
chr12	62771248	62771248	1	-	USP15	+	FALSE	FALSE					4								2																		1								506																			5								2	1																1							10	4								2														1				
chr12	62785471	62785471	1	+	USP15	+	FALSE	FALSE																																																																						6																												24																			
chr12	62889063	62889063	1	-	MON2	+	FALSE	FALSE			3																																																																																																																		
chr12	63874544	63874544	1	-	DPY19L2	-	FALSE	FALSE			5	9									46																																									39			3							13		1																									1				12																	1					
chr12	64239899	64239899	1	+	SRGAP1	+	FALSE	FALSE																																																								4	7																																																												
chr12	64607575	64607575	1	-	C12orf66	-	FALSE	FALSE																																																																								1																																													
chr12	64814365	64814365	1	-	XPOT	+	FALSE	FALSE																																																																																																		19																			
chr12	65567407	65567407	1	+	LEMD3	+	FALSE	FALSE																																																															5																																																						
chr12	65713842	65713842	1	-	MSRB3	+	FALSE	FALSE		1																																																													4																																																						
chr12	65715724	65715724	1	-	MSRB3	+	FALSE	FALSE																						1																																																																																															
chr12	65730281	65730281	1	-	MSRB3	+	FALSE	FALSE																																						2																																																																															
chr12	65777082	65777082	1	-	MSRB3	+	FALSE	FALSE							4701																																										7112																																																																				
chr12	65836921	65836921	1	-	MSRB3	+	FALSE	FALSE																				8																																																																																																	
chr12	66354137	66354137	1	-	HMGA2	+	FALSE	FALSE					3								1								1										149		2216									578			2	2												2				17					3	21																						5	1	1							3							1								1			
chr12	66451467	66451467	1	-	MIR6074	-	FALSE	FALSE																																					1																																																																																
chr12	66548686	66548686	1	+	TMBIM4	-	FALSE	FALSE																			4																																																																																																		
chr12	67407720	67407720	1	+	LOC102724421	-	FALSE	FALSE				14										1							86		1									1							1																			1								1	3	39															2							4	2	1																				1	1				
chr12	67665659	67665659	1	+	CAND1	+	FALSE	FALSE																999				19										1								9															2638	127		1	4					940		3						577	150		19					5																1315	47										1					1							
chr12	67668061	67668061	1	+	CAND1	+	FALSE	FALSE																											14																																																																																										
chr12	67675964	67675964	1	+	CAND1	+	FALSE	FALSE			1																																																																																																																		
chr12	68950782	68950782	1	+	RAP1B	+	FALSE	FALSE					1											121				3			4										644								3150					1											77	2									96										224															1																									
chr12	69027208	69027208	1	+	SNORA70G	-	FALSE	FALSE																							10																																													1																																																	
chr12	69728140	69728140	1	-	LYZ	+	FALSE	FALSE					6								1								1	2	1							28	1								1						5											1871	36	8								1	3															544								2	2							2	2							1						1					
chr12	70681135	70681135	1	+	CNOT2	+	FALSE	FALSE																			6																																																																																																		
chr12	70705616	70705616	1	-	CNOT2	+	FALSE	FALSE																			2																																																																																																		
chr12	71630013	71630013	1	+	TSPAN8	-	FALSE	FALSE						23								1						16												1																								2			1									22	1004	327																						6																									
chr12	72007866	72007866	1	+	ZFC3H1	-	FALSE	FALSE																																																							21																																																														
chr12	72183467	72183467	1	-	RAB21	+	FALSE	FALSE																																																															5																																																						
chr12	72216295	72216295	1	+	TBC1D15	+	FALSE	FALSE																																																																																																													2								
chr12	72265994	72265994	1	-	TBC1D15	+	FALSE	FALSE					7								158			3398					1	1									1								6						5	4								172			8	2								6	380															2	1							11	6				65				5													1	2				
chr12	72287385	72287385	1	+	TBC1D15	+	FALSE	FALSE																											31																																																																																										
chr12	74894072	74894072	1	+	ATXN7L3B	+	FALSE	FALSE																																						1																																																																															
chr12	75794641	75794641	1	+	GLIPR1L2	+	FALSE	FALSE																																																												497																																																									
chr12	76780107	76780107	1	+	OSBPL8	-	FALSE	FALSE																																																															1									3																																													
chr12	76932405	76932405	1	-	OSBPL8	-	FALSE	FALSE																																1																											2									1																																39														1			
chr12	77037416	77037416	1	-	OSBPL8	-	FALSE	FALSE							4		3																																1																																												1								4																								
chr12	77190681	77190681	1	+	ZDHHC17	+	FALSE	FALSE																																										698																																																																											
chr12	77584998	77584998	1	-	E2F7	-	FALSE	FALSE								1																																										3																																											1																								
chr12	80187611	80187611	1	+	PPP1R12A	-	FALSE	FALSE																											54																																																																																										
chr12	80215785	80215785	1	+	PPP1R12A	-	FALSE	FALSE																											18																																																																																										
