#eID Symbol logFC P.Value
8985 ATP5I -0.662022904623758 0.0254147177804465
6155  0.607333899340669 0.0254194759793731
2460 BIN1 -0.617672058784949 0.0254258304268986
3521  -0.69912884230317 0.0254618877057672
20027 IL1RAPL1 -1.90349779426834 0.0254754240263534
15464 SLC7A8 -0.766872895805275 0.0254964037474376
20982 APOO 0.532473262640728 0.0255094197839785
2830 DYNLT3 -0.567618566062029 0.0255195611592489
1527 DYNLT1 0.731295752669567 0.0255462443773983
22167 PTPRCAP -0.82768215228718 0.0255543669123511
1866 TK1 0.707974860470912 0.0255723521734969
13189 NA 1.96901653802519 0.025637687497801
1196 MARCKS 2.06588974433101 0.0256713670245824
9840 PML 1.24344909286609 0.0256760825533415
2260 PKIG -1.04198067935555 0.0256901063217619
21900 ASIC1 -0.916370810411648 0.0257325633042771
5980 RHO -2.3604176822339 0.0257327138138389
18222 DEPTOR 0.678232733802409 0.0257387471568631
21016 EPS8L1 0.687632438509565 0.0257579344428513
300 PTMAP5 0.558717812046574 0.025809706928638
5773 MICB 1.45251920758051 0.025861988105864
468 RERE -0.644207636357123 0.0258915197137487
21342 NA 2.07534122392777 0.0258979801140844
5995 AKR7A3 -0.696934538202612 0.0259249528607422
2380 AAGAB 0.77461771398594 0.0259303379932308
15579 IGKV1-13 -1.09281970822694 0.0259650463551547
15983 NA -2.05886291057444 0.0260012390344856
9107 CTNND2 -2.28480772523813 0.026003881562047
2688 RNF8 -0.630101326735854 0.0260091488656839
11620 ASXL1 0.57869349124967 0.0260164993686295
5872 PRLR 2.29527632669356 0.0260365532886195
2190 ITPR2 -2.22442457886994 0.0260443385442668
17382 HGSNAT -0.822400036987569 0.0260869577316505
2094 SVIL 2.03278575221936 0.0261028721180165
1011 SUPT4H1 -0.592362931521752 0.0261651738826119
21348 SMIM7 -0.775279226236186 0.0262036199356946
15451 NA -0.938322702055827 0.0262104297894572
8626 COMMD4 0.76378799847868 0.0262340384186868
103 RPS7 -0.652692017872939 0.0262803234630206
11227 THPO -1.43207446566634 0.0262847715179985
3596 MEIS1 -1.15752058590697 0.0263201670080126
21824 HNRNPL 0.565311064348103 0.0263306792286417
1830 RSRC2 0.550070576163534 0.0263317150451721
21807 RTN2 -0.664496318178418 0.0263390508818853
3480 CLDN3 -0.842055494331255 0.0263832280096828
7843 NA -2.48159494755763 0.0263868995818884
16443 SMOX -1.89048026492993 0.0263931656380965
13852 PMS2P3 -0.604250401768353 0.0264039529006738
3134 INPP5F -0.688242697494075 0.0264149891028967
405 CCT4 -0.584654705212378 0.0264477796054644
11443 GSE1 0.755648516145912 0.0264985780792869
13272  -0.781473007477696 0.026499834920504
450 KDELR1 -0.654498640890196 0.0265014252366348
1155 INSIG1 -1.05502477930111 0.026530184898682
21555 C9orf156 1.3954394552141 0.0265376749680164
10576 NA -2.09506543692357 0.0265444996818147
16744  0.653402113086385 0.0265959302848871
9112 STK16 -0.706403166094604 0.0266413209696855
4970 SNAPC1 1.98274271884454 0.0266604711437578
7071 NA -2.27447430551548 0.026676073714288
240 MAPRE1 0.734818644853902 0.0266938761664497
21736 TBX10 2.85878441652422 0.0266941225928655
9559 MARCH2 -0.916465341348242 0.0267012144132627
15876  -0.597678135842083 0.026749204998664
11764 GART 1.21678748059039 0.0267558782534334
5628 GINS1 1.13345811676694 0.0267569784320394
17933 AGK 0.643918826880208 0.0267859261335334
8448 LARP4B 0.674967736280421 0.0267867622738021
13194 NA -2.38504266650474 0.0268175822755242
20400 APH1B -1.06780791148002 0.0268508948889204
3820 SGSH -1.06588802298247 0.0268612408322485
10925 KIF2C 0.782692811167705 0.026886086715122
10845 NA 2.18023642089048 0.0269065117405795
9584 ABCA2 -0.850588240520327 0.026922202616624
15751  -0.705280855019334 0.0269821572439649
775 SREBF2 -0.680424568510461 0.026984393603108
8630 USP10 0.584191781354822 0.0270354113990552
10924 BMP4 0.749572666036331 0.0270534305781481
17127 RAB31 -2.82558206797982 0.0270861322831538
19620 OXCT2P1 1.74705407511876 0.0270877943743131
3113 ARL4D 1.18838136637809 0.0270898161630933
22243 NA 1.63348810881636 0.0271359107480205
17680 CDK5RAP1 0.673940348867616 0.0271419285410132
9534 SERPINC1 -1.09376203679667 0.0271606561432158
20068 IKZF1 -1.30145979215082 0.0271840265194303
2252 FOXO1 0.783042078739049 0.0271888180978355
888 CST3 -0.730365700912461 0.0272090603694076
14949 ATP6V0E1P2 -0.871364272115574 0.027213062209902
9714 IL1RAP 2.0798219782318 0.0272415925997926
18156 BSPRY -0.61713360887709 0.0272629905715026
18816 DPEP2 0.745679732433617 0.0272984396419017
19360 ASB7 0.738753639372223 0.0273222271010074
21405 PCIF1 0.518198945298585 0.0273450938943847
12788 PHLPP2 0.783096652258981 0.0273454287240441
9023 CACNB3 -0.839754307458089 0.027346717233386
2353 SLC25A4 -0.670433360459276 0.0273886562408102
1934 TIAL1 -0.695254686082229 0.0274024197821449
11804 ZCCHC24 -1.72225923785655 0.0274082179968118
643 POLD2 -0.67163355329644 0.0274306334991551
10318 SARDH -2.06792083526313 0.0274409045602103
15379 NA 2.46259686896249 0.0274412439868133
2885 EZH2 1.29468738005988 0.0274758901049876
17253 ARFGAP1 0.590190025100887 0.0274927607694714
18592 ZNF331 0.740078286377701 0.0275107450421033
2929 KCNAB2 -2.54027924082176 0.0275221021904656
16094 NA -1.33176677689099 0.0275530062984933
8128 HADHA -0.625459795507225 0.0275603798190622
11924 CHD1L -0.766912759245644 0.0275608430018459
13004 SMPDL3A -1.17068877240639 0.0275769685039431
20786 YIPF5 -0.671306909246807 0.0275868405058948
14086 CCNB1 0.621456813353218 0.0275881615480222
14825 AFF1 -1.13961036524196 0.0276091964444598
16555 C14orf1 -1.06816499109792 0.0276155971242604
2911 GOLGA1 -0.727294488583456 0.0276341657822798
8267 ANKHD1 0.68061567121099 0.0276572901125945
1398 TOMM34 0.559708723143581 0.0276664816066152
19699 CES3 -0.935237728158505 0.0276907892800488
8394 ATP6V1D 0.610267151698398 0.027692524677991
21324 TULP3 -0.707327300068246 0.0276973057764689
19122 TTC26 2.76635637692598 0.0277101549046325
2451 GCLC -0.761762992577342 0.0277268693723525
19676 FAM83E -2.15709548902562 0.0277319725459439
9309 NA -1.58681567583512 0.0277797737495112
15356 ARFRP1 0.607955422022468 0.0278188679791574
2658 KIF5C 1.16699310413544 0.0278331473790087
12107 JMJD6 0.839541499029455 0.0278373202770313
6086 MIA-RAB4B 1.08132484264269 0.0278378206581419
9116 OSBPL3 1.41882195983459 0.0278413014968994
10029 WSB1 0.79072175000651 0.0278492054591081
1662 WWTR1 -1.45055847942714 0.0278695931289136
21116 PIK3IP1 -2.55425245769447 0.0279167880886234
14215 TOM1L2 -0.77374477490576 0.0279598567707072
1678 NEDD9 -0.748091867594671 0.0279825853447013
13280 RBFOX2 0.659876724634261 0.0280028771600771
1893 MIR4700 -0.724561063585885 0.0280124049264441
20508 NA 1.86922752574041 0.0280262753082039
8321 HINT1 -0.540458485193279 0.0280637881958098
21327 NXPH4 -0.630145355145515 0.0280744327459392
14492  -1.00304157812503 0.0281311936258048
12607 PPM1B -1.33230582855454 0.0281453049159914
18979 KCNK5 -0.670919466247467 0.0281622501268847
1380 COL3A1 -1.57192379063236 0.0282004184890138
11454 PRRC2B 0.858459249973341 0.0282241476457569
6872 UCP3 1.21847297222194 0.0282513093292129
15759 LTB4R -1.6927804837606 0.0282898163758043
7547 IL1RL2 2.3394663036085 0.0283283981254975
18902 WDR5B -0.616301807456583 0.0283284403025099
9097 SULT1A4 -0.515543270190287 0.0283479423387123
1433 CTDSPL -0.576153154193349 0.0283537927617867
13786 GYPB -1.25244159389425 0.0283720080881624
20256 PSAT1 0.875657455279022 0.0283915202700886
19431 SPTBN5 1.91545002483461 0.0284121222986808
11341 IPO5 0.833569019568711 0.0284265646262299
4600 CYP2J2 1.83136553613286 0.0284402464576232
9507 PCGF1 -0.842398234536369 0.0284540788251949
11399 PXDN -2.28244458364269 0.0284544437507826
11181 SRSF1 0.767859698403056 0.0284830110530984
12177 DPY19L1 0.604914860721124 0.0284947148181715
17974 NUDT2 -0.661005159734353 0.0285007020522883
1908 NKTR -2.08390636420199 0.0285043256160252
19763  -2.0377211171939 0.028507087997053
8215  0.77521344986131 0.0285152556970607
11941 SCRIB 0.736342216490742 0.0285733588083782
1583 KPNA1 0.5986064915066 0.0285773390726394
12670 NA 1.38111802671568 0.0285830650603113
13846 GPR65 -1.35679644263047 0.028598356025358
4397 PCSK2 1.10868140111987 0.0286403822593706
6715 ZZEF1 -1.97625503174376 0.0286541994953309
21207  -0.672189803145393 0.0286579358310582
20496 CLDN18 1.80380874857549 0.0286673437542787
8565 RGS5 1.40263095054711 0.0287302324909105
12301 RECQL -0.612906364322314 0.028789519322919
532 SSR4 0.576891205023857 0.0287930575427856
4576 CD79A -0.783726356842611 0.0288153021727215
13879 H2AFY -0.880179572117413 0.0288295948974208
15290 RAD21L1 2.76248529254341 0.0288309456685818
13671 ITGB4 -1.94803693375942 0.0288325488049583
3717 USPL1 -0.604554283424989 0.0288643524655545
9490 GART -0.983314278767819 0.0288935148088948
20838  -0.528179626903723 0.0289278199667245
13410 NA -1.92398700517414 0.0289933466846668
3076 LPL -2.78606913183798 0.0289954717254917
2455 NBAS -0.640341623376648 0.0290145219640789
18424 WDYHV1 -0.664301747297771 0.0290338765787159
10916 RTN4 -0.601389482138799 0.029081337050049
5519 IL15 -0.893141404670915 0.0290837015613898
21170 RAB15 -0.552681142580504 0.0290918471114458
6350 CES1P1 -2.45601289561161 0.0291111797734883
17964 REC8 0.970301989307287 0.0291429237017742
6407 LILRA3 -1.31586668154216 0.0291515023909612
15375 NA 2.14506135746354 0.0291744398228129
10975 RAPSN -2.30689455763299 0.0291784643494269
7582 TTC3 -0.606097195041223 0.0291980611240945
21250 ZNF335 0.53239570391219 0.029239018196821
13000 ICAM2 2.78919170892194 0.0292392583249227
10409 AKAP9 2.24340848264307 0.0292754824641296
8235 SAP18 -0.940760235420157 0.0292783795933143
5274 CBLN1 1.72209539211394 0.0292938907486117
14265 FAM149A 0.681288729254202 0.0293028780117358
563 HADH -0.682797111099181 0.0293479049193496
8604 RGL2 -0.56192725084295 0.0293487122148562
8523 COPS7A -0.624881303261702 0.0293516891256441
9495 SLC25A1 -0.601655104809925 0.029352992198123
20697 FOXP3 -1.16334345357429 0.0294095753975654
21924 SRCAP -0.931020170193096 0.0294381385758414
17961 TBC1D13 -0.565471542526379 0.0294499844450338
3195 MAN2C1 -0.625459658749373 0.0294919001453192
3749 GLIPR1 2.98701309416423 0.0295467881233586
21991 CCHCR1 0.547794547404136 0.0295973136979334
12864 PPWD1 -1.178888134278 0.0296020892451965
15335 RPL3P7 -0.50064099253358 0.0296221251370868
11457 SPTBN1 -0.752014859082813 0.0296331436111874
5376 UQCRB 0.785130422946515 0.0296386918176117
2003 TMEM147 -0.673044490092034 0.029666739754587
10487 CLTB -0.766179238864247 0.029677481380419
12339 TBC1D9 -1.07384932864085 0.0297062857577416
21486 AGFG2 -0.813953403328044 0.0297268083526569
15809 TMSB4XP6 -0.600786176472566 0.0297300518450773
11832 KBTBD2 0.598116211940201 0.0297441167493315
7984 DRD5 -0.652151824689905 0.0297558629483837
19717 FAM86B2 -0.9494758331836 0.0297862041525086
18588 ZNF408 -0.78371004069394 0.0297877487587768
3887 NAGLU -0.889704552742655 0.0297970529440222
15147 NA 1.98594252027791 0.0298004150746393
18306 PIP4K2C 0.569170682072402 0.029845993198468
6018 FHIT -0.845271452593886 0.0298503378676483
20002 CBLC 0.662406598817951 0.0298594408126755
4878 GGCX -0.644172137257597 0.029861704495431
12816 SATB2 -2.87837405550591 0.0298891076801385
10456 NCR3 1.56979325416477 0.0299066709779397
5938 FER 1.94489892362346 0.0299676473537256
18898 CDKN1C 1.68221174379379 0.0299979641825243
12170 LARP7 0.884235161370345 0.0300178743824112
14132 NA -0.583939997582704 0.0300219702123288
1736 ARL4C 1.5379606328628 0.0300397168400687
524 ACTR3 0.86161962266065 0.0300421896375491
773 OTUB1 -0.631816393380037 0.0300876321051293
18292 SLC37A1 0.612442391551951 0.0300999243173502
20559 BRCC3 1.28614303555063 0.0301081160966104
1498 NASP 0.935672526103577 0.0301179810504885
16115 NA 1.38767436897536 0.03013194315569
4992 HS3ST1 -1.92708286843306 0.0301342994716577
12548 MZT2A -0.628885023475291 0.0301695287963226
19041 SPSB1 0.806088451699815 0.0301877102259406
17551 RAB25 -0.649389582699435 0.0302165714317278
6782 EPO 1.19015431034201 0.0302551864899827
6006 MAML1 -2.06459058113223 0.0302704226070551
2110 RANBP9 0.615394676127929 0.030291005503442
1390 LRRFIP1 0.650313748454019 0.0302916741579574
9527 CTSZ 0.720711604456297 0.0303081295671474
5807 ADCYAP1 -1.41234639910028 0.0303397381988714
2412 PPP2R1B 0.960006613932328 0.0303641720783334
11314 MYH9 0.743654533844356 0.0303699999696733
990 SCRN1 1.05759877094494 0.0303893902826037
13928 SPRR1A 1.03709317126316 0.0303916587009517
21544 LINC00965 -1.99602012889616 0.0305116158846532
8316 SNRPB -0.560806537083893 0.0305456274517214
8061 POU3F3 -0.950999195871106 0.0305518878967352
19279 SLC16A10 1.80910527635243 0.0305646606935061
12378 MZT2B -0.636761304075424 0.0305841334527644
11364 GPR107 0.685217826998964 0.0305852445651236
5706 ZNF747 1.03869983122135 0.0305929276710244
19791  -1.62740590884277 0.0306028038176869
13629 NUMA1 -1.81165952497092 0.0306354661360092
5302 FAM50B -2.00872586562974 0.030638568866631
20816 G6PC2 1.02952151857664 0.0306554530877058
6298 PTH2R 2.57141517255537 0.030666594079368
14675 NA 2.77841692277094 0.0306728758775713
10813 NA -1.72312509953985 0.0306733466090536
208 HMGB1P4 0.557808353762306 0.0307306008773648
4117 VPS33A 2.2021474093772 0.0307461475608183
19194 RAI1 -1.72116794563944 0.0307682016643459
7094 ATP5L -0.523985900840817 0.0307783584337596
4634 EFNA4 -0.728662498702444 0.0308071917436253
6818 AGTR2 -2.11306519033697 0.0308143125989966
5488 PSIP1 0.886820266541908 0.0308181482838538
15718 PPP1R13B -0.657026227359049 0.0308282804884098
22099 ZMIZ2 0.64731934690983 0.0308450086911325
18280 ZNF768 -0.497341414465621 0.0308509823594632
11522 ATP2B4 -0.728335993310533 0.0308646951347046
13781 SFI1 -1.82364304384406 0.0308852843086396
19332 ZNF589 -1.11061934839616 0.0309010953910106
21007 ZDHHC11 -0.944953788577327 0.0309095331130554
15597 NA 2.39625514699181 0.0309221278659237
19108 FN3K -1.91292261226673 0.030922857902486
15734 NA -1.13973926230735 0.0309821606958569
4318 NR2C1 -0.657227553128509 0.0309967812474607
10167 TRIM5 1.05900434004427 0.0310131649976079
19821 SAMD4B -1.99089608786058 0.0310385769054084
343 PAFAH1B1 0.645955115591583 0.0310511290132344
18349 SLC2A8 -0.769802676511503 0.0310543195336433
1531 ACAA2 -1.11697201426568 0.0310815657528575
18863 SEC61A2 1.43255691927132 0.0310931678503182
18051 MUC13 0.642892223884113 0.0311315633015823
11426 TGOLN2 -0.676710995390774 0.0311353314807407
8447 LARP4B 0.614138382956057 0.0311515093928024
7958 GJC1 -1.9179431399815 0.0311870647963413
17968 HECA 0.590861641713645 0.031187728071241
18553 FBXL6 0.656351164508528 0.0311931169976549
15828 SF3A1 0.590835505137587 0.0312043545978594
21053 MRPL34 -0.683832681827988 0.0312300367064725
1993 PCOLCE -1.42273571793547 0.0312412246637508
700 ATP6V0E1 -0.666015172208652 0.0312417239516792
16250 RAD51B 2.13342318205639 0.0313048880212199
5607 SLC24A1 -1.14174172950505 0.0313338423164307
3512 ZNF212 0.734947025153443 0.0313487040368284
18801 ANKRD11 0.777715486744519 0.0314047938059227
12656 CTSB -0.667758171687321 0.0314171919870996
5942 ZNF205 1.04363803417463 0.0314252942790997
16391  -3.06378132835907 0.0314316265518012
1113 SFPQ 0.546016856061027 0.0314675652751313
17550 ARMC1 0.561811764508708 0.0315033077518707
14837 TAX1BP3 0.665973545950783 0.0315238037787157
21114 PTPRCAP -0.722411647527159 0.0315256609173573
6239 NTNG1 -1.63625031254468 0.0315726882866013
9624 CST7 1.27882658554231 0.0316890032670822
2428 E2F1 0.685700935347311 0.0317037432012374
699 NA -0.565475301184888 0.0317118812060355
17157 SNX5 -0.866635084755672 0.031722922774273
8120 EZR 0.595972599938928 0.0317383037627681
9219 NTHL1 -0.774622316239443 0.0317397744057587
6888 USP34 -0.687346255012685 0.0317417592425624
16475 RPS4XP9 -1.15660856037927 0.0317930722811478
21755 GAS2L1 -0.643031617541395 0.0318315697053903
20431 KANK2 1.25158245782079 0.0318406155738976
18209 DUSP22 -0.533903470874074 0.0318490595361616
20014 SLC9A5 -1.69200568227202 0.0318506301590331
19519 BRD9 -0.571598305981468 0.0318828564123932
15347 NA -2.17817679680526 0.0318991164943586
18250 PAK1IP1 1.39450265790508 0.0319080744850602
21652 NA -1.78037388670689 0.0319142938506966
15315 GTSE1 0.599704805433179 0.0319198401815228
14006 NHLH1 -1.01886117612212 0.0319706574002933
10048 PATZ1 -0.645018524979284 0.0319754375866386
3600 MYRF -0.549325089730811 0.0320634902513283
4978 FOXO4 -0.765662813732646 0.032068039857011
4646 FPR1 -1.88277194598848 0.0320741493243246
6303 CRYBB2 -0.631891913900284 0.032075100610671
17016 PELP1 1.37244560418295 0.032157658163138
367 CTSB -0.585611874342504 0.0321705355835333
22176 C2orf68 -1.34067436093381 0.0321936537498537
2097 MARK3 -0.920615749502701 0.0321997082143953
4020 BID 0.645910510822 0.0322024726336031
20839 RPL15 -0.690124978989497 0.0322221482891218
9082 DCAF7 0.563762768322708 0.0322434742804442
3883 NA -0.881285396591575 0.0322464443260811
17760 ACTR6 -1.45451082876604 0.0322911456984837
5877 PEX10 -0.575040300371575 0.0322937470540489
5802 LY6D -2.12346560150728 0.0322943796704684
1490 RNF41 -0.602443794710154 0.0322954985974079
17207 C7orf55-LUC7L2 0.749333203051242 0.0322987084911627
13338 RPGRIP1L -1.58013636604926 0.0323054087966884
8386 DUSP6 0.716695439152658 0.0323060989061606
5769 TIMP4 0.547616375947373 0.0323163385277152
8799 GADD45B -0.822795929524525 0.0323257839968071
11660 LPIN1 -1.71724759819919 0.0323494560231968
144 MLEC 0.712377458928037 0.0323588511901749
9303 PPP3CB 0.697614738100388 0.0323593426159751
2762 UPP1 -0.649366792835417 0.0324141868053737
20935 SLC26A6 -0.610397558500417 0.0324294494596874
3416 SCG5 1.62446805416564 0.032453634947482
5453 IL27RA -1.7931564746017 0.0324538064643574
755 NDUFB8 -0.573755730249033 0.0324643803020715
2741 CDK1 0.896166043768227 0.0324676145361521
15188 NA 1.36300166868625 0.0324679026138991
14246 NA -1.25755133246721 0.032473409575443
10603 COL3A1 3.35845253094766 0.0325005805707627
13984 TSPAN2 -2.38997500048077 0.0325037080758392
17326 SLC25A38 -0.516694264518994 0.0325375471354693
8798 GADD45B -1.18927881356477 0.0325525465352193
7216 IGSF1 -1.60108350790829 0.0325684657758853
18225 RNF25 0.675538268147866 0.0325686350231442
5585 ZNF91 -2.49446198270866 0.032569483918001
15622 LPXN -0.983296612063323 0.0326017637096232
15336 NA 1.43294816059144 0.0326095183135768
18586 RBKS -1.41386816822306 0.0326683576667189
18239 FBXO5 1.26657599826274 0.0326727653415194
18138 DCPS -0.589284206586012 0.0326759793118175
14238 NA 1.64133695515426 0.0326776720377202
17165 NDFIP1 -0.622899448407113 0.0326933759613065
20269 NA -2.52276125319151 0.032700550233996
19004 CLDN15 -0.674383807449048 0.0327078891925326
12184 STX6 0.664314871315959 0.0327158872359209
579 ANP32A 0.7847258958971 0.032726791969849
15124 NA -2.04527528760391 0.0327409789442573
13962 ACACB 1.97362795589601 0.0327414724540351
16637 SERPINB13 1.44295869068319 0.0327636681946486
8953 ABAT -2.18095903311805 0.0327792062072504
19635 EFCAB6 -1.86958412960627 0.0327870257041079
14328 APP -0.778438187256311 0.0327981908802107
20352 C1QTNF3 -1.07215577405606 0.0328146236252767
2129 HTATSF1 2.38441779959959 0.0328338074045377
4287 NR1D1 0.554494153761535 0.0328590517186073
16881 ARVCF -0.789699274461764 0.0328890162569967
8738 KIF1C 0.718638219648831 0.0328965864089707
5464 CGREF1 -0.65765340919376 0.0329364146456358
9426 PARP3 -1.3664411755823 0.0329430092811222
4484 ORC5 0.527493984982224 0.0329745018211512
14065 NA -1.75487731618532 0.0329907889235953
1389 LRRFIP1 0.882739090527653 0.0330024322310563
21437 RACGAP1 0.636330485275966 0.0330083610942881
19056 KREMEN2 -0.619076112444151 0.0330272376397608
20913 COX15 -0.582230293569694 0.033057618497235
4263 CSPG4 -2.53071251767129 0.0330939240362177
418 SSR1 0.64444412004045 0.0330960495091911
22259 NA 2.84249233535347 0.0331178880563577
22032 C9orf156 0.735479733153758 0.0331183497406038
18731  1.88698114876439 0.0331339249642408
13192 CAMKK2 0.66513315489132 0.0331368439119819
10948 GRK6 -0.641942264629644 0.0331715798392182
3830 CTIF -0.521734698593368 0.0332132051660925
8903 GRB10 -0.595377669923847 0.0332242566297777
14845 PACRG 2.00980667203344 0.0332452418380611
21753 RHOD -0.703225824237014 0.0332749448206745
5110 ALG13 -0.627492232172502 0.0332766926074128
17429 AKAP8L 0.503702354237853 0.0332956065698176
18065 LACTB2 0.76581437553257 0.0333286909405488
10 CYP2E1 -1.33607350226832 0.0333447100992233
16716 KRT8P17 0.686776298057458 0.0333797629707321
18768 EPS8L3 0.665307736376581 0.0334301689326029
15661 NA -1.6516735950732 0.0334315106377241
21322 UBE2H 0.58217054741589 0.0334991696448968
11830 NEDD4L 0.513768302334389 0.0335158008382632
21551 B4GALT7 -0.730013960423912 0.0335166976511303
8306  0.827570726730846 0.0335559740582297
452 SLC3A2 0.524037540064651 0.0335809883678675
14034 TMED7 -0.743551137009391 0.0335955619423058
360  -0.669597496759781 0.0335956111605188
16122 NA 1.2456551980554 0.0336240547816903
596 PSMC2 0.560962237678876 0.0336262353471234
20547  -1.00971544855317 0.0336538520234332
6663 NA 1.96890218888238 0.0336835252604739
18624 ELP5 -0.711462779022064 0.0337466587987065
13900 HES2 -2.57794378114736 0.0337550868499006
9457 AIMP2 0.628273333627286 0.0337781477106284
10660 TADA3 -0.730650435924104 0.0338158179754661
11384 H3F3B 0.582681848818977 0.0338181721061078
20366 TSPAN14 -0.537526616312379 0.0339173913289409
15088 SLC6A2 -1.77979281895427 0.0339848709243647
4295 FEN1 0.67844007316917 0.034010236313829
6893 IBSP -2.02109840092839 0.0340163110519531
9421 ATP2C1 -0.771990662897161 0.0340257657345121
2209 C3orf62 0.56275562649713 0.034034145687026
17036 NA -2.34970422275366 0.0340582549536338
9585 SH3GLB1 0.643314801772779 0.0340648546603975
393 EIF3F 2.70890149094773 0.0340650406369028
12432 RALGAPA1 0.942663255953869 0.0341009780460991
12228 NCAM1 0.674585248091061 0.0341113512913334
745 RPL3P7 -0.489257909257367 0.0342004520648877
12809 COL6A1 -0.763659090051382 0.0342185400078051
2667 DAPK1 0.592253436218215 0.0342614423318755
20422 COTL1 -0.531618638725149 0.0342737439077774
4349 TTK 0.795517192362478 0.0342770821993163
20613 MXD3 -0.763151118860725 0.0342772007402886
1330 SLC29A1 -0.584116120468097 0.0342983029041847
1158 ACP1 -0.577889749465315 0.0343584623398666
1154 INSIG1 -1.25594383903015 0.0343740561344157
18780 SCARA3 -1.84652608028423 0.0343766186131235
13812 SELENBP1 -0.565718207105425 0.0344065001497267
6011 CD5 1.3463222727106 0.0344310737913556
2936 DDB2 -0.629108819031689 0.0344350711033323
13737 ACACA -0.901044193239708 0.034440068014569
11782 RDX -0.838364427201522 0.0344737778704688
16604 ADAM3B -2.14394859565513 0.0344978142771202
3501 HDHD1 -0.726380358758732 0.0345006210627003
6509  -2.00819521275942 0.0345196956610477
11808 ZCCHC24 -2.32252511339603 0.0345378234496135
5412 ITGA4 -2.63563019853617 0.0345503465795302
16099 NA -1.64750483511308 0.034552554180249
11986 ZZEF1 0.604804440102898 0.0345612539589884
9908 RHD -1.60692261431072 0.0345626364306494
17222 RBM8A 1.51519608746234 0.0345630948310525
7305 ARSD -0.723205070264866 0.0345867056553244
11438 TBC1D9B -0.630571900829292 0.0345876184153163
15599 NA -1.94216672331034 0.0346010246423012
8663 GPM6B 1.09650220573166 0.0346034236578574
7999 GFI1B 1.65875476621639 0.034645926892506
2983 PRAF2 -1.01492822889055 0.0346474057168011
3890 F3 -0.788648488045234 0.0346533260072792
25 EIF4G2 0.636758588244405 0.034684873289383
21666 PDCD4-AS1 -2.44529135804609 0.034718841370619
3703 KLHL20 -0.780012491813032 0.0347834459788835
9937 PSMD4 0.717334364481683 0.0347954873171361
11633 NUP205 0.732946220857308 0.0347973819516852
7702 NFATC1 -1.0024698632281 0.0348246907397342
1875 UBE2K 0.481483648266265 0.0348508820730908
2396 POP4 -0.506597045600254 0.0348699418958997
20845 ARPP19 -0.563063749368349 0.0348709044112157
2149 IRF3 0.648562905508156 0.0348792389871497
11674 FNBP1 -0.677145359649709 0.0349055700433062
13948 IFNA5 1.45857381567867 0.0349290391548019
20100 SLC19A3 -2.23309441636951 0.0349572837800419
2026 SLC2A3 -1.87777517409419 0.0349751701044069
20362 UNC93B3 0.556159512510698 0.034979366393502
1230 PPP1R10 0.60491065558687 0.0349987535283746
15995 NA 1.91532731631386 0.0350642086214306
11476 GRINA 0.873381321742232 0.035086268950184
3173 FDX1 -2.11197632394339 0.0350879437186722
10181 HMG20B -0.733478778945836 0.0350880644535241
18322 C19orf60 -0.570864530250186 0.0351360657358008
8143 RPS14 -0.602417919437967 0.0351489244245358
16341 PLEC 0.755606085675756 0.0351727050069411
4345 HSD17B2 -0.682728606950855 0.0351858849646605
21482 THOC2 0.667865342769737 0.0351892080596666
5400 PIGL 0.64387633736274 0.0352306502698827
14802  -1.68146470645282 0.035235059552766
14986 NA 1.68289851093605 0.0352541895215204
2411 PPP2R1B 0.826438845496131 0.0352994917315317
1519 KIF5B 0.633507182782159 0.035355895950952
4867 ZBTB24 1.18633354307074 0.0353965602120172
17665 PAGR1 0.527586401213032 0.0354247054519397
14687 HLA-A 0.546035833513196 0.0354322539524614
11763 GART 0.644082065965479 0.0354396792900775
1410 B4GALT1 -1.67947924065642 0.0354738709188031
19602 KLHL7 -1.36622918648536 0.0355265595123027
18190 SLC35F2 -0.633242711544669 0.0355475161618494
12333 GPR116 -1.18020246034197 0.0355578583916376
12002 ZNF609 0.652906323660399 0.0355669119244231
18148 SAYSD1 1.75401440114358 0.0355829611406147
14920 NA 1.93457584218437 0.0356118206451352
2426 SDC3 -1.75207175065101 0.035643527681798
7772 ADAM28 2.78877407141527 0.0356450291071394
19245  1.04574880920004 0.0356838792022441
15919 TBC1D22B -1.45487309228209 0.0357201010339694
18165 UGGT2 1.38775642369057 0.0357287325496769
9513 ORC3 2.00299626107575 0.0358226241248725
15307 NA 1.78389181276047 0.0358242486109083
1144 CALD1 -2.54498354551761 0.0358298463504818
790 BGN -2.06160307950943 0.0358411095459363
12484 ACTR3 0.617565099273854 0.0358540908610741
1225 DNMT1 0.693651251630675 0.0358794117811368
13649 MAPRE3 -1.11194253573939 0.0358798588593184
4280 HLF -1.66666666666667 0.0359013559651638
8971 STRA13 -0.643550971224391 0.0359527235694276
12714 MDH2 -0.599541073727686 0.035969020919581
12144 TCF7L2 -0.610016169714142 0.0359733927520999
11692 OGT 0.693619844050505 0.0359736587544263
10015 ICA1 -0.581648490389599 0.035985854988866
19133 INCENP 1.06832398284717 0.0359860441557337
1829 RSRC2 0.790534660199185 0.0359921822566369
21212 NOMO3 -2.17391391934354 0.0360542195121839
2376 GRK6 -0.825190238796995 0.0360942072768133
18954 DPH5 -0.578510268858112 0.0361005724548962
