#Root Gene: Cl_chr1:0,200000000	 Tot. Edges: 15440
#Edge	Weight	Prob ( > 0 )	Cis/Trans
ZBTB40--LRRC8D	0.300046	0.435354	CIS
ZBTB40--NIPAL3	0.314841	0.674397	CIS
ZBTB40--LUZP1	0.315986	0.692910	CIS
ZBTB40--POU3F1	0.315594	0.686565	CIS
ZBTB40--HNRNPR	0.315986	0.692910	CIS
ZBTB40--EPHB2	0.315986	0.692910	CIS
ZBTB40--IL22RA1	0.314841	0.674397	CIS
ZBTB40--E2F2	0.315986	0.692910	CIS
ZBTB40--MAN1C1	0.310641	0.606540	CIS
ZBTB40--SLC44A3	0.305007	0.515508	CIS
ZBTB40--TCEA3	0.315986	0.692910	CIS
ZBTB40--RHD	0.312752	0.640648	CIS
ZBTB40--KDM1A	0.315986	0.692910	CIS
ZBTB40--RHBDL2	0.314908	0.675485	CIS
ZBTB40--TMEM48	0.312228	0.632190	CIS
ZBTB40--EPHA8	0.314787	0.673527	CIS
ZBTB40--MACF1	0.314908	0.675485	CIS
ZBTB40--PHACTR4	0.314535	0.669467	CIS
ZBTB40--HIVEP3	0.312384	0.634702	CIS
ZBTB40--LOC388630	0.313971	0.660342	CIS
ZBTB40--SMPDL3B	0.314535	0.669467	CIS
ZBTB40--OSCP1	0.313465	0.652177	CIS
ZBTB40--RIMS3	0.311649	0.622836	CIS
ZBTB40--TAF12	0.314535	0.669467	CIS
ZBTB40--LOC729059	0.315986	0.692910	CIS
ZBTB40--CSMD2	0.317911	0.724012	CIS
ZBTB40--EPB41	0.314637	0.671102	CIS
ZBTB40--C1QA	0.314787	0.673527	CIS
ZBTB40--C1QC	0.314787	0.673527	CIS
EPHA8--SRSF10	0.314841	0.674397	CIS
EPHA8--EPHA8	0.314787	0.673527	CIS
EPHA8--MECR	0.314637	0.671102	CIS
EPHA8--EPHB2	0.315986	0.692910	CIS
EPHA8--KLF17	0.311958	0.627816	CIS
EPHA8--CDCA8	0.315594	0.686565	CIS
EPHA8--RPL11	0.314841	0.674397	CIS
EPHA8--KDM1A	0.315986	0.692910	CIS
EPHA8--HNRNPR	0.315986	0.692910	CIS
C1QA--C1QA	0.314787	0.673527	CIS
C1QA--C1QC	0.314787	0.673527	CIS
C1QA--EPHB2	0.315986	0.692910	CIS
C1QA--C1QB	0.314787	0.673527	CIS
C1QA--PSMA5	0.303301	0.487949	CIS
C1QC--C1QC	0.314787	0.673527	CIS
C1QC--EPHB2	0.315986	0.692910	CIS
C1QC--C1QB	0.314787	0.673527	CIS
C1QC--PSMA5	0.303301	0.487949	CIS
C1QB--EPHB2	0.315986	0.692910	CIS
C1QB--GRHL3	0.314841	0.674397	CIS
C1QB--C1QB	0.314787	0.673527	CIS
C1QB--LUZP1	0.315986	0.692910	CIS
EPHB2--EPHB2	0.317191	0.712367	CIS
EPHB2--LUZP1	0.317191	0.712367	CIS
EPHB2--KDM1A	0.317191	0.712367	CIS
EPHB2--CSMD2	0.318685	0.736518	CIS
EPHB2--DOCK7	0.314167	0.663515	CIS
EPHB2--LSM10	0.314660	0.671479	CIS
EPHB2--COL16A1	0.316150	0.695550	CIS
EPHB2--MYOM3	0.316040	0.693783	CIS
EPHB2--ZMYM4	0.311774	0.624852	CIS
EPHB2--SYF2	0.313944	0.659905	CIS
EPHB2--C1orf63	0.313944	0.659905	CIS
EPHB2--TMED5	0.302397	0.473343	CIS
EPHB2--TCEA3	0.317191	0.712367	CIS
EPHB2--SLC2A1	0.317038	0.709904	CIS
EPHB2--RIMKLA	0.313574	0.653937	CIS
EPHB2--HMGCL	0.316040	0.693783	CIS
EPHB2--C1orf130	0.316040	0.693783	CIS
EPHB2--HIVEP3	0.313574	0.653937	CIS
EPHB2--HTR1D	0.317191	0.712367	CIS
EPHB2--OSBPL9	0.310580	0.605560	CIS
EPHB2--AHCYL1	0.299847	0.432144	CIS
EPHB2--NIPAL3	0.316040	0.693783	CIS
EPHB2--PHACTR4	0.315734	0.688834	CIS
EPHB2--ARID1A	0.316945	0.708394	CIS
EPHB2--ASAP3	0.317191	0.712367	CIS
EPHB2--PTPRF	0.313146	0.647024	CIS
EPHB2--KPNA6	0.316150	0.695550	CIS
EPHB2--HNRNPR	0.317191	0.712367	CIS
EPHB2--PITHD1	0.316040	0.693783	CIS
EPHB2--USP33	0.306985	0.547479	CIS
EPHB2--FAF1	0.315170	0.679716	CIS
EPHB2--CCDC18	0.302397	0.473343	CIS
EPHB2--KDM4A	0.313146	0.647024	CIS
EPHB2--EXTL1	0.311825	0.625668	CIS
EPHB2--SLC30A2	0.311825	0.625668	CIS
EPHB2--E2F2	0.317191	0.712367	CIS
EPHB2--CNKSR1	0.311825	0.625668	CIS
EPHB2--CATSPER4	0.311825	0.625668	CIS
EPHB2--SLC44A5	0.314592	0.670374	CIS
EPHB2--SZT2	0.317038	0.709904	CIS
EPHB2--RHD	0.313944	0.659905	CIS
EPHB2--LIN28A	0.311825	0.625668	CIS
EPHB2--AHDC1	0.316945	0.708394	CIS
EPHB2--ATG4C	0.309850	0.593760	CIS
EPHB2--KCNQ4	0.312837	0.642026	CIS
EPHB2--RNF19B	0.318685	0.736518	CIS
EPHB2--AGBL4	0.312035	0.629061	CIS
EPHB2--RPA2	0.315734	0.688834	CIS
EPHB2--LRRC41	0.315952	0.692348	CIS
EPHB2--LOC729059	0.317191	0.712367	CIS
EPHB2--ZYG11B	0.312650	0.639006	CIS
EPHB2--SRRM1	0.316040	0.693783	CIS
EPHB2--WASF2	0.316945	0.708394	CIS
EPHB2--FUCA1	0.316040	0.693783	CIS
EPHB2--PAQR7	0.311825	0.625668	CIS
EPHB2--TAF12	0.315734	0.688834	CIS
EPHB2--ITGB3BP	0.309850	0.593760	CIS
EPHB2--PTGER3	0.312651	0.639026	CIS
EPHB2--CLSPN	0.314660	0.671479	CIS
EPHB2--ZNF436	0.317191	0.712367	CIS
EPHB2--PUM1	0.315263	0.681228	CIS
EPHB2--AMY2A	0.302751	0.479066	CIS
EPHB2--LPPR5	0.305039	0.516034	CIS
EPHB2--FGGY	0.302043	0.467616	CIS
EPHB2--EPB41	0.315836	0.690476	CIS
EPHB2--BCAR3	0.299078	0.419714	CIS
LOC729059--LOC729059	0.317191	0.712367	CIS
LOC729059--KDM1A	0.317191	0.712367	CIS
LOC729059--CSMD2	0.319123	0.743588	CIS
LOC729059--TCEA3	0.317191	0.712367	CIS
LOC729059--LUZP1	0.317191	0.712367	CIS
KDM1A--KDM1A	0.317191	0.712367	CIS
KDM1A--CSMD2	0.319123	0.743588	CIS
KDM1A--TCEA3	0.317191	0.712367	CIS
KDM1A--LUZP1	0.317191	0.712367	CIS
KDM1A--ASAP3	0.317191	0.712367	CIS
KDM1A--HMGCL	0.316040	0.693783	CIS
KDM1A--HTR1D	0.317191	0.712367	CIS
KDM1A--TRIM62	0.318685	0.736518	CIS
KDM1A--ABCA4	0.299078	0.419714	CIS
LUZP1--LUZP1	0.317191	0.712367	CIS
LUZP1--HTR1D	0.317191	0.712367	CIS
LUZP1--C1orf185	0.315170	0.679716	CIS
LUZP1--E2F2	0.317191	0.712367	CIS
LUZP1--HNRNPR	0.317191	0.712367	CIS
LUZP1--ZMYM6	0.311774	0.624852	CIS
LUZP1--CLIC4	0.313944	0.659905	CIS
LUZP1--ZBTB8A	0.318685	0.736518	CIS
LUZP1--MACF1	0.316108	0.694876	CIS
LUZP1--BMP8A	0.316108	0.694876	CIS
LUZP1--C1orf201	0.316040	0.693783	CIS
LUZP1--ZNF436	0.317191	0.712367	CIS
LUZP1--NUDC	0.316945	0.708394	CIS
LUZP1--PEF1	0.316150	0.695550	CIS
LUZP1--MYOM3	0.316040	0.693783	CIS
LUZP1--SMPDL3B	0.315734	0.688834	CIS
LUZP1--HMGCL	0.316040	0.693783	CIS
LUZP1--KCND3	0.298191	0.405378	CIS
HTR1D--HNRNPR	0.317191	0.712367	CIS
HTR1D--HTR1D	0.317191	0.712367	CIS
HTR1D--HIVEP3	0.312837	0.642026	CIS
HTR1D--MPL	0.317038	0.709904	CIS
HTR1D--NIPAL3	0.316040	0.693783	CIS
HTR1D--MAN1C1	0.313944	0.659905	CIS
HNRNPR--CSMD2	0.319123	0.743588	CIS
HNRNPR--DLGAP3	0.311774	0.624852	CIS
HNRNPR--FUCA1	0.316040	0.693783	CIS
HNRNPR--HNRNPR	0.317191	0.712367	CIS
HNRNPR--MYOM3	0.316040	0.693783	CIS
HNRNPR--ASAP3	0.317191	0.712367	CIS
HNRNPR--TCEA3	0.317191	0.712367	CIS
HNRNPR--ZNF436	0.317191	0.712367	CIS
HNRNPR--PNRC2	0.316040	0.693783	CIS
HNRNPR--C1orf130	0.316040	0.693783	CIS
HNRNPR--TCEB3	0.316040	0.693783	CIS
HNRNPR--MAN1C1	0.311825	0.625668	CIS
HNRNPR--IL28RA	0.316040	0.693783	CIS
HNRNPR--IL22RA1	0.316040	0.693783	CIS
HNRNPR--E2F2	0.317191	0.712367	CIS
HNRNPR--EXTL1	0.311825	0.625668	CIS
HNRNPR--CNR2	0.316040	0.693783	CIS
HNRNPR--INADL	0.314167	0.663515	CIS
ZNF436--ASAP3	0.317191	0.712367	CIS
ZNF436--ZNF436	0.317191	0.712367	CIS
ZNF436--SH3BGRL3	0.311825	0.625668	CIS
ZNF436--UBXN11	0.311825	0.625668	CIS
ZNF436--TCEA3	0.317191	0.712367	CIS
ZNF436--NIPAL3	0.316040	0.693783	CIS
ZNF436--RPL11	0.316040	0.693783	CIS
ZNF436--E2F2	0.317191	0.712367	CIS
ZNF436--HMGCL	0.316040	0.693783	CIS
ZNF436--DNAJC8	0.315734	0.688834	CIS
ZNF436--SRSF10	0.316040	0.693783	CIS
TCEA3--ASAP3	0.317191	0.712367	CIS
TCEA3--NOTCH2	0.300463	0.442088	CIS
TCEA3--TCEA3	0.317191	0.712367	CIS
TCEA3--RAB3B	0.310580	0.605560	CIS
TCEA3--E2F2	0.317191	0.712367	CIS
TCEA3--HMGCL	0.316040	0.693783	CIS
TCEA3--ZMYM4	0.311774	0.624852	CIS
TCEA3--C1orf168	0.316887	0.707466	CIS
TCEA3--RPL11	0.316040	0.693783	CIS
TCEA3--ZMYM1	0.311774	0.624852	CIS
TCEA3--EVI5	0.302397	0.473343	CIS
TCEA3--RHCE	0.313944	0.659905	CIS
TCEA3--KIAA0319L	0.311774	0.624852	CIS
TCEA3--SEPN1	0.311825	0.625668	CIS
TCEA3--CLIC4	0.313944	0.659905	CIS
TCEA3--IL22RA1	0.316040	0.693783	CIS
TCEA3--C1orf201	0.316040	0.693783	CIS
TCEA3--OSBPL9	0.310580	0.605560	CIS
ASAP3--ASAP3	0.317191	0.712367	CIS
ASAP3--SYF2	0.313944	0.659905	CIS
ASAP3--C1orf63	0.313944	0.659905	CIS
ASAP3--ADAM30	0.300463	0.442088	CIS
ASAP3--WDR47	0.304457	0.506624	CIS
ASAP3--GRHL3	0.316040	0.693783	CIS
ASAP3--C1orf130	0.316040	0.693783	CIS
ASAP3--HMGCL	0.316040	0.693783	CIS
ASAP3--TCEB3	0.316040	0.693783	CIS
ASAP3--COL16A1	0.316150	0.695550	CIS
ASAP3--TMEM57	0.313944	0.659905	CIS
ASAP3--ZNF683	0.311825	0.625668	CIS
ASAP3--C1orf201	0.316040	0.693783	CIS
ASAP3--E2F2	0.317191	0.712367	CIS
ASAP3--IL22RA1	0.316040	0.693783	CIS
ASAP3--ZCCHC17	0.315263	0.681228	CIS
E2F2--E2F2	0.317191	0.712367	CIS
E2F2--LYPLA2	0.316040	0.693783	CIS
E2F2--GALE	0.316040	0.693783	CIS
E2F2--HMGCL	0.316040	0.693783	CIS
E2F2--FUCA1	0.316040	0.693783	CIS
E2F2--ORC1	0.310580	0.605560	CIS
E2F2--CNR2	0.316040	0.693783	CIS
E2F2--MYOM3	0.316040	0.693783	CIS
E2F2--CLCA1	0.307637	0.558003	CIS
E2F2--NIPAL3	0.316040	0.693783	CIS
RPL11--HMGCL	0.314894	0.675266	CIS
RPL11--TCEB3	0.314894	0.675266	CIS
RPL11--STMN1	0.310694	0.607398	CIS
RPL11--IL28RA	0.314894	0.675266	CIS
RPL11--CNR2	0.314894	0.675266	CIS
RPL11--SRRM1	0.314894	0.675266	CIS
TCEB3--MAN1C1	0.310694	0.607398	CIS
TCEB3--HMGCL	0.314894	0.675266	CIS
TCEB3--TCEB3	0.314894	0.675266	CIS
TCEB3--C1orf201	0.314894	0.675266	CIS
TCEB3--SPATA6	0.314024	0.661209	CIS
TCEB3--MYOM3	0.314894	0.675266	CIS
TCEB3--LYPLA2	0.314894	0.675266	CIS
TCEB3--GALE	0.314894	0.675266	CIS
TCEB3--PUM1	0.314120	0.662757	CIS
TCEB3--RCAN3	0.314894	0.675266	CIS
TCEB3--FUCA1	0.314894	0.675266	CIS
TCEB3--CNR2	0.314894	0.675266	CIS
TCEB3--FOXJ3	0.312437	0.635565	CIS
TCEB3--CLIC4	0.312805	0.641511	CIS
TCEB3--SRSF10	0.314894	0.675266	CIS
TCEB3--EIF3I	0.315003	0.677027	CIS
TCEB3--EBNA1BP2	0.315889	0.691329	CIS
TCEB3--THRAP3	0.313519	0.653043	CIS
TCEB3--PITHD1	0.314894	0.675266	CIS
TCEB3--TMEM50A	0.312805	0.641511	CIS
TCEB3--IL22RA1	0.314894	0.675266	CIS
PITHD1--HMGCL	0.314894	0.675266	CIS
PITHD1--MYOM3	0.314894	0.675266	CIS
PITHD1--C1orf130	0.314894	0.675266	CIS
LYPLA2--MYOM3	0.314894	0.675266	CIS
LYPLA2--HMGCL	0.314894	0.675266	CIS
LYPLA2--LYPLA2	0.314894	0.675266	CIS
LYPLA2--GALE	0.314894	0.675266	CIS
LYPLA2--CNR2	0.314894	0.675266	CIS
LYPLA2--MECR	0.314690	0.671971	CIS
LYPLA2--CLIC4	0.312805	0.641511	CIS
GALE--HMGCL	0.314894	0.675266	CIS
GALE--CNR2	0.314894	0.675266	CIS
GALE--MYOM3	0.314894	0.675266	CIS
GALE--MECR	0.314690	0.671971	CIS
GALE--CLIC4	0.312805	0.641511	CIS
HMGCL--HMGCL	0.314894	0.675266	CIS
HMGCL--CNR2	0.314894	0.675266	CIS
HMGCL--MYOM3	0.314894	0.675266	CIS
HMGCL--MECR	0.314690	0.671971	CIS
HMGCL--CLIC4	0.312805	0.641511	CIS
HMGCL--TRAPPC3	0.313519	0.653043	CIS
HMGCL--MAP7D1	0.313519	0.653043	CIS
HMGCL--C1orf130	0.314894	0.675266	CIS
HMGCL--IPO13	0.312011	0.628677	CIS
HMGCL--GRHL3	0.314894	0.675266	CIS
HMGCL--DNAJC6	0.306969	0.547217	CIS
HMGCL--SCP2	0.311516	0.620688	CIS
HMGCL--IL28RA	0.314894	0.675266	CIS
HMGCL--RHD	0.312805	0.641511	CIS
HMGCL--CSMD2	0.317530	0.717846	CIS
HMGCL--PNRC2	0.314894	0.675266	CIS
HMGCL--RCAN3	0.314894	0.675266	CIS
HMGCL--C1orf201	0.314894	0.675266	CIS
HMGCL--NIPAL3	0.314894	0.675266	CIS
HMGCL--FUCA1	0.314894	0.675266	CIS
HMGCL--ZNF642	0.308333	0.569259	CIS
HMGCL--EPB41	0.314690	0.671971	CIS
HMGCL--TMEM200B	0.314690	0.671971	CIS
HMGCL--ZNF643	0.308333	0.569259	CIS
HMGCL--SRSF10	0.314894	0.675266	CIS
FUCA1--FUCA1	0.314894	0.675266	CIS
FUCA1--CNR2	0.314894	0.675266	CIS
FUCA1--ADC	0.317530	0.717846	CIS
FUCA1--IL22RA1	0.314894	0.675266	CIS
FUCA1--TAF12	0.314589	0.670335	CIS
FUCA1--IL28RA	0.314894	0.675266	CIS
FUCA1--SRSF10	0.314894	0.675266	CIS
FUCA1--MYOM3	0.314894	0.675266	CIS
FUCA1--C1orf201	0.314894	0.675266	CIS
FUCA1--C1orf130	0.314894	0.675266	CIS
FUCA1--TMEM50A	0.312805	0.641511	CIS
FUCA1--GRHL3	0.314894	0.675266	CIS
FUCA1--SRRM1	0.314894	0.675266	CIS
CNR2--MYOM3	0.314894	0.675266	CIS
CNR2--CNR2	0.314894	0.675266	CIS
CNR2--IL28RA	0.314894	0.675266	CIS
CNR2--IL22RA1	0.314894	0.675266	CIS
CNR2--C1orf130	0.314894	0.675266	CIS
CNR2--TMEM50A	0.312805	0.641511	CIS
CNR2--GRHL3	0.314894	0.675266	CIS
CNR2--SRSF10	0.314894	0.675266	CIS
CNR2--SRRM1	0.314894	0.675266	CIS
CNR2--CLIC4	0.312805	0.641511	CIS
CNR2--CSMD2	0.317966	0.724890	CIS
CNR2--NIPAL3	0.314894	0.675266	CIS
PNRC2--SRSF10	0.314894	0.675266	CIS
SRSF10--SRSF10	0.314894	0.675266	CIS
SRSF10--RHD	0.312805	0.641511	CIS
SRSF10--EPB41	0.314690	0.671971	CIS
SRSF10--INADL	0.313028	0.645108	CIS
SRSF10--IL22RA1	0.314894	0.675266	CIS
SRSF10--TMEM50A	0.312805	0.641511	CIS
SRSF10--GRHL3	0.314894	0.675266	CIS
SRSF10--C1orf130	0.314894	0.675266	CIS
SRSF10--CLIC4	0.312805	0.641511	CIS
SRSF10--ZCCHC17	0.314120	0.662757	CIS
SRSF10--MYOM3	0.314894	0.675266	CIS
MYOM3--MYOM3	0.314894	0.675266	CIS
MYOM3--NIPAL3	0.314894	0.675266	CIS
MYOM3--IL22RA1	0.314894	0.675266	CIS
MYOM3--GRHL3	0.314894	0.675266	CIS
MYOM3--KCNQ4	0.311703	0.623697	CIS
MYOM3--SRRM1	0.314894	0.675266	CIS
MYOM3--IL28RA	0.314894	0.675266	CIS
MYOM3--C1orf130	0.314894	0.675266	CIS
MYOM3--PHACTR4	0.314589	0.670335	CIS
MYOM3--RCC1	0.314589	0.670335	CIS
MYOM3--NR0B2	0.315795	0.689824	CIS
MYOM3--NUDC	0.315795	0.689824	CIS
MYOM3--ADC	0.317530	0.717846	CIS
MYOM3--CLIC4	0.312805	0.641511	CIS
MYOM3--MAN1A2	0.293254	0.325619	CIS
MYOM3--RNF220	0.312011	0.628677	CIS
MYOM3--FAM76A	0.314589	0.670335	CIS
MYOM3--MAN1C1	0.312805	0.641511	CIS
MYOM3--CTPS	0.311703	0.623697	CIS
MYOM3--DOCK7	0.308726	0.575606	CIS
MYOM3--RCAN3	0.314894	0.675266	CIS
MYOM3--KHDRBS1	0.315003	0.677027	CIS
MYOM3--CEP85	0.310694	0.607398	CIS
MYOM3--TMEM57	0.312805	0.641511	CIS
MYOM3--IL12RB2	0.306559	0.540586	CIS
MYOM3--DNAJC8	0.314589	0.670335	CIS
MYOM3--ZCCHC11	0.309454	0.587363	CIS
MYOM3--EPS8L3	0.298760	0.414576	CIS
MYOM3--RHCE	0.312805	0.641511	CIS
MYOM3--TMEM50A	0.312805	0.641511	CIS
MYOM3--CSMD2	0.317966	0.724890	CIS
IL22RA1--IL28RA	0.314894	0.675266	CIS
IL22RA1--IL22RA1	0.314894	0.675266	CIS
IL22RA1--MAP3K6	0.315795	0.689824	CIS
IL22RA1--FCN3	0.315795	0.689824	CIS
IL22RA1--CD164L2	0.315795	0.689824	CIS
IL22RA1--C1orf130	0.314894	0.675266	CIS
IL22RA1--DHDDS	0.310694	0.607398	CIS
IL22RA1--HMGN2	0.310694	0.607398	CIS
IL22RA1--GRHL3	0.314894	0.675266	CIS
IL22RA1--SRRM1	0.314894	0.675266	CIS
IL22RA1--WASF2	0.315795	0.689824	CIS
IL22RA1--CEP85	0.310694	0.607398	CIS
IL22RA1--ELAVL4	0.310903	0.610779	CIS
IL22RA1--EYA3	0.314589	0.670335	CIS
IL28RA--IL28RA	0.314894	0.675266	CIS
IL28RA--NIPAL3	0.314894	0.675266	CIS
IL28RA--C1orf130	0.314894	0.675266	CIS
IL28RA--MAN1C1	0.312805	0.641511	CIS
IL28RA--CLIC4	0.312805	0.641511	CIS
IL28RA--CHI3L2	0.301053	0.451623	CIS
IL28RA--MACF1	0.314962	0.676355	CIS
IL28RA--GRHL3	0.314894	0.675266	CIS
IL28RA--TMEM50A	0.312805	0.641511	CIS
IL28RA--RHCE	0.312805	0.641511	CIS
IL28RA--TMEM222	0.315795	0.689824	CIS
IL28RA--C1orf201	0.314894	0.675266	CIS
GRHL3--GRHL3	0.314894	0.675266	CIS
GRHL3--C1orf201	0.314894	0.675266	CIS
GRHL3--NIPAL3	0.314894	0.675266	CIS
GRHL3--SRRM1	0.314894	0.675266	CIS
GRHL3--C1orf130	0.314894	0.675266	CIS
GRHL3--CLIC4	0.312805	0.641511	CIS
GRHL3--MAN1C1	0.312805	0.641511	CIS
GRHL3--TMEM50A	0.312805	0.641511	CIS
GRHL3--TMEM125	0.315889	0.691329	CIS
GRHL3--C1orf210	0.315889	0.691329	CIS
GRHL3--WDTC1	0.315795	0.689824	CIS
GRHL3--ZNF683	0.310694	0.607398	CIS
GRHL3--RHCE	0.312805	0.641511	CIS
GRHL3--RCAN3	0.314894	0.675266	CIS
GRHL3--WASF2	0.315795	0.689824	CIS
GRHL3--FGGY	0.300947	0.449919	CIS
GRHL3--TMEM57	0.312805	0.641511	CIS
C1orf201--NIPAL3	0.314894	0.675266	CIS
C1orf201--RCAN3	0.314894	0.675266	CIS
C1orf201--C1orf201	0.314894	0.675266	CIS
C1orf201--XKR8	0.314589	0.670335	CIS
C1orf201--EYA3	0.314589	0.670335	CIS
C1orf201--SRRM1	0.314894	0.675266	CIS
C1orf201--CSMD2	0.317966	0.724890	CIS
C1orf201--RHD	0.312805	0.641511	CIS
C1orf201--C1orf130	0.314894	0.675266	CIS
C1orf201--CLIC4	0.312805	0.641511	CIS
NIPAL3--NIPAL3	0.314894	0.675266	CIS
NIPAL3--C1orf130	0.314894	0.675266	CIS
NIPAL3--SRRM1	0.314894	0.675266	CIS
NIPAL3--SESN2	0.314589	0.670335	CIS
NIPAL3--CLIC4	0.312805	0.641511	CIS
NIPAL3--PAQR7	0.310694	0.607398	CIS
NIPAL3--RCAN3	0.314894	0.675266	CIS
NIPAL3--STMN1	0.310694	0.607398	CIS
NIPAL3--MAN1C1	0.312805	0.641511	CIS
NIPAL3--TMEM50A	0.312805	0.641511	CIS
NIPAL3--RHCE	0.312805	0.641511	CIS
NIPAL3--EIF2B3	0.311028	0.612801	CIS
RCAN3--RCAN3	0.314894	0.675266	CIS
RCAN3--C1orf130	0.314894	0.675266	CIS
RCAN3--CLIC4	0.312805	0.641511	CIS
RCAN3--SRRM1	0.314894	0.675266	CIS
RCAN3--BAI2	0.315003	0.677027	CIS
RCAN3--PTPRU	0.314690	0.671971	CIS
RCAN3--DAB1	0.315738	0.688900	CIS
RCAN3--CSMD2	0.317966	0.724890	CIS
RCAN3--RHD	0.312805	0.641511	CIS
RCAN3--PHACTR4	0.314589	0.670335	CIS
RCAN3--SYF2	0.312805	0.641511	CIS
RCAN3--C1orf63	0.312805	0.641511	CIS
C1orf130--RHCE	0.312805	0.641511	CIS
C1orf130--CLIC4	0.312805	0.641511	CIS
C1orf130--C1orf130	0.314894	0.675266	CIS
C1orf130--CAPZA1	0.297828	0.399520	CIS
C1orf130--MOV10	0.297828	0.399520	CIS
C1orf130--MAN1C1	0.310694	0.607398	CIS
C1orf130--SEPN1	0.310694	0.607398	CIS
C1orf130--FAM54B	0.310694	0.607398	CIS
C1orf130--SRRM1	0.314894	0.675266	CIS
C1orf130--SLC9A1	0.315795	0.689824	CIS
C1orf130--RHD	0.312805	0.641511	CIS
C1orf130--PUM1	0.314120	0.662757	CIS
C1orf130--TMEM50A	0.312805	0.641511	CIS
C1orf130--EXTL1	0.310694	0.607398	CIS
C1orf130--RLF	0.308333	0.569259	CIS
C1orf130--RUNX3	0.312805	0.641511	CIS
C1orf130--SYF2	0.312805	0.641511	CIS
C1orf130--C1orf63	0.312805	0.641511	CIS
C1orf130--YTHDF2	0.314690	0.671971	CIS
C1orf130--IL23R	0.306559	0.540586	CIS
C1orf130--TMEM57	0.312805	0.641511	CIS
C1orf130--SSBP3	0.312282	0.633052	CIS
C1orf130--HIVEP3	0.312437	0.635565	CIS
SRRM1--MAN1C1	0.310694	0.607398	CIS
SRRM1--SRRM1	0.314894	0.675266	CIS
SRRM1--TMEM50A	0.312805	0.641511	CIS
SRRM1--RHCE	0.312805	0.641511	CIS
SRRM1--CLIC4	0.312805	0.641511	CIS
SRRM1--RHD	0.312805	0.641511	CIS
SRRM1--EIF2C1	0.313519	0.653043	CIS
SRRM1--EPB41	0.314690	0.671971	CIS
SRRM1--INPP5B	0.315648	0.687436	CIS
SRRM1--TRIM62	0.317530	0.717846	CIS
SRRM1--OMA1	0.314088	0.662230	CIS
SRRM1--CCDC30	0.315889	0.691329	CIS
SRRM1--FNDC7	0.303353	0.488786	CIS
SRRM1--YTHDF2	0.314690	0.671971	CIS
SRRM1--TMEM57	0.312805	0.641511	CIS
CLIC4--CLIC4	0.310730	0.607981	CIS
CLIC4--RHD	0.310730	0.607981	CIS
CLIC4--PAFAH2	0.308633	0.574093	CIS
CLIC4--EIF2C1	0.311439	0.619436	CIS
CLIC4--GBP3	0.303454	0.490417	CIS
CLIC4--TMEM57	0.310730	0.607981	CIS
CLIC4--MAN1C1	0.310730	0.607981	CIS
CLIC4--YTHDF2	0.312603	0.638238	CIS
CLIC4--EVI5	0.299302	0.423328	CIS
CLIC4--TMEM50A	0.310730	0.607981	CIS
CLIC4--RHCE	0.310730	0.607981	CIS
CLIC4--CDC14A	0.306261	0.535774	CIS
CLIC4--FAF1	0.311944	0.627588	CIS
CLIC4--SYF2	0.310730	0.607981	CIS
CLIC4--C1orf63	0.310730	0.607981	CIS
CLIC4--ARID1A	0.313700	0.655973	CIS
CLIC4--ZCCHC17	0.312036	0.629085	CIS
CLIC4--CSMD2	0.315856	0.690806	CIS
RUNX3--SEPN1	0.308633	0.574093	CIS
RUNX3--RHCE	0.310730	0.607981	CIS
SYF2--MAN1C1	0.308633	0.574093	CIS
SYF2--RHCE	0.310730	0.607981	CIS
SYF2--RHD	0.310730	0.607981	CIS
SYF2--WDTC1	0.313700	0.655973	CIS
SYF2--CNKSR1	0.308633	0.574093	CIS
SYF2--CATSPER4	0.308633	0.574093	CIS
SYF2--TMEM50A	0.310730	0.607981	CIS
SYF2--TMEM57	0.310730	0.607981	CIS
SYF2--SYF2	0.310730	0.607981	CIS
SYF2--C1orf63	0.310730	0.607981	CIS
SYF2--AK2	0.315423	0.683809	CIS
SYF2--HIVEP3	0.310364	0.602074	CIS
SYF2--CEP85	0.308633	0.574093	CIS
SYF2--GRIK3	0.310061	0.597166	CIS
SYF2--EXTL1	0.308633	0.574093	CIS
SYF2--SLC30A2	0.308633	0.574093	CIS
SYF2--PAQR7	0.308633	0.574093	CIS
C1orf63--MAN1C1	0.310730	0.607981	CIS
C1orf63--RHCE	0.310730	0.607981	CIS
C1orf63--RHD	0.310730	0.607981	CIS
C1orf63--TMEM57	0.310730	0.607981	CIS
C1orf63--C1orf63	0.310730	0.607981	CIS
C1orf63--TMEM50A	0.310730	0.607981	CIS
C1orf63--AK2	0.315423	0.683809	CIS
C1orf63--HIVEP3	0.310364	0.602074	CIS
C1orf63--CEP85	0.308633	0.574093	CIS
C1orf63--GRIK3	0.310061	0.597166	CIS
C1orf63--EXTL1	0.308633	0.574093	CIS
C1orf63--SLC30A2	0.308633	0.574093	CIS
C1orf63--PAQR7	0.308633	0.574093	CIS
RHD--ZSWIM5	0.308965	0.579461	CIS
RHD--TMEM57	0.310730	0.607981	CIS
RHD--RHCE	0.310730	0.607981	CIS
RHD--RHD	0.310730	0.607981	CIS
RHD--MACF1	0.312872	0.642593	CIS
RHD--MAN1C1	0.310730	0.607981	CIS
RHD--TMEM50A	0.310730	0.607981	CIS
RHD--MAP3K6	0.313700	0.655973	CIS
