#mm10.refGene.chrom	mm10.refGene.strand	mm10.refGene.txStart	mm10.refGene.txEnd	mm10.kgXref.geneSymbol	mm10.knownToLocusLink.value
chr2	+	145786115	145887616	Rin2	74030,
chr2	-	146241298	146512004	Ralgapa2	241694,
chr2	+	147013059	147077997	Xrn2	24128,
chr2	+	146855888	146970089	Plk1s1	228730,
chr2	+	147184082	147331681	Nkx2-2as	100313531
chr2	-	150310936	150362765	3300002I08Rik	69277
chr2	-	150583080	150608523	2310001A20Rik	71881
chr2	-	150832514	150904731	Abhd12	76192
chr2	+	151911331	151944654	Angpt4	11602
chr2	-	151645403	151668533	Rad21l	668929,
chr2	-	152780667	152831682	Bcl2l1	12048,
chr2	+	152669460	152708668	H13	14950,
chr2	+	152293871	152312590	Tbc1d20	67231
chr2	+	152415586	152444328	6820408C15Rik	228778,
chr2	+	152669460	152708668	H13	14950
chr2	+	153875044	153895270	Bpifb2	66557
chr2	-	153222369	153225441	Tspyl3	241732
chr2	+	154008275	154016073	Bpifa2	19194
chr2	+	153741286	153773314	Mapre1	13589
chr2	-	153407460	153529971	8430427H17Rik	329540
chr2	+	153346138	153404007	Asxl1	228790
chr2	+	154791109	154867261	Raly	19383
chr2	+	154791109	154867261	Raly	19383
chr2	+	154791109	154867261	Raly	19383
chr2	-	154376313	154408084	Snta1	20648,
chr2	+	154436483	154539356	Cbfa2t2	12396
chr2	+	154657025	154694783	Chmp4b	75608,
chr2	+	154791109	154867261	Raly	19383
chr2	+	154436483	154539356	Cbfa2t2	12396
chr2	+	155956557	155998900	Cep250	16328
chr2	+	155956557	155998900	Cep250	16328
chr2	-	155701672	155729475	Edem2	108687
chr2	-	156094881	156111965	Rbm12	75710
chr2	+	155956557	155998900	Cep250	16328,
chr2	+	155956557	155998900	Cep250	16328
chr2	-	156094881	156111965	Rbm12Cpne1,	75710,
chr2	-	156071840	156111965	Cpne1	266692
chr2	-	156071840	156111965	Cpne1	266692
chr2	-	155563182	155592706	Gss	14854,
chr2	-	155278251	155357424	Pigu	228812
chr2	-	157010441	157079265	9830001H06Rik	320706
chr2	+	156421051	156543214	Epb4.1l1	13821,
chr2	+	156613704	156764363	Dlgap4	228836,
chr2	-	157145893	157204534	Rbl1	19650
chr2	+	156312472	156375638	4921517L17Rik	70873,
chr2	+	156720984	156764363	Dlgap4	228836,
chr2	+	156721278	156764363	Dlgap4	228836
chr2	+	156475836	156543214	Epb4.1l1	13821
chr2	+	156421051	156543214	Epb4.1l1	13821,
chr2	+	158028793	158077320	Rprd1b	70470,
chr2	+	157737400	157891903	Ctnnbl1	66642
chr2	+	157914652	157944719	Vstm2l	277432
chr2	-	158070363	158091797	2010009K17Rik	72340
chr2	-	158195747	158229222	D630003M21Rik	228846
chr2	-	158182532	158229222	D630003M21Rik	228846
chr2	+	158409852	158499253	Ralgapb	228850,
chr2	+	158666732	158766334	Ppp1r16b	228852,
chr2	-	158595471	158610723	Gm14204	100045469
chr2	+	158667134	158766334	Ppp1r16b	228852
chr2	+	160016652	160040620	9130015L21Rik	71613
chr2	+	160645896	160722763	Top1	21969
chr2	-	160770446	160872990	Zhx3	320799,
chr2	-	160946977	161109056	Chd6	71389,
chr2	+	163438466	163455324	Gdap1l1	228858,
chr2	+	163225453	163323102	Tox2	269389
chr2	+	163694036	163726158	Pkig	18769
chr2	+	163658385	163726158	Pkig	18769
chr2	+	163658457	163726158	Pkig	18769
chr2	+	164074177	164155521	Stk4	58231
chr2	+	163658385	163726158	Pkig	18769
chr2	+	163658385	163726158	Pkig	18769
chr2	-	165111506	165234737	Cdh22	104010
chr2	-	165000356	165034779	Ncoa5	228869
chr2	-	165276521	165287838	NA	228875
chr2	-	165276521	165287787	Slc35c2	228875
chr2	+	164879367	164891437	Pcif1	228866
chr2	-	165405294	165473197	Slc13a3	114644,
chr2	+	164746014	164768219	Dnttip1	76233
chr2	-	165276521	165287838	Slc35c2	228875
chr2	-	165276521	165287838	Slc35c2	228875,
chr2	-	165276521	165287787	Slc35c2	228875
chr2	-	166566344	166713832	Prex1	277360
chr2	-	165784151	165884751	Zmynd8	228880,
chr2	-	165784151	165884751	Zmynd8	228880,
chr2	-	165784151	165858173	Zmynd8	228880
chr2	-	165784151	165882278	NA	228880
chr2	+	165992636	166073242	Ncoa3	17979,
chr2	+	167492644	167516166	Rnf114	81018,
chr2	-	167095968	167188818	Kcnb1	16500,
chr2	-	166948141	166996278	Stau1	20853,
chr2	+	166805580	166898051	Arfgef2	99371
chr2	-	166948141	166996278	Stau1	20853
chr2	-	166948141	166996278	Stau1	20853
chr2	-	168634437	168741800	Atp9a	11981,
chr2	-	168476412	168590191	Nfatc2	18019,
chr2	-	168476409	168590283	Nfatc2	18019,
chr2	-	168518202	168601655	Nfatc2	18019,
chr2	-	168518202	168590348	Nfatc2	18019,
chr2	-	168925360	168955587	Zfp64	22722,
chr2	+	170731806	170879775	Dok5	76829
chr2	-	170108642	170142675	Zfp217	228913
chr2	-	170346990	170427845	Bcas1	76960
chr2	-	170346990	170427845	Bcas1	76960,
chr2	+	170731806	170879775	Dok5	76829
chr2	-	172869686	172940293	Bmp7	12162,
chr2	-	172356195	172370506	Aurka	20878,
chr2	+	173659844	173702182	Rab22a	19334
chr2	+	174297858	174346742	Gnas	14683,
chr2	+	174450694	174457882	Tubb1	545486
chr2	+	174284319	174338084	Gnas	14683
chr2	+	174297858	174346742	NA	14683
chr2	+	174284319	174346742	Gnas	14683,
chr2	+	174297858	174346742	Gnas	14683
chr2	+	175869237	175988574	Gm14391	665001,
chr2	+	175372461	175385279	Gm8898Gm14431,	667962,
chr2	+	175372461	175385279	NA	100303732
chr2	-	175192004	175338212	0610010B08Rik	100039060
chr2	+	175372461	175385279	NA	100303732
chr2	+	175372461	175385279	Gm8898Gm14431,Gm8898,Gm14431,	667962,
chr2	+	176289942	176301588	Gm14405	626877,
chr2	+	177464741	177479194	Gm14420	628308
chr2	-	178345295	178407658	Sycp2	320558
chr2	-	179912145	179976646	Taf4a	228980
chr2	+	179442477	179899375	Cdh4	12561,
chr2	-	180176372	180225859	Lama5	16776
chr2	-	181251450	181287966	Gmeb2	229004
chr2	+	180986534	181017540	Col20a1	73368
chr2	+	180598221	180622185	Col9a3	12841,
chr2	+	181767028	181827775	Myt1	17932
chr2	+	181520484	181552880	NA	13002
chr2	+	181520484	181552880	NA	13002
chr2	+	181767028	181827775	Myt1	17932
chr2	+	181796306	181827775	Myt1	17932,
chr2	+	181520484	181552880	Dnajc5	13002,
chr2	+	181763331	181827775	Myt1	17932
chr2	+	181520484	181552880	NA	13002
chr2	+	3336167	3340997	Acbd7	78245
chr2	-	3341987	3366569	Olah	99035,
chr2	+	3284287	3326369	Nmt2	18108
chr2	-	3328948	3332628	Rpp38	227522
chr2	+	3424130	3461116	Dclre1c	227525
chr2	-	3409042	3422648	Meig1	104362,
chr2	-	3488853	3512814	Hspa14	50497
chr2	-	3455814	3474986	Suv39h2	64707
chr2	+	3424130	3455354	Dclre1c	227525
chr2	+	3523300	3523324	Mir466b-3	100124474,
chr2	+	3523300	3523321	NA	NA
chr2	+	3513064	3526376	Cdnf	227526
chr2	+	3424130	3461116	Dclre1c	227525,
chr2	-	3455814	3474986	Suv39h2	64707
chr2	+	3713457	3782134	Fam107b	66540
chr2	-	4132064	4141141	1700080N15Rik	73489
chr2	-	4622166	4652086	Prpf18	67229
chr2	+	4918995	4938743	Phyh	16922
chr2	+	4881563	4910556	Sephs1	109079,
chr2	-	5020641	5063938	Optn	71648,
chr2	-	4990723	5012791	Mcm10	70024,
chr2	+	5137775	5230866	Ccdc3	74186
chr2	+	5379389	5483389	Mir466d	100124465
chr2	-	5870986	5895353	Sec61a2	57743,
chr2	+	5845033	5868736	Nudt5	53893
chr2	-	5794293	5844960	Cdc123	98828,
chr2	-	6098499	6130185	5430407P10Rik	227545
chr2	+	6132882	6140570	Gm10857	100038358
chr2	+	6132868	6140570	Gm10857	100038358
chr2	-	6098499	6130185	5430407P10Rik	227545
chr2	-	6188464	6212994	Echdc3	67856
chr2	-	6922701	6928722	5031426D15Rik	68144
chr2	+	9189514	9197484	1700061F12Rik	73438
chr2	-	9883040	9889540	9230102O04Rik	77682
chr2	-	9857077	9878600	Gata3	14462,
chr2	+	9881245	9886767	4930412O13Rik	381347
chr2	-	10056030	10080510	Atp5c1	11949
chr2	-	10056030	10080510	Atp5c1	11949
chr2	-	10094590	10130683	Itih2	16425
chr2	+	10478797	10478880	NA	NA
chr2	+	10475299	10475426	Mir669k	100316663
chr2	+	10478797	10478880	NA	NA
chr2	+	10478797	10478880	NA	100124624
chr2	+	10478797	10478880	NA	NA
chr2	+	10478802	10478875	Mir467a-2	NA
chr2	+	10372435	10439137	Sfmbt2	353282,
chr2	+	10472253	10472340	NA	NA
chr2	+	10478797	10478880	NA	NA
chr2	+	10478797	10478880	NA	NA
chr2	+	10477909	10478030	Mir669j	100316770
chr2	+	10481247	10481320	Mir467b	735257
chr2	+	10477149	10477272	Mir669g	100316802
chr2	+	10474432	10474541	Mir669a-3	735272
chr2	+	10507629	10507714	Mir467d	100124447
chr2	+	10493509	10493592	NA	NA
chr2	+	10517603	10517730	Mir669i	100316668
chr2	+	10486134	10486217	NA	NA
chr2	+	10500821	10500904	NA	NA
chr2	+	10488598	10488681	NA	NA
chr2	+	10500821	10500904	NA	100124624
chr2	+	10500821	10500904	NA	NA
chr2	+	10500821	10500904	NA	NA
chr2	+	10500821	10500904	NA	NA
chr2	+	10500821	10500904	NA	NA
chr2	+	10500826	10500899	Mir467a-2	NA
chr2	+	10498392	10498475	NA	100124624
chr2	+	10498392	10498475	NA	NA
chr2	+	10498392	10498475	NA	NA
chr2	+	10498392	10498475	NA	NA
chr2	+	10498392	10498475	NA	NA
chr2	+	10498397	10498470	Mir467a-2	NA
chr2	+	10495979	10496062	NA	100124624
chr2	+	10495979	10496062	NA	NA
chr2	+	10495979	10496062	NA	NA
chr2	+	10495979	10496062	NA	NA
chr2	+	10495979	10496062	NA	NA
chr2	+	10495984	10496057	Mir467a-2	NA
chr2	+	10493509	10493592	NA	100124624
chr2	+	10493509	10493592	NA	NA
chr2	+	10493509	10493592	NA	NA
chr2	+	10493509	10493592	NA	NA
chr2	+	10493509	10493592	NA	NA
chr2	+	10493514	10493587	Mir467a-2	NA
chr2	+	10488598	10488681	NA	100124624
chr2	+	10488598	10488681	NA	NA
chr2	+	10488598	10488681	NA	NA
chr2	+	10488598	10488681	NA	NA
chr2	+	10488598	10488681	NA	NA
chr2	+	10488603	10488676	Mir467a-2	NA
chr2	+	10486134	10486217	NA	100124624
chr2	+	10486134	10486217	NA	NA
chr2	+	10486134	10486217	NA	NA
chr2	+	10486134	10486217	NA	NA
chr2	+	10486134	10486217	NA	NA
chr2	+	10486139	10486212	Mir467a-2	NA
chr2	+	10495979	10496062	NA	NA
chr2	+	10498392	10498475	NA	NA
chr2	+	10511666	10511775	NA	NA
chr2	+	10510163	10510260	Mir669a-2	735258
chr2	+	11339488	11344106	Gm13293	100503147
chr2	-	11338365	11398500	8030442B05Rik	77543
chr2	-	11471430	11502090	Pfkfb3	170768
chr2	-	11471430	11502090	Pfkfb3	170768,
chr2	-	11471430	11502090	Pfkfb3	170768
chr2	-	11471430	11502090	Pfkfb3	170768
chr2	-	11471430	11502090	Pfkfb3	170768
chr2	-	11471430	11502090	Pfkfb3	170768
chr2	-	11471430	11502090	Pfkfb3	170768
chr2	-	11585438	11603199	Rbm17	76938
chr2	-	11742572	11777527	Fbxo18	50755,
chr2	+	11705711	11733985	Il15ra	16169,
chr2	+	11777752	11790323	Ankrd16	320816,
chr2	+	11705292	11733985	Il15ra	16169,
chr2	+	11705292	11733985	NA	16169
chr2	+	11705292	11733985	NA	16169
chr2	+	11705292	11733985	NA	16169
chr2	+	11705292	11733985	NA	16169
chr2	+	11705711	11733985	NA	16169
chr2	+	11705711	11733985	NA	16169
chr2	+	11705711	11733985	NA	16169
chr2	+	12301245	12312315	E030013I19Rik	338535
chr2	-	12347263	12419460	Fam188a	66960,
chr2	-	13001886	13010864	C1ql3	227580
chr2	+	13574310	13582826	Vim	22352
chr2	-	13510160	13544664	Trdmt1	13434
chr2	+	14074111	14148330	Stam	20844,
chr2	-	14026830	14056035	Ptpla	30963
chr2	-	14070332	14073934	4921530L18Rik	70957
chr2	-	14026830	14056035	Ptpla	30963
chr2	+	14261002	14261081	Mir511	100124488
chr2	+	14174523	14221993	Tmem236	625286
chr2	+	14720641	14722622	Gm13315	625342
chr2	-	14995130	15054872	Nsun6	74455
chr2	-	14995130	15054872	Nsun6	74455
chr2	-	15036434	15049312	Nsun6	74455
chr2	-	14995130	15049312	Nsun6	74455
chr2	-	16918677	17013726	4930515L03Rik	75069
chr2	-	18036679	18037741	A930004D18Rik	77940
chr2	+	18027248	18030577	Gm17762	100034739
chr2	-	18025188	18037741	A930004D18Rik	77940
chr2	-	17996421	17996946	H2afb1	68231
chr2	-	18044086	18048449	Skida1	72668
chr2	+	18677017	18686629	Bmi1	12151,
chr2	+	18672461	18676216	Commd3	12238
chr2	+	18998318	18999804	4930426L09Rik	74629
chr2	+	19371635	19394971	Msrb2	76467
chr2	+	19445662	19447501	Ptf1a	19213
chr2	-	19655805	19657897	Gm3230	100041244
chr2	+	19658061	19660590	Otud1	71198
chr2	-	20847918	20967721	Arhgap21	71435
chr2	-	20847918	20967721	Arhgap21	71435
chr2	+	20968873	20970348	Gm13375	433408
chr2	-	21180730	21205365	Enkur	71233
chr2	+	21205723	21215009	Thnsl1	208967
chr2	+	21205723	21215009	Thnsl1	208967,
chr2	+	22654282	22654350	Mir3967	100628608
chr2	-	22939988	23040240	Abi1	11308
chr2	-	22939988	23040240	Abi1	11308
chr2	-	22939988	23040240	Abi1	11308,
chr2	-	22939988	23040240	Abi1	11308
chr2	-	22939988	23040240	Abi1	11308
chr2	+	23156504	23199260	Yme1l1	27377,
chr2	+	23069071	23114512	Acbd5	74159
chr2	-	23116543	23156024	Mastl	67121,
chr2	+	23069071	23114512	Acbd5	74159
chr2	+	23207475	23267129	4931423N10Rik	70981
chr2	-	23510053	23572104	Spopl	76857
chr2	-	23510053	23572104	Spopl	76857
chr2	-	23510053	23572104	Spopl	76857
chr2	-	24071720	24096595	Tbpl2	227606,
chr2	-	24002912	24049379	Hnmt	140483
chr2	+	24215416	24225701	Il1f6	54448
chr2	+	24153171	24160103	Il1f8	69677
chr2	+	24186475	24193567	Il1f9	215257
chr2	+	24291195	24293820	Il1f10	215274
chr2	+	24276953	24282432	Il1f5	54450
chr2	+	24276953	24282432	Il1f5	54450
chr2	+	24345290	24351491	Il1rn	16181
chr2	+	24277270	24282432	Il1f5	54450
chr2	+	24336859	24351491	Il1rn	16181
chr2	+	24345370	24351491	Il1rn	16181
chr2	-	24420559	24475566	Pax8	18510
chr2	+	24385396	24408729	Psd4	215632,
chr2	-	24925351	24935281	Arrdc1	215705
chr2	-	24925354	24935281	NA	215705
chr2	+	24962421	24973471	Wdr85	67228,
chr2	-	24925351	24935281	Arrdc1	215705
chr2	-	24972469	24975098	Mrpl41	107733
chr2	+	24949801	24959413	Zmynd19	67187,
chr2	+	25054378	25062881	Nelf	56876,
chr2	-	25085669	25095205	Noxa1	241275
chr2	+	25054378	25062881	Nelf	56876
chr2	+	25054378	25062881	Nelf	56876
chr2	+	25054378	25062881	Nelf	56876
chr2	+	25080322	25085719	Entpd8	72090,
chr2	-	25085669	25095205	Noxa1	241275
chr2	+	25054378	25062881	Nelf	56876
chr2	+	25289910	25291193	Lrrc26	227618
chr2	+	25218744	25222281	Fam166a	68222
chr2	+	25180757	25183332	Nrarp	67122
chr2	+	25262597	25269886	Tprn	97031
chr2	-	25244812	25255414	Ndor1	78797
chr2	-	25238818	25239897	2310002J15Rik	67859
chr2	-	25192719	25196813	A830007P12Rik	227612
chr2	-	25271038	25272418	Ssna1	68475
chr2	+	25272465	25285916	Anapc2	99152,
chr2	+	25242928	25244261	Rnf208	68846
chr2	-	25212558	25214630	4933433C11Rik	74472,
chr2	-	25244812	25255414	Ndor1	78797
chr2	-	25228896	25234234	Slc34a3	142681
chr2	+	25288144	25289187	Tmem210	78217
chr2	-	25222157	25224702	Tubb4b	227613
chr2	+	25255438	25256352	Tmem203	227615
chr2	-	25199711	25211489	Cobra1	58202
chr2	-	25244812	25255414	Ndor1	78797
chr2	-	25234475	25236787	Gm757	329360
chr2	+	25403082	25409494	Npdc1	18146,
chr2	+	25423693	25426373	Fut7	14347
chr2	-	25327449	25332571	AA543186	100272219
chr2	+	25395873	25401323	Entpd2	12496
chr2	+	25423693	25426373	Fut7	14347,
chr2	+	25372320	25378213	2010317E24Rik	72080
chr2	+	25423693	25426373	Fut7	14347
chr2	-	25352289	25356332	Dpp7	83768
chr2	-	25361491	25365626	Uap1l1	227620
chr2	+	25332742	25352213	Man1b1	227619,
chr2	-	25517981	25546894	Traf2	22030,
chr2	-	25498649	25501719	NA	69379
chr2	+	25428673	25448539	Abca2	11305
chr2	+	25442778	25442834	Mir3087	100526555
chr2	-	25466711	25469749	Ptgds	19215
chr2	-	25459487	25461094	BC029214	227622
chr2	+	25500777	25505470	Fbxw5	30839,
chr2	-	25498649	25500506	C8g	69379
chr2	-	25490844	25493911	Lcn12	77701,
chr2	+	25456842	25458772	Clic3	69454
chr2	-	25624666	25627974	Fcna	14133,
chr2	+	25682725	25686081	Lcn10	332578
chr2	+	25657954	25661644	Lcn5	13863
chr2	-	25608628	25617678	4921530D09Rik	77058
chr2	-	25573430	25574871	Phpt1	75454
chr2	-	25620065	25622005	Tmem141	51875
chr2	-	25563114	25571316	Mamdc4	381352
chr2	+	25676785	25681607	Lcn6	620709
chr2	+	25653117	25656216	Lcn8	78076
chr2	-	25620065	25622002	Tmem141	51875
chr2	+	25657954	25662230	Lcn5	13863
chr2	-	25583017	25608446	Rabl6	227624,
chr2	-	25575415	25580099	Gm996	381353
chr2	+	25784616	25787022	Gm13539	620858
chr2	+	25777016	25780279	Lcn11	227630
chr2	+	25765568	25768099	Lcn3	16820
chr2	+	25706878	25707719	Bmyc	107771
chr2	+	25737008	25740097	Obp2b	383678
chr2	+	25700073	25703326	Obp2a	227627
chr2	-	25793966	25815836	Glt6d1	71103
chr2	+	25877860	25918273	Kcnt1	227632
chr2	+	25823152	25825537	Lcn9	77704
chr2	+	25863853	25916117	Kcnt1	227632,
chr2	-	25842996	25847248	Sohlh1	227631
chr2	-	25996957	26021760	Ubac1	98766,
chr2	-	26136807	26140506	C330006A16Rik	109299
chr2	-	26136806	26139543	C330006A16Rik	109299
chr2	-	26200211	26206556	Lhx3	16871,
chr2	-	26271646	26294557	4932418E24Rik	329366
chr2	-	26362764	26380653	Snapc4	227644,
chr2	-	26348117	26352110	Dnlz	52838
chr2	-	26352311	26359547	Card9	332579
chr2	+	26389347	26397121	Pmpca	66865,
chr2	-	26362764	26380653	Snapc4	227644
chr2	-	26396248	26409188	Inpp5e	64436
chr2	-	26382799	26389316	Sdccag3	68112,
chr2	-	26382799	26389316	Sdccag3	68112
chr2	-	26348117	26352110	Dnlz	52838
chr2	-	26348117	26352110	Dnlz	52838
chr2	-	26382799	26389316	Sdccag3	68112,
chr2	-	26409430	26445216	Sec16a	227648,
chr2	-	26593586	26604210	Agpat2	67512,
chr2	+	26591356	26591429	Mir126	387145
chr2	+	26583863	26592682	Egfl7	353156
chr2	+	26581055	26592682	Egfl7	353156
chr2	+	26583863	26592682	Egfl7	353156
chr2	+	26586629	26592682	Egfl7	353156
chr2	-	26667673	26671282	Lcn4	16821
chr2	-	26639189	26639321	Snora17	100306954
chr2	-	26637175	26640244	Snhg7	72091
chr2	+	26628456	26636497	Fam69b	56279
chr2	-	26637846	26637985	Snora43	100306955
chr2	-	26842502	26864979	Abo	80908
chr2	-	26913377	26916530	Surf1	20930
chr2	-	26953562	26964386	Rexo4	227656
chr2	+	26916420	26920170	Surf2	20931,
chr2	-	26905266	26910642	Med22	20933
chr2	-	26913377	26916530	NA	20930
chr2	+	26934068	26953496	Gm711	279029
chr2	+	26910806	26913311	Rpl7a	27176
chr2	-	26890771	26902813	Surf6	20935
chr2	-	26905266	26910642	Med22	20933
chr2	-	26920040	26933511	Surf4	20932
chr2	-	26913377	26916530	NA	20930
chr2	-	27021364	27027998	Slc2a6	227659
chr2	-	27021366	27027998	Slc2a6	227659,
chr2	-	27061635	27067868	Tmem8c	66139
chr2	+	27079380	27108613	Adamtsl2	77794
chr2	+	27009925	27016849	Cacfd1	381356
chr2	+	27009925	27017435	Cacfd1	381356
chr2	+	27009925	27021089	Cacfd1	381356,
chr2	-	27061635	27072161	Tmem8c	66139
chr2	-	27188392	27247303	Sardh	192166,
chr2	-	27144897	27162703	6430548G04	329371
chr2	+	27165506	27183204	Dbh	13166
chr2	-	27445580	27475398	Brd3	67382,
chr2	-	27445580	27475673	Brd3	67382,
chr2	-	27445580	27475673	Brd3	67382
chr2	+	27677200	27763319	Rxra	20181
chr2	-	28076478	28084878	Fcnb	14134,
chr2	+	28205688	28230736	Olfm1	56177
chr2	+	28193092	28214431	Olfm1	56177
chr2	+	28193092	28230736	Olfm1	56177
chr2	+	28205688	28214431	Olfm1	56177
chr2	+	28513166	28553082	Ralgds	19730
chr2	+	28513166	28553082	Ralgds	19730
chr2	+	28533463	28553082	Ralgds	19730
chr2	-	28555819	28563362	Cel	12613
chr2	+	28468065	28471177	Mrps2	118451,
chr2	+	28533463	28553082	Ralgds	19730
chr2	+	28468065	28471177	Mrps2	118451
chr2	-	28462000	28466324	1700007K13Rik	69327
chr2	+	28496890	28505415	Gbgt1	227671
chr2	+	28447940	28455508	Ppp1r26	241289
chr2	+	28641242	28691167	Tsc1	64930,
chr2	-	28692079	28699651	1700026L06Rik	69987,
chr2	-	28609449	28621982	Gfi1b	14582
chr2	-	28609449	28621982	Gfi1b	14582
chr2	+	28733277	28733351	Mir3088	100526498
chr2	-	28907679	28916421	Barhl1	54422
chr2	-	28907679	28916440	Barhl1	54422
chr2	+	28840405	28905575	Ddx31	227674
chr2	+	29060262	29087650	Ttf1	22130
chr2	-	29051896	29055066	1700101E01Rik	329375
chr2	+	29124991	29182471	Setx	269254
chr2	-	29245115	29252993	NA	76220
chr2	+	29761527	29764089	Gm13547	433416
chr2	+	29869493	29882840	Cercam	99151
chr2	-	29845630	29845727	Mir219-2	723904
chr2	-	29776110	29787671	Trub2	227682,
chr2	-	29776110	29787671	Trub2	227682
chr2	+	29827388	29844996	Urm1	68205
chr2	+	29802679	29817522	Slc27a4	26569
chr2	+	29788262	29797743	Coq4	227683,
chr2	+	29889719	29922538	Odf2	18286
chr2	+	29890062	29922538	Odf2	18286
chr2	+	29935408	29959432	Gle1	74412
chr2	+	29889719	29931746	Odf2	18286
chr2	+	29889719	29922538	Odf2	18286
chr2	+	29889719	29931746	Odf2	18286
chr2	-	30097282	30124454	Zer1	227693,
chr2	+	30078765	30091019	Pkn3	263803
chr2	+	30066473	30072577	Set	56086
chr2	+	30061995	30072577	Set	56086
chr2	-	30090943	30093635	Zdhhc12	66220
chr2	-	30031557	30048879	Wdr34	71820
chr2	-	30090943	30093635	Zdhhc12	66220
chr2	+	30171523	30174069	Endog	13804
chr2	-	30173446	30178459	D2Wsu81e	227695,
chr2	-	30185130	30205699	Ccbl1	70266,
chr2	-	30237197	30237631	1700084E18Rik	67350
chr2	+	30237768	30263790	Lrrc8a	241296
chr2	+	30364232	30385519	Fam73b	108958
chr2	+	30364334	30385519	Fam73b	108958,
chr2	-	30284228	30286354	Dolk	227697
chr2	-	30344808	30359231	Sh3glb2	227700,
chr2	+	30286432	30344262	Nup188	227699,
chr2	+	30392415	30400527	Dolpp1	57170,
chr2	+	30416049	30447807	Ppp2r4	110854
chr2	-	30472640	30474199	Ier5l	72500
chr2	+	30595043	30608945	Cstad	78617
chr2	+	30721209	30721293	Mir3089	100526499
chr2	-	30795562	30801737	1700001O22Rik	73598
chr2	-	30889470	30903297	Ptges	64292
chr2	+	30807976	30823014	Ntmt1	66617
chr2	+	30845366	30881247	Prrx2	20204
chr2	-	30823097	30828300	Asb6	72323
chr2	+	30953000	30959015	Tor1b	30934
chr2	+	30982278	31022655	Usp20	74270
chr2	-	30972832	30981941	BC005624	227707
chr2	-	30960560	30967918	Tor1a	30931
chr2	-	31151048	31152291	D330023K18Rik	320973
chr2	+	31245922	31295471	Ncs1	14299
chr2	+	31470269	31520670	Ass1	11898
chr2	+	31470307	31520629	NA	NA
chr2	+	31670736	31681307	Exosc2	227715
chr2	+	31640036	31655795	Prdm12	381359
chr2	-	31806167	31810518	Qrfp	227717
chr2	-	31813289	31846005	Fibcd1	98970
chr2	+	31759944	31804227	Abl1	11350,
chr2	+	31950302	31973442	Aif1l	108897
chr2	+	31887280	31946535	Lamc3	23928,
chr2	+	32095650	32110820	Ppapdc3	227721
chr2	-	32066884	32083705	Fam78a	241303,
chr2	+	32151147	32234537	Prrc2b	227723,
chr2	+	32151147	32234537	Prrc2b	227723
chr2	-	32255001	32260105	Uck1	22245
chr2	+	32288252	32307921	Golga2	99412
chr2	-	32308470	32353304	Dnm1	13429,
chr2	+	32288252	32307921	Golga2	99412,
chr2	-	32278815	32288068	Swi5	72931,
chr2	+	32318459	32318569	Mir199b	387239
chr2	-	32414486	32451470	Slc25a25	227731
chr2	+	32450456	32455476	Naif1	71254
chr2	-	32384636	32387739	Lcn2	16819
chr2	-	32414486	32451470	Slc25a25	227731,
chr2	-	32379100	32381915	1110008P14Rik	73737
chr2	-	32414486	32431151	Slc25a25	227731
chr2	+	32395889	32402740	Ptges2	96979
chr2	+	32625436	32635058	Ak1	11636
chr2	+	32606960	32620804	St6galnac6	50935,
chr2	+	32599708	32620804	St6galnac6	50935
chr2	+	32587489	32600474	St6galnac4	20448,
chr2	+	32629499	32635058	Ak1	11636
chr2	+	32570857	32573571	Dpm2	13481
chr2	+	32628389	32635058	Ak1	11636
chr2	+	32535358	32569750	Fam102a	98952,
chr2	+	32575818	32583779	Pip5kl1	227733
chr2	+	32621757	32635058	Ak1	11636
chr2	+	32606960	32620804	St6galnac6	50935,
chr2	+	32646594	32682669	Eng	13805
chr2	+	32646594	32682669	Eng	13805
chr2	-	32712899	32712972	Mir3960	100628606
chr2	+	32757233	32762244	Tor2a	30933
chr2	+	32721054	32755007	Sh2d3c	27387
chr2	+	32721054	32755007	Sh2d3c	27387
chr2	+	32757233	32762244	Tor2a	30933
chr2	-	32712806	32712888	Mir2861	100499514
chr2	+	32646594	32682669	Eng	13805
chr2	-	32705781	32712784	Cdk9	107951,
chr2	+	32727688	32755007	Sh2d3c	27387
chr2	-	32732620	32741016	6330409D20Rik	70730
chr2	-	32682608	32694175	Fpgs	14287
chr2	-	32787606	32847232	Stxbp1	20910
chr2	+	32775820	32777593	Ptrh1	329384,
chr2	-	32787606	32847237	Stxbp1	20910
chr2	+	32777987	32778009	Snord14a	100302592
chr2	-	32777412	32784405	1700019L03Rik	227736
chr2	-	32925214	32961255	Lrsam1	227738
chr2	+	32961711	32964045	Rpl12	269261
chr2	+	32963300	32963418	Snora65	104367
chr2	-	32972988	32982056	Slc2a8	56017
chr2	+	33215960	33247714	Angptl2	26360,
chr2	-	33450287	33468532	Zbtb43	71834
chr2	-	33450287	33468532	Zbtb43	71834,
chr2	-	33564535	33640511	Lmx1b	16917
chr2	+	33641192	33645663	C130021I20Rik	100504399
chr2	+	33805815	33813591	Nron	320482
chr2	-	34778665	34799912	Rabepk	227746
chr2	+	34772089	34776529	Hspa5	14828
chr2	-	34804363	34826235	Fbxw2	30050
chr2	-	34806252	34826235	Fbxw2	30050
chr2	-	34811160	34826235	Fbxw2	30050,
chr2	-	34804363	34826235	Fbxw2	30050
chr2	-	34804363	34823181	Fbxw2	30050
