#Edge	Score	Prob	Cis/Trans	Collisions
PHF13--EPHB2	0.30730122	0.55258109	CIS	NaN
PHF13--GRIK3	0.30350032	0.49116873	CIS	NaN
PHF13--KIF1B	0.30106007	0.45174090	CIS	NaN
THAP3--GRIK3	0.30350032	0.49116873	CIS	NaN
THAP3--DNAJC11	0.29772016	0.39777688	CIS	NaN
THAP3--KIF1B	0.30106007	0.45174090	CIS	NaN
THAP3--CAMTA1	0.29772016	0.39777688	CIS	NaN
THAP3--TNFRSF9	0.29740049	0.39261179	CIS	NaN
THAP3--THAP3	0.29772016	0.39777688	CIS	NaN
DNAJC11--CAMTA1	0.29772016	0.39777688	CIS	NaN
DNAJC11--DNAJC11	0.29772016	0.39777688	CIS	NaN
DNAJC11--TNFRSF9	0.29740049	0.39261179	CIS	NaN
DNAJC11--IGSF21	0.29942087	0.42525576	CIS	NaN
DNAJC11--VPS13D	0.29662087	0.38001529	CIS	NaN
DNAJC11--SLFNL1	0.30308343	0.48443296	CIS	NaN
DNAJC11--SLC1A7	0.30290238	0.48150763	CIS	NaN
DNAJC11--RBP7	0.30106007	0.45174090	CIS	NaN
DNAJC11--CDC42	0.30613456	0.53373093	CIS	NaN
DNAJC11--FRRS1	0.29978111	0.43107618	CIS	NaN
DNAJC11--PER3	0.29740049	0.39261179	CIS	NaN
DNAJC11--PADI2	0.30409330	0.50074963	CIS	NaN
DNAJC11--MAP7D1	0.30484949	0.51296763	CIS	NaN
DNAJC11--SLC45A1	0.29840496	0.40884132	CIS	NaN
DNAJC11--MASP2	0.29586524	0.36780635	CIS	NaN
DNAJC11--SLC2A5	0.30643750	0.53862568	CIS	NaN
DNAJC11--RERE	0.29840496	0.40884132	CIS	NaN
DNAJC11--WDR3	0.29203736	0.30595803	CIS	NaN
DNAJC11--ERI3	0.30338316	0.48927569	CIS	NaN
DNAJC11--EIF2C3	0.30484949	0.51296763	CIS	NaN
DNAJC11--ZMYM1	0.30205367	0.46779467	CIS	NaN
DNAJC11--CLIC4	0.30415552	0.50175504	CIS	NaN
CAMTA1--CAMTA1	0.29772016	0.39777688	CIS	NaN
CAMTA1--SPSB1	0.30643750	0.53862568	CIS	NaN
CAMTA1--PARK7	0.29840496	0.40884132	CIS	NaN
CAMTA1--UTS2	0.29740049	0.39261179	CIS	NaN
CAMTA1--FOXJ3	0.30379765	0.49597281	CIS	NaN
CAMTA1--MACF1	0.30625241	0.53563518	CIS	NaN
CAMTA1--HIVEP3	0.30379765	0.49597281	CIS	NaN
CAMTA1--CSMD2	0.30917327	0.58282833	CIS	NaN
CAMTA1--TAF12	0.30589015	0.52978198	CIS	NaN
CAMTA1--PSMA5	0.29496451	0.35325290	CIS	NaN
CAMTA1--SLC45A1	0.29840496	0.40884132	CIS	NaN
CAMTA1--USP48	0.30613456	0.53373093	CIS	NaN
CAMTA1--VAMP3	0.29740049	0.39261179	CIS	NaN
CAMTA1--PIK3CD	0.30643750	0.53862568	CIS	NaN
CAMTA1--CLSTN1	0.30643750	0.53862568	CIS	NaN
CAMTA1--NKAIN1	0.30543409	0.52241325	CIS	NaN
CAMTA1--PEX14	0.30106007	0.45174090	CIS	NaN
CAMTA1--PER3	0.29740049	0.39261179	CIS	NaN
CAMTA1--HS2ST1	0.29419866	0.34087880	CIS	NaN
CAMTA1--SPATA6	0.30534090	0.52090759	CIS	NaN
CAMTA1--MTOR	0.29586524	0.36780635	CIS	NaN
CAMTA1--RERE	0.29840496	0.40884132	CIS	NaN
VAMP3--VAMP3	0.29708116	0.38745224	CIS	NaN
VAMP3--PER3	0.29708116	0.38745224	CIS	NaN
VAMP3--ERRFI1	0.29808455	0.40366434	CIS	NaN
VAMP3--RAVER2	0.29816037	0.40488940	CIS	NaN
VAMP3--VPS13D	0.29630238	0.37486927	CIS	NaN
VAMP3--TNFRSF9	0.29708116	0.38745224	CIS	NaN
VAMP3--UTS2	0.29708116	0.38745224	CIS	NaN
VAMP3--EXOSC10	0.29554756	0.36267344	CIS	NaN
VAMP3--OPRD1	0.30566001	0.52606352	CIS	NaN
VAMP3--RTCD1	0.29945922	0.42587533	CIS	NaN
VAMP3--PADI6	0.30376678	0.49547396	CIS	NaN
PER3--EXOSC10	0.29554756	0.36267344	CIS	NaN
PER3--ERRFI1	0.29808455	0.40366434	CIS	NaN
PER3--OPRD1	0.30566001	0.52606352	CIS	NaN
PER3--RTCD1	0.29945922	0.42587533	CIS	NaN
PER3--PADI6	0.30376678	0.49547396	CIS	NaN
PER3--PER3	0.29708116	0.38745224	CIS	NaN
PER3--C1orf109	0.30658974	0.54108543	CIS	NaN
PER3--CMPK1	0.30406243	0.50025086	CIS	NaN
PER3--UTS2	0.29708116	0.38745224	CIS	NaN
PER3--UBE4B	0.30073681	0.44651786	CIS	NaN
PER3--RNF19B	0.30841781	0.57062211	CIS	NaN
PER3--H6PD	0.30610846	0.53330935	CIS	NaN
PER3--DNAJC6	0.29816037	0.40488940	CIS	NaN
PER3--NOTCH2	0.29078227	0.28567904	CIS	NaN
PER3--PPAP2B	0.30515580	0.51791682	CIS	NaN
PER3--PARK7	0.29808455	0.40366434	CIS	NaN
PER3--UQCRHL	0.29872869	0.41407194	CIS	NaN
PER3--YTHDF2	0.30566001	0.52606352	CIS	NaN
PER3--ST3GAL3	0.30305740	0.48401234	CIS	NaN
PER3--CASZ1	0.30073681	0.44651786	CIS	NaN
PER3--FHAD1	0.29664879	0.38046643	CIS	NaN
PER3--L1TD1	0.30404516	0.49997195	CIS	NaN
PER3--GNL2	0.30658974	0.54108543	CIS	NaN
PER3--GPR157	0.30610846	0.53330935	CIS	NaN
PER3--CAPZB	0.30279480	0.47976948	CIS	NaN
PER3--VPS13D	0.29630238	0.37486927	CIS	NaN
PER3--SLC45A1	0.29808455	0.40366434	CIS	NaN
PER3--GRIK3	0.30317444	0.48590335	CIS	NaN
UTS2--CSMD2	0.30884129	0.57746453	CIS	NaN
UTS2--RERE	0.29808455	0.40366434	CIS	NaN
UTS2--PADI4	0.30376678	0.49547396	CIS	NaN
UTS2--HFM1	0.28961301	0.26678693	CIS	NaN
UTS2--SLC45A1	0.29808455	0.40366434	CIS	NaN
TNFRSF9--RERE	0.29808455	0.40366434	CIS	NaN
TNFRSF9--ERRFI1	0.29808455	0.40366434	CIS	NaN
TNFRSF9--PARK7	0.29808455	0.40366434	CIS	NaN
TNFRSF9--OSBPL9	0.30057381	0.44388421	CIS	NaN
TNFRSF9--FHAD1	0.29664879	0.38046643	CIS	NaN
TNFRSF9--TNFRSF9	0.29708116	0.38745224	CIS	NaN
TNFRSF9--C1orf228	0.30210300	0.46859183	CIS	NaN
TNFRSF9--MUL1	0.30654820	0.54041424	CIS	NaN
PARK7--RERE	0.29909133	0.41993120	CIS	NaN
PARK7--VPS13D	0.29730314	0.39103887	CIS	NaN
PARK7--PARK7	0.29909133	0.41993120	CIS	NaN
PARK7--CAPZB	0.30381749	0.49629338	CIS	NaN
PARK7--FHAD1	0.29765073	0.39665494	CIS	NaN
PARK7--HIVEP3	0.30449642	0.50726310	CIS	NaN
PARK7--TGFBR3	0.28704381	0.22527552	CIS	NaN
PARK7--UBE4B	0.30175255	0.46292946	CIS	NaN
PARK7--ERRFI1	0.29909133	0.41993120	CIS	NaN
PARK7--SLC45A1	0.29909133	0.41993120	CIS	NaN
PARK7--ZSWIM5	0.30312335	0.48507798	CIS	NaN
PARK7--KIF1B	0.30175255	0.46292946	CIS	NaN
PARK7--SLC2A7	0.30714234	0.55001409	CIS	NaN
ERRFI1--ERRFI1	0.29909133	0.41993120	CIS	NaN
ERRFI1--VAV3	0.29168244	0.30022340	CIS	NaN
ERRFI1--MINOS1	0.30381749	0.49629338	CIS	NaN
ERRFI1--C1orf151-NBL1	0.30381749	0.49629338	CIS	NaN
ERRFI1--SLC2A5	0.30714234	0.55001409	CIS	NaN
ERRFI1--HTR6	0.30381749	0.49629338	CIS	NaN
ERRFI1--TMCO4	0.30381749	0.49629338	CIS	NaN
ERRFI1--CDC14A	0.30047064	0.44221720	CIS	NaN
ERRFI1--PADI1	0.30479275	0.51205091	CIS	NaN
ERRFI1--UBE4B	0.30175255	0.46292946	CIS	NaN
ERRFI1--UQCRHL	0.29973764	0.43037395	CIS	NaN
ERRFI1--RERE	0.29909133	0.41993120	CIS	NaN
ERRFI1--GLIS1	0.30434488	0.50481452	CIS	NaN
SLC45A1--RERE	0.29909133	0.41993120	CIS	NaN
SLC45A1--SLC45A1	0.29909133	0.41993120	CIS	NaN
SLC45A1--PIK3CD	0.30714234	0.55001409	CIS	NaN
SLC45A1--CLSTN1	0.30714234	0.55001409	CIS	NaN
SLC45A1--MAN1A2	0.29270909	0.31681127	CIS	NaN
SLC45A1--GPR157	0.30714234	0.55001409	CIS	NaN
SLC45A1--C1orf187	0.29654577	0.37880185	CIS	NaN
SLC45A1--KIF1B	0.30175255	0.46292946	CIS	NaN
SLC45A1--EPHB2	0.30800805	0.56400159	CIS	NaN
SLC45A1--CTNNBIP1	0.30714234	0.55001409	CIS	NaN
SLC45A1--HTR6	0.30381749	0.49629338	CIS	NaN
RERE--RERE	0.29909133	0.41993120	CIS	NaN
RERE--AADACL4	0.29730314	0.39103887	CIS	NaN
RERE--VPS13D	0.29730314	0.39103887	CIS	NaN
RERE--CA6	0.30714234	0.55001409	CIS	NaN
RERE--DFFA	0.30175255	0.46292946	CIS	NaN
RERE--CELA2A	0.29765073	0.39665494	CIS	NaN
RERE--ADC	0.30945949	0.58745287	CIS	NaN
RERE--SLC1A7	0.30359909	0.49276466	CIS	NaN
RERE--SLC2A7	0.30714234	0.55001409	CIS	NaN
RERE--PIK3R3	0.30680488	0.54456164	CIS	NaN
RERE--KIAA0319L	0.30274843	0.47902015	CIS	NaN
RERE--USP24	0.30171494	0.46232182	CIS	NaN
RERE--CCBL2	0.29771649	0.39771756	CIS	NaN
RERE--RBMXL1	0.29771649	0.39771756	CIS	NaN
RERE--MTOR	0.29654577	0.37880185	CIS	NaN
RERE--ANGPTL7	0.29654577	0.37880185	CIS	NaN
RERE--DMRTA2	0.30300141	0.48310765	CIS	NaN
RERE--PLOD1	0.29730314	0.39103887	CIS	NaN
RERE--CAPZB	0.30381749	0.49629338	CIS	NaN
RERE--PDPN	0.30099284	0.45065458	CIS	NaN
RERE--SLC2A5	0.30714234	0.55001409	CIS	NaN
RERE--ZSWIM5	0.30312335	0.48507798	CIS	NaN
RERE--UBIAD1	0.29654577	0.37880185	CIS	NaN
RERE--HIVEP3	0.30449642	0.50726310	CIS	NaN
RERE--FHAD1	0.29765073	0.39665494	CIS	NaN
RERE--FUCA1	0.30689114	0.54595529	CIS	NaN
ENO1--SLC2A7	0.30714234	0.55001409	CIS	NaN
ENO1--KAZN	0.29765073	0.39665494	CIS	NaN
ENO1--SLC2A5	0.30714234	0.55001409	CIS	NaN
ENO1--PADI1	0.30479275	0.51205091	CIS	NaN
CA6--CA6	0.31541008	0.68359858	CIS	NaN
CA6--MACF1	0.31521958	0.68052051	CIS	NaN
CA6--SPSB1	0.31541008	0.68359858	CIS	NaN
CA6--SLC2A7	0.31541008	0.68359858	CIS	NaN
CA6--CSMD2	0.31822595	0.72909549	CIS	NaN
CA6--PEX14	0.30987520	0.59416978	CIS	NaN
SLC2A7--LZIC	0.31541008	0.68359858	CIS	NaN
SLC2A7--NMNAT1	0.31541008	0.68359858	CIS	NaN
SLC2A7--PEX14	0.30987520	0.59416978	CIS	NaN
SLC2A7--SLC2A7	0.31541008	0.68359858	CIS	NaN
SLC2A7--SPAG17	0.30058830	0.44411835	CIS	NaN
SLC2A7--H6PD	0.31541008	0.68359858	CIS	NaN
SLC2A7--SPSB1	0.31541008	0.68359858	CIS	NaN
SLC2A7--SLC25A33	0.31541008	0.68359858	CIS	NaN
SLC2A7--UBE4B	0.30987520	0.59416978	CIS	NaN
SLC2A7--CASQ2	0.29738563	0.39237178	CIS	NaN
SLC2A7--CTNNBIP1	0.31541008	0.68359858	CIS	NaN
SLC2A7--SLC2A5	0.31541008	0.68359858	CIS	NaN
SLC2A7--VPS13D	0.30530602	0.52034403	CIS	NaN
SLC2A7--ADC	0.31778960	0.72204515	CIS	NaN
SLC2A5--TARDBP	0.30452827	0.50777761	CIS	NaN
SLC2A5--SLC2A5	0.31541008	0.68359858	CIS	NaN
SLC2A5--APITD1	0.30987520	0.59416978	CIS	NaN
SLC2A5--APITD1-CORT	0.30987520	0.59416978	CIS	NaN
SLC2A5--CORT	0.30987520	0.59416978	CIS	NaN
SLC2A5--H6PD	0.31541008	0.68359858	CIS	NaN
SLC2A5--CLSTN1	0.31541008	0.68359858	CIS	NaN
SLC2A5--GPR157	0.31541008	0.68359858	CIS	NaN
GPR157--CASZ1	0.30987520	0.59416978	CIS	NaN
GPR157--SPSB1	0.31541008	0.68359858	CIS	NaN
GPR157--VPS13D	0.30530602	0.52034403	CIS	NaN
GPR157--SF3A3	0.31590598	0.69161095	CIS	NaN
GPR157--NASP	0.31506354	0.67799936	CIS	NaN
H6PD--H6PD	0.31541008	0.68359858	CIS	NaN
H6PD--FAM69A	0.30154713	0.45961039	CIS	NaN
H6PD--SPSB1	0.31541008	0.68359858	CIS	NaN
H6PD--NBPF1	0.30780606	0.56073794	CIS	NaN
H6PD--ST3GAL3	0.31226631	0.63280360	CIS	NaN
H6PD--ARTN	0.31226631	0.63280360	CIS	NaN
H6PD--ZNF642	0.30858583	0.57333693	CIS	NaN
H6PD--GRIK3	0.31238690	0.63475207	CIS	NaN
H6PD--PAX7	0.30818800	0.56690916	CIS	NaN
H6PD--PGD	0.30987520	0.59416978	CIS	NaN
H6PD--RNF11	0.31428393	0.66540305	CIS	NaN
H6PD--TMEM39B	0.31526118	0.68119279	CIS	NaN
H6PD--SLC25A33	0.31541008	0.68359858	CIS	NaN
H6PD--TTC4	0.30983658	0.59354579	CIS	NaN
H6PD--SLC2A1	0.31614709	0.69550661	CIS	NaN
H6PD--ZNF643	0.30858583	0.57333693	CIS	NaN
H6PD--CLSTN1	0.31541008	0.68359858	CIS	NaN
H6PD--ZSCAN20	0.31778960	0.72204515	CIS	NaN
H6PD--CLIC4	0.31306129	0.64564835	CIS	NaN
H6PD--PIK3CD	0.31541008	0.68359858	CIS	NaN
SPSB1--SPSB1	0.31541008	0.68359858	CIS	NaN
SPSB1--UBIAD1	0.30452827	0.50777761	CIS	NaN
SPSB1--NFIA	0.31269012	0.63965129	CIS	NaN
SPSB1--FAM110D	0.31094821	0.61150668	CIS	NaN
SPSB1--LZIC	0.31541008	0.68359858	CIS	NaN
SPSB1--NMNAT1	0.31541008	0.68359858	CIS	NaN
SPSB1--IPO13	0.31226631	0.63280360	CIS	NaN
SPSB1--UBE4B	0.30987520	0.59416978	CIS	NaN
SPSB1--NOTCH2	0.29961817	0.42844361	CIS	NaN
SPSB1--PIK3CD	0.31541008	0.68359858	CIS	NaN
SPSB1--CLSTN1	0.31541008	0.68359858	CIS	NaN
SPSB1--KIF1B	0.30987520	0.59416978	CIS	NaN
SPSB1--PTCHD2	0.30452827	0.50777761	CIS	NaN
SPSB1--CTNNBIP1	0.31541008	0.68359858	CIS	NaN
SPSB1--SDHB	0.31299724	0.64461350	CIS	NaN
SPSB1--CSMD2	0.31822595	0.72909549	CIS	NaN
SPSB1--C1orf144	0.30780606	0.56073794	CIS	NaN
SPSB1--RSPO1	0.31590598	0.69161095	CIS	NaN
SPSB1--PRAMEF9	0.30909504	0.58156448	CIS	NaN
SPSB1--ZSWIM5	0.31128291	0.61691450	CIS	NaN
SPSB1--MTF1	0.31590598	0.69161095	CIS	NaN
SPSB1--AGTRAP	0.30452827	0.50777761	CIS	NaN
SPSB1--SLC25A33	0.31541008	0.68359858	CIS	NaN
SPSB1--RBP7	0.30987520	0.59416978	CIS	NaN
SPSB1--ST6GALNAC3	0.30813457	0.56604573	CIS	NaN
SPSB1--EXOSC10	0.30452827	0.50777761	CIS	NaN
SPSB1--PRDM2	0.30808964	0.56531977	CIS	NaN
SPSB1--ST3GAL3	0.31226631	0.63280360	CIS	NaN
SPSB1--ARTN	0.31226631	0.63280360	CIS	NaN
SPSB1--TNFRSF1B	0.30530602	0.52034403	CIS	NaN
SPSB1--TNFRSF8	0.30530602	0.52034403	CIS	NaN
SLC25A33--PEX14	0.30987520	0.59416978	CIS	NaN
SLC25A33--KIF1B	0.30987520	0.59416978	CIS	NaN
SLC25A33--MASP2	0.30452827	0.50777761	CIS	NaN
SLC25A33--CLSTN1	0.31541008	0.68359858	CIS	NaN
SLC25A33--CSMD2	0.31778960	0.72204515	CIS	NaN
SLC25A33--DDI2	0.30566296	0.52611127	CIS	NaN
SLC25A33--CTNNBIP1	0.31541008	0.68359858	CIS	NaN
SLC25A33--UBE4B	0.30987520	0.59416978	CIS	NaN
SLC25A33--TMEM201	0.31541008	0.68359858	CIS	NaN
SLC25A33--SSBP3	0.31253731	0.63718231	CIS	NaN
SLC25A33--NMNAT1	0.30987520	0.59416978	CIS	NaN
SLC25A33--PRAMEF8	0.30909504	0.58156448	CIS	NaN
SLC25A33--IGSF21	0.30818800	0.56690916	CIS	NaN
SLC25A33--C1orf135	0.31094821	0.61150668	CIS	NaN
SLC25A33--SLC25A33	0.31541008	0.68359858	CIS	NaN
SLC25A33--KAZN	0.30566296	0.52611127	CIS	NaN
SLC25A33--LZIC	0.31541008	0.68359858	CIS	NaN
SLC25A33--CASZ1	0.30987520	0.59416978	CIS	NaN
SLC25A33--UBR4	0.31199573	0.62843181	CIS	NaN
SLC25A33--TNFRSF1B	0.30530602	0.52034403	CIS	NaN
SLC25A33--CITED4	0.31195781	0.62781908	CIS	NaN
TMEM201--ADC	0.31778960	0.72204515	CIS	NaN
TMEM201--KIF1B	0.30987520	0.59416978	CIS	NaN
TMEM201--CLSTN1	0.31541008	0.68359858	CIS	NaN
TMEM201--PIK3CD	0.31541008	0.68359858	CIS	NaN
TMEM201--UBE4B	0.30987520	0.59416978	CIS	NaN
TMEM201--AGTRAP	0.30452827	0.50777761	CIS	NaN
TMEM201--PEX14	0.30987520	0.59416978	CIS	NaN
PIK3CD--PRKAA2	0.31599661	0.69307536	CIS	NaN
PIK3CD--UBE4B	0.30987520	0.59416978	CIS	NaN
PIK3CD--GRIK3	0.31238690	0.63475207	CIS	NaN
PIK3CD--KIF1B	0.30987520	0.59416978	CIS	NaN
PIK3CD--PIK3CD	0.31541008	0.68359858	CIS	NaN
PIK3CD--CLSTN1	0.31541008	0.68359858	CIS	NaN
PIK3CD--CTNNBIP1	0.31541008	0.68359858	CIS	NaN
PIK3CD--VPS13D	0.30530602	0.52034403	CIS	NaN
PIK3CD--PEX14	0.30987520	0.59416978	CIS	NaN
PIK3CD--LZIC	0.31541008	0.68359858	CIS	NaN
PIK3CD--NMNAT1	0.31541008	0.68359858	CIS	NaN
PIK3CD--ATP13A2	0.31299724	0.64461350	CIS	NaN
PIK3CD--SLC1A7	0.31177145	0.62480810	CIS	NaN
PIK3CD--PKN2	0.30573050	0.52720250	CIS	NaN
PIK3CD--OTUD3	0.31586318	0.69091936	CIS	NaN
PIK3CD--SSBP3	0.31253731	0.63718231	CIS	NaN
PIK3CD--MTOR	0.30452827	0.50777761	CIS	NaN
PIK3CD--PGD	0.30987520	0.59416978	CIS	NaN
PIK3CD--RBP7	0.30987520	0.59416978	CIS	NaN
PIK3CD--C1orf187	0.30452827	0.50777761	CIS	NaN
PIK3CD--BMP8B	0.30858583	0.57333693	CIS	NaN
CLSTN1--UBE4B	0.30987520	0.59416978	CIS	NaN
CLSTN1--CLSTN1	0.31541008	0.68359858	CIS	NaN
CLSTN1--PEX14	0.30987520	0.59416978	CIS	NaN
CLSTN1--LZIC	0.31541008	0.68359858	CIS	NaN
CLSTN1--NMNAT1	0.31541008	0.68359858	CIS	NaN
CLSTN1--ATP13A2	0.31299724	0.64461350	CIS	NaN
CLSTN1--SLC1A7	0.31177145	0.62480810	CIS	NaN
CLSTN1--PKN2	0.30573050	0.52720250	CIS	NaN
CLSTN1--CTNNBIP1	0.31541008	0.68359858	CIS	NaN
CLSTN1--OTUD3	0.31586318	0.69091936	CIS	NaN
CLSTN1--SSBP3	0.31253731	0.63718231	CIS	NaN
CLSTN1--MTOR	0.30452827	0.50777761	CIS	NaN
CLSTN1--KIF1B	0.30987520	0.59416978	CIS	NaN
CLSTN1--PGD	0.30987520	0.59416978	CIS	NaN
CLSTN1--RBP7	0.30987520	0.59416978	CIS	NaN
CLSTN1--VPS13D	0.30530602	0.52034403	CIS	NaN
CLSTN1--C1orf187	0.30452827	0.50777761	CIS	NaN
CLSTN1--BMP8B	0.30858583	0.57333693	CIS	NaN
CLSTN1--EXOSC10	0.30452827	0.50777761	CIS	NaN
CLSTN1--MASP2	0.30452827	0.50777761	CIS	NaN
CLSTN1--CAPZB	0.31199573	0.62843181	CIS	NaN
CLSTN1--EIF4G3	0.32505392	0.83941717	CIS	NaN
CLSTN1--RAVER2	0.30722047	0.55127637	CIS	NaN
CLSTN1--CASZ1	0.30987520	0.59416978	CIS	NaN
CLSTN1--UBIAD1	0.30452827	0.50777761	CIS	NaN
CLSTN1--SPATA21	0.30780606	0.56073794	CIS	NaN
CLSTN1--APITD1	0.30987520	0.59416978	CIS	NaN
CLSTN1--APITD1-CORT	0.30987520	0.59416978	CIS	NaN
CLSTN1--PTCHD2	0.30452827	0.50777761	CIS	NaN
CLSTN1--FBXO2	0.30452827	0.50777761	CIS	NaN
CLSTN1--FBXO44	0.30452827	0.50777761	CIS	NaN
CLSTN1--CD2	0.29349423	0.32949716	CIS	NaN
CLSTN1--ZSCAN20	0.31778960	0.72204515	CIS	NaN
CLSTN1--ACOT11	0.30983658	0.59354579	CIS	NaN
CTNNBIP1--VPS13D	0.30530602	0.52034403	CIS	NaN
CTNNBIP1--PGD	0.30987520	0.59416978	CIS	NaN
CTNNBIP1--CTNNBIP1	0.31541008	0.68359858	CIS	NaN
CTNNBIP1--UBE4B	0.30987520	0.59416978	CIS	NaN
CTNNBIP1--FHAD1	0.30566296	0.52611127	CIS	NaN
CTNNBIP1--LZIC	0.31541008	0.68359858	CIS	NaN
CTNNBIP1--NMNAT1	0.31541008	0.68359858	CIS	NaN
CTNNBIP1--HSPB11	0.31253731	0.63718231	CIS	NaN
CTNNBIP1--LRRC42	0.31253731	0.63718231	CIS	NaN
CTNNBIP1--RBP7	0.30987520	0.59416978	CIS	NaN
CTNNBIP1--KIF1B	0.30987520	0.59416978	CIS	NaN
CTNNBIP1--COL24A1	0.30677213	0.54403245	CIS	NaN
CTNNBIP1--PPP1R8	0.31484671	0.67449593	CIS	NaN
CTNNBIP1--TNFRSF8	0.30530602	0.52034403	CIS	NaN
CTNNBIP1--RLF	0.30858583	0.57333693	CIS	NaN
CTNNBIP1--MTOR	0.30452827	0.50777761	CIS	NaN
CTNNBIP1--DFFA	0.30987520	0.59416978	CIS	NaN
CTNNBIP1--CSMD2	0.31822595	0.72909549	CIS	NaN
CTNNBIP1--ARHGEF10L	0.31299724	0.64461350	CIS	NaN
CTNNBIP1--CASZ1	0.30987520	0.59416978	CIS	NaN
LZIC--KIF1B	0.30987520	0.59416978	CIS	NaN
LZIC--UBE4B	0.30987520	0.59416978	CIS	NaN
LZIC--RBP7	0.30987520	0.59416978	CIS	NaN
LZIC--PEX14	0.30987520	0.59416978	CIS	NaN
LZIC--LZIC	0.31541008	0.68359858	CIS	NaN
LZIC--NMNAT1	0.31541008	0.68359858	CIS	NaN
LZIC--FBXO42	0.30780606	0.56073794	CIS	NaN
LZIC--ERI3	0.31226631	0.63280360	CIS	NaN
LZIC--DFFA	0.30987520	0.59416978	CIS	NaN
LZIC--DHRS3	0.30530602	0.52034403	CIS	NaN
LZIC--MTOR	0.30452827	0.50777761	CIS	NaN
LZIC--PADI1	0.31299724	0.64461350	CIS	NaN
LZIC--CLIC4	0.31306129	0.64564835	CIS	NaN
LZIC--CASZ1	0.30987520	0.59416978	CIS	NaN
NMNAT1--KIF1B	0.30987520	0.59416978	CIS	NaN
NMNAT1--UBE4B	0.30987520	0.59416978	CIS	NaN
NMNAT1--RBP7	0.30987520	0.59416978	CIS	NaN
NMNAT1--PEX14	0.30987520	0.59416978	CIS	NaN
NMNAT1--NMNAT1	0.31541008	0.68359858	CIS	NaN
NMNAT1--FBXO42	0.30780606	0.56073794	CIS	NaN
NMNAT1--ERI3	0.31226631	0.63280360	CIS	NaN
NMNAT1--DFFA	0.30987520	0.59416978	CIS	NaN
NMNAT1--DHRS3	0.30530602	0.52034403	CIS	NaN
NMNAT1--MTOR	0.30452827	0.50777761	CIS	NaN
NMNAT1--PADI1	0.31299724	0.64461350	CIS	NaN
NMNAT1--CLIC4	0.31306129	0.64564835	CIS	NaN
NMNAT1--CASZ1	0.30987520	0.59416978	CIS	NaN
NMNAT1--IGSF21	0.30277986	0.47952805	CIS	NaN
NMNAT1--EXOSC10	0.29918435	0.42143415	CIS	NaN
NMNAT1--WARS2	0.28865520	0.25131139	CIS	NaN
NMNAT1--VPS13D	0.29994845	0.43378005	CIS	NaN
NMNAT1--NECAP2	0.30240462	0.47346512	CIS	NaN
NMNAT1--CLCN6	0.29918435	0.42143415	CIS	NaN
NMNAT1--KAZN	0.30029913	0.43944609	CIS	NaN
NMNAT1--NFYC	0.30648351	0.53936911	CIS	NaN
NMNAT1--DNAJC16	0.30029913	0.43944609	CIS	NaN
RBP7--UBE4B	0.30443745	0.50631030	CIS	NaN
RBP7--KIF1B	0.30443745	0.50631030	CIS	NaN
RBP7--SELRC1	0.30630043	0.53641096	CIS	NaN
RBP7--CROCC	0.30750470	0.55586882	CIS	NaN
RBP7--TMEM48	0.30705285	0.54856804	CIS	NaN
RBP7--RBP7	0.30443745	0.50631030	CIS	NaN
RBP7--DFFA	0.30443745	0.50631030	CIS	NaN
RBP7--PEX14	0.30443745	0.50631030	CIS	NaN
RBP7--VPS13D	0.29994845	0.43378005	CIS	NaN
RBP7--PRAMEF14	0.30367098	0.49392620	CIS	NaN
RBP7--PRAMEF13	0.30367098	0.49392620	CIS	NaN
RBP7--TMEM51	0.30029913	0.43944609	CIS	NaN
RBP7--CASZ1	0.30443745	0.50631030	CIS	NaN
RBP7--HP1BP3	0.31934981	0.74725404	CIS	NaN
RBP7--HDAC1	0.30972892	0.59180621	CIS	NaN
RBP7--FHAD1	0.30029913	0.43944609	CIS	NaN
UBE4B--UBE4B	0.30443745	0.50631030	CIS	NaN
UBE4B--KIF1B	0.30443745	0.50631030	CIS	NaN
UBE4B--APITD1	0.30443745	0.50631030	CIS	NaN
UBE4B--APITD1-CORT	0.30443745	0.50631030	CIS	NaN
UBE4B--CASZ1	0.30443745	0.50631030	CIS	NaN
UBE4B--EPHB2	0.31074861	0.60828174	CIS	NaN
UBE4B--FOXJ3	0.30720574	0.55103841	CIS	NaN
UBE4B--PEX14	0.30443745	0.50631030	CIS	NaN
UBE4B--PLA2G5	0.31032035	0.60136209	CIS	NaN
UBE4B--DFFA	0.30443745	0.50631030	CIS	NaN
UBE4B--ZFYVE9	0.30427245	0.50364424	CIS	NaN
UBE4B--KIAA0319L	0.30544219	0.52254416	CIS	NaN
UBE4B--EXOSC10	0.29918435	0.42143415	CIS	NaN
UBE4B--PADI2	0.30750470	0.55586882	CIS	NaN
UBE4B--PGD	0.30443745	0.50631030	CIS	NaN
UBE4B--TTC22	0.30439951	0.50569725	CIS	NaN
UBE4B--DAB1	0.30882847	0.57725736	CIS	NaN
UBE4B--CORT	0.30443745	0.50631030	CIS	NaN
UBE4B--UBIAD1	0.29918435	0.42143415	CIS	NaN
UBE4B--MYOM3	0.30962176	0.59007487	CIS	NaN
UBE4B--PIK3R3	0.30953474	0.58866882	CIS	NaN
UBE4B--MTOR	0.29918435	0.42143415	CIS	NaN
